id,media_type,url,version_id
d982ca97-863e-49ad-b3e2-656a3b6a012e,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0569s&txtFormat=amend,ac7d5ab1-704b-4816-8e5a-97ed6244c648
269f242f-446c-4861-ba45-ab43f5920f88,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1562s&txtFormat=amend,574c33bd-517c-4b51-b343-efa6ae4460d0
2615b378-3ff7-49dc-8ce4-21b39f538915,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1397h&txtFormat=amend,289ed48f-6f16-449f-bf6e-6c544f3599d6
4b0ada9e-9d02-4923-9f1d-8311d4b8ecde,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0347h&txtFormat=amend,98d17910-99a5-4ebf-ae7c-99e30f07a30f
3eaf78d8-17f4-4f8f-9242-e3da14da61eb,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0070h&txtFormat=amend,7b8a8e3e-6871-464a-864a-b1447538c84a
5a594f5b-28dc-4c79-8bf8-93fc66876263,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2311h&txtFormat=amend,867ba8e2-8600-450c-b706-107df6a198c2
c4eaf6da-a37c-4c65-976c-3646146b1965,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0772h&txtFormat=amend,3afbce7e-cfee-4a1a-98a1-cbddaa19c67b
52d32f98-3c96-49ba-aea8-d4f5b8180144,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0552h&txtFormat=amend,45fe5327-3f6d-4fd6-96cc-13d8df1d6468
cc46c5ed-4536-4959-8eb2-ec79ba234b71,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1144s&txtFormat=amend,f0eca1c2-4c5b-477d-bf2f-8018a431f719
59ccf464-fe48-47d1-aaae-836ec10b1b8f,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1954h&txtFormat=amend,b6eb636d-c274-4946-a896-aaf4191127fd
f7b19757-9b33-4a94-8787-aa184e5250ca,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0665s&txtFormat=amend,c4c94559-7d22-44e6-9d0c-ed4e94336dbb
255cc814-6d08-44cd-9752-41152c1cc104,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2379h&txtFormat=amend,780d2f2b-1d65-4c1b-936d-ed19a3171cb0
76479e78-9bab-44db-9c65-182f6cce000f,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2321h&txtFormat=amend,ffc21d73-61d2-4f8c-b27d-3aee9cda6ea5
9119c704-3a62-467a-b5a1-8a953bde221d,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2183e&txtFormat=amend,fb2e040f-e3c0-469a-835f-722f45009f9e
8350c3ac-0204-4c50-91b8-08f0cfa55d44,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2234e&txtFormat=amend,23e8baf1-2a8d-4960-8845-620f485fa753
ea27e713-3c6a-42dc-bcd0-777fc3edcbf5,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0097h&txtFormat=amend,2f68d13c-8b70-4fb4-8fad-98365157b41e
61886a96-e5c8-4d71-8804-1b287eb84091,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2161s&txtFormat=amend,e6ff7c21-801c-45b9-8e09-35956a7043a0
d3341197-231a-4c13-b76b-79d84b6ef5f5,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0116h&txtFormat=amend,e0cde663-21f1-4e5a-b66a-538cf4876b6f
dab1c3e8-4dc4-4bfb-99f0-209ddc973568,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0904h&txtFormat=amend,cdfb6a8b-dcb4-4a5f-b1c7-a818f27466d4
852ecc43-043d-4a18-a3e2-fe653310a63f,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0698h&txtFormat=amend,1da5c631-db9b-4b68-85cc-8d92f86878d5
9d2f8c32-b14d-469b-a221-bdddedfd5cbe,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2284h&txtFormat=amend,ebe7da59-febe-4573-bcbb-fff244fae5f2
b69e2216-2390-4d2f-93c8-92334884b233,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1729s&txtFormat=amend,3485704c-3e20-41d7-948c-ca1e998d1d9d
ccda4d89-afaa-4eb1-af44-71479b7c2eaf,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2186e&txtFormat=amend,6b5163b3-828f-492e-90fc-907c49b792fc
5a416054-ddd0-4f52-b7b0-2b5b7a5ce1bd,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0860s&txtFormat=amend,458f0e08-d013-4fca-a809-128cd897b68c
1102c6c2-d823-459a-81d9-edcbeda047ce,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2355h&txtFormat=amend,67327b63-8545-4576-85d1-1481b93cbf22
35fc2e4d-f7c2-40dc-ad00-d3bcd8ff11e7,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=368&txtFormat=pdf&v=current,c312d8d0-ca97-4b1c-a2f2-30da9d8443af
8e9e614f-6c4f-4fe1-bd63-f2f93d28fa27,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=368&txtFormat=html,c312d8d0-ca97-4b1c-a2f2-30da9d8443af
9262db99-8017-4ad2-a158-b1cab7c769c3,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0684h&txtFormat=amend,f0130c3d-04bf-407d-83cd-40319d75592f
b2da0a2a-327b-4c4e-9f52-e02b22c77109,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-2270h&txtFormat=amend,804d592e-e934-4217-a519-406da5f6d6fb
bb0404d7-d71f-4b19-8feb-4e380cb52471,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0435h&txtFormat=amend,8a747023-a014-4072-be0c-9e710dfd80b8
957ad824-1273-4936-b3bd-cd1e9a17ecb2,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0418&txtFormat=amend,32b513b8-c811-4c95-822e-5945ecf73a8b
20502870-a825-4aba-ad0d-7bbf16f54b5e,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1241s&txtFormat=amend,528c8f4e-d891-422b-84e1-41d18d747872
840019e1-98b5-409b-9d5a-1cadb782da8f,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-0328h&txtFormat=amend,6f6de7ac-fcef-4ede-81e2-efddd787eee5
b786bf01-c6f1-4516-8e57-6254e84b35ed,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2023&id=2023-1367s&txtFormat=amend,f8573e83-2200-4c64-8226-631b9f9a7605
