id,identifier,motion_text,motion_classification,start_date,result,organization_id,bill_id,bill_action_id,jurisdiction,session_identifier
ocd-vote/dce08f7d-ca4b-4aa4-9bd5-5c56d021c7db,,Ought to Pass w/Amendment,['passage'],2023-01-19T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/66edb112-a3ac-48f0-886d-3a7998f5f998,,New Hampshire,2023
ocd-vote/9214ce50-1ce5-4c92-bd94-58d006d7c0b9,,Ought to Pass,['passage'],2023-01-26T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/4cc75b69-2350-4a01-b7b0-06605cd0a9bf,,New Hampshire,2023
ocd-vote/2e61132b-f326-419b-8e13-75ddf3aef2e8,,Table,['passage'],2023-02-02T10:21:14-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/d359f50d-84f8-451b-96e7-527fafcdb6a8,,New Hampshire,2023
ocd-vote/c7ce8d92-9d0d-4abd-a01f-87f029ffc5d1,,ITL,['passage'],2023-02-02T10:39:36-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/d359f50d-84f8-451b-96e7-527fafcdb6a8,,New Hampshire,2023
ocd-vote/84cf3154-7de9-4adc-854b-1f230cdff602,,Ought to Pass,['passage'],2023-02-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/43ac6659-5e53-4c45-b3ed-f7198ba01e87,,New Hampshire,2023
ocd-vote/cf6d96cf-1731-42ee-b89e-882eaec144ae,,OTP,['passage'],2023-02-14T10:41:21-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/ff905187-8c51-4183-974b-8d188a54ebba,,New Hampshire,2023
ocd-vote/86a2961c-d1a5-4fb8-a28a-08bdd5f1d9ca,,OTPA,['passage'],2023-02-14T11:02:14-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/80788f5b-859a-4811-8071-0c0818b146a4,,New Hampshire,2023
ocd-vote/09615cd8-49cd-4b7b-a26a-de5973ea081a,,OTP,['passage'],2023-02-14T11:19:48-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/a297c445-8e43-4a75-9025-479c3b324612,,New Hampshire,2023
ocd-vote/a47fe152-dbeb-4117-999d-ba970c9c65b7,,Table,['passage'],2023-02-14T11:43:21-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/4cf8fb41-7660-4a4d-a35d-12b1acd79a36,,New Hampshire,2023
ocd-vote/6f52deab-b59b-48bd-83fc-5ce16fabbffb,,ITL,['passage'],2023-02-14T11:45:50-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/4cf8fb41-7660-4a4d-a35d-12b1acd79a36,,New Hampshire,2023
ocd-vote/a5a9a5ff-7979-4978-9a6f-b6a9919a7c0c,,ITL,['passage'],2023-02-14T14:03:21-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/161eb439-9e9d-4110-a6e7-b9f9d8e795f8,,New Hampshire,2023
ocd-vote/42484d27-840b-438a-8e6e-b2bbcea7dd04,,OTP,['passage'],2023-02-14T15:09:14-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/7edd4f12-535f-4e8a-854a-150388f74001,,New Hampshire,2023
ocd-vote/e0859aca-61d3-4e78-8d20-2d788dc2fcab,,Table,['passage'],2023-02-14T15:11:59-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/7edd4f12-535f-4e8a-854a-150388f74001,,New Hampshire,2023
ocd-vote/86722d1f-f621-4295-a03c-3e125b9c6252,,OTP,['passage'],2023-02-14T15:45:10-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/d0418c29-7e6f-459b-a8f4-adb62c6e8194,,New Hampshire,2023
ocd-vote/cb5bcf44-cb63-479b-b210-2fc3d5a34ec1,,OTP,['passage'],2023-02-14T16:00:21-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/585487e3-997d-4a06-82ea-72f0f936c130,,New Hampshire,2023
ocd-vote/d9ae81ea-3d0d-4d5b-a5bc-245367e61aa6,,ITL,['passage'],2023-02-14T16:32:22-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/5a0a32d0-e64a-4a2b-90a4-ffcf220017ce,,New Hampshire,2023
ocd-vote/e6cc1691-c41e-4361-8f59-ddd53abfc37f,,OTPA,['passage'],2023-02-14T17:08:08-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/2adabf78-3cad-4700-8c07-3a89ee60badf,,New Hampshire,2023
ocd-vote/370d3756-368d-4870-aa26-8dfd788ae93e,,ITL,['passage'],2023-02-14T17:27:50-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/040caa9e-b146-45a9-86a3-8019fa7acfb3,,New Hampshire,2023
ocd-vote/54798e1f-7577-4110-a1b5-3a80b442840d,,Ought to Pass,['passage'],2023-02-22T00:00:00-05:00,fail,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/db6336ad-44aa-4ad3-b20f-17479c47150e,,New Hampshire,2023
ocd-vote/3c5e4a74-0045-427f-9838-ea8f06a6b529,,Ought to Pass w/Amendment,['passage'],2023-02-22T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/cef0d149-4ee4-4d38-806e-9dfa3c5c5bcd,,New Hampshire,2023
ocd-vote/87260713-4bfa-417b-b345-d0ec22c96050,,Inexpedient to Legislate,['passage'],2023-02-22T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/5316f933-bcff-4a2d-8b21-3bcd5a5d2ee8,,New Hampshire,2023
ocd-vote/1b845d3d-2795-4fb5-932b-438e474f6b10,,Inexpedient to Legislate,['passage'],2023-02-22T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/a1b66bec-fc6e-4d3d-a0fc-9015841008e5,,New Hampshire,2023
ocd-vote/eeb2010c-77a1-469e-a922-01ec3ef2e62a,,Ought to Pass w/Amendment,['passage'],2023-02-22T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/6de5423d-89af-4d70-b1ea-1b67bcd1379f,,New Hampshire,2023
ocd-vote/876c47a3-0d5b-4b49-bba7-519967b9639a,,Inexpedient to Legislate,['passage'],2023-02-22T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/cbff6ea8-d1f2-4401-a56f-47a2b9ae97a8,,New Hampshire,2023
ocd-vote/7ea44ef4-f809-40ac-a499-c63f32f64aa3,,OTP,['passage'],2023-02-22T10:25:15-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/04674b39-6028-43b1-a1b3-e8634e23317e,,New Hampshire,2023
ocd-vote/e7efda07-835b-441e-89bf-491a2d76228b,,OTP,['passage'],2023-02-22T11:21:00-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/556b2cd6-a8cb-485f-b2ca-bd635f37da4d,,New Hampshire,2023
ocd-vote/7a5a0f19-e699-4e14-a7a4-df9b754a2018,,OTPA,['passage'],2023-02-22T11:35:01-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/3a84edd7-ab2a-4b4b-a5bc-e6f2a513d268,,New Hampshire,2023
ocd-vote/860d0999-d4ea-4a68-a974-a5626964dd82,,OTPA,['passage'],2023-02-22T13:30:40-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/1ce62499-2f00-4f5d-87ed-e21bd7fe818b,,New Hampshire,2023
ocd-vote/687752b0-4cb0-4320-91be-bbebdfbc1a57,,OTPA,['passage'],2023-02-22T13:45:00-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/c9ff34c4-fb8c-4899-ab33-1b347920a580,,New Hampshire,2023
ocd-vote/3b313415-d5b4-43b9-afcf-b004e1c5815a,,OTP,['passage'],2023-02-22T14:08:35-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/02647087-b9e9-4303-82a4-2d42900f9fc9,,New Hampshire,2023
ocd-vote/1437adaf-408d-4aff-991d-e1234f399b4b,,OTP,['passage'],2023-02-22T14:23:17-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/59dbf60a-2d43-44e2-8cb6-223e748c24e6,,New Hampshire,2023
ocd-vote/e37c8379-b2a2-4bcd-821b-b4f034e4302d,,ITL,['passage'],2023-02-22T14:33:57-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/595628a3-9290-46ba-aaa6-a0d542f2f128,,New Hampshire,2023
ocd-vote/138f1613-ea69-498a-978a-20aed2b8845f,,OTP,['passage'],2023-02-22T15:08:34-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/20be41a1-31f9-40db-aa58-850ac9c39c04,,New Hampshire,2023
ocd-vote/a6891334-e0e7-4860-84da-9753d4d08b84,,ITL,['passage'],2023-02-22T15:27:50-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/10612027-129c-47d4-b997-206a92c94f97,,New Hampshire,2023
ocd-vote/91c5c5d7-9454-460a-a73e-5074c7ec8826,,ITL,['passage'],2023-02-22T15:48:23-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/22d54d7b-7ff7-4e81-a09f-048b0bd7d299,,New Hampshire,2023
ocd-vote/c379828f-55c8-44c6-8180-6cec08e0d317,,ITL,['passage'],2023-02-22T15:54:08-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/20d31591-1ca1-4bc0-b4fd-4f8d70b4f16a,,New Hampshire,2023
ocd-vote/a143ca25-3588-4553-a117-3e8f89c85a2b,,OTPA,['passage'],2023-02-22T16:48:41-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/36f3bed3-8222-42fe-820d-92793d952eff,,New Hampshire,2023
ocd-vote/4b6f9f2c-d461-45b9-baef-f2dce15bbc41,,OTPA,['passage'],2023-02-23T11:23:28-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/f998c930-6d2f-4554-a403-90162491cdb2,,New Hampshire,2023
ocd-vote/c2333f08-03fc-4d55-9d27-524b9ccae5b3,,ITL,['passage'],2023-02-23T11:29:32-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/7be83487-c377-4782-9aa2-0f2f71963786,,New Hampshire,2023
ocd-vote/58696399-c64b-470b-8a7a-a98a5f0433e2,,OTP,['passage'],2023-02-23T11:38:44-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/20b5a787-e8ac-4ee8-a510-36652f12fbc8,,New Hampshire,2023
ocd-vote/9a3fa7fb-ab20-479e-881e-c713a5bd144f,,OTPA,['passage'],2023-02-23T12:24:30-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/1f9fa1be-8921-43db-9886-3381efc2f6db,,New Hampshire,2023
ocd-vote/87b33b9e-f376-4c1a-9a64-a07651af5467,,OTP,['passage'],2023-02-23T12:42:51-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/3a38e64a-bbba-40d8-a4e6-0756482238dd,,New Hampshire,2023
ocd-vote/1d629e73-5f63-4411-9b15-dcd916e596e9,,ITL,['passage'],2023-02-23T12:48:24-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/c145ecf8-b38b-47fe-b20e-53f15f8d456d,,New Hampshire,2023
ocd-vote/a9450f0a-16f0-4c1b-8169-d5205ae805c7,,Table,['passage'],2023-02-23T12:55:38-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/5a9de485-bb26-4485-9c26-900533acb235,,New Hampshire,2023
ocd-vote/d5a7dcf9-e540-4c3d-8520-28a0bec514ce,,OTP,['passage'],2023-02-23T13:37:37-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/c30b88f8-1602-4132-b5fc-1dfec9200b96,,New Hampshire,2023
ocd-vote/5c64ffc3-6716-40a1-8d8b-2dd04c49d8ea,,ITL,['passage'],2023-02-23T13:56:16-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/5563ebcf-f82b-472f-9f8c-73229aa5d5ac,,New Hampshire,2023
ocd-vote/722f42c3-ea59-45f6-9a0f-987cc7ab4d48,,ITL,['passage'],2023-02-23T14:24:07-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/7edd4f12-535f-4e8a-854a-150388f74001,,New Hampshire,2023
ocd-vote/bfdfe8a0-11d0-4929-852e-815b0e923066,,ITL,['passage'],2023-02-23T14:47:55-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/ff905187-8c51-4183-974b-8d188a54ebba,,New Hampshire,2023
ocd-vote/c5a00b98-d412-457c-9263-fa997f884b7b,,Reconsider,['passage'],2023-02-23T14:51:07-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/ff905187-8c51-4183-974b-8d188a54ebba,,New Hampshire,2023
ocd-vote/5c36e014-c832-45eb-ad2d-6ccb7164d403,,OTP,['passage'],2023-02-23T15:31:02-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/ff905187-8c51-4183-974b-8d188a54ebba,,New Hampshire,2023
ocd-vote/d5e05f2f-54d4-410e-a190-65c8bbd587ee,,Reconsider,['passage'],2023-02-23T15:38:10-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/6dd4b4e0-8a5c-4d28-a208-bdcc68f635e1,,New Hampshire,2023
ocd-vote/ac8d5054-60f7-4e4a-b8e8-3da270699d9d,,ITL,['passage'],2023-02-23T15:49:20-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/a73a6fb7-d16a-4a2a-b000-1a284ebade9f,,New Hampshire,2023
ocd-vote/878b4e6a-9c73-4533-a934-83d65215a599,,OTP,['passage'],2023-02-23T15:53:20-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/446f5839-eccf-4e58-a211-315dc4c03d8c,,New Hampshire,2023
ocd-vote/be32cb60-9787-4016-a9b3-d6c814b51539,,ITL,['passage'],2023-02-23T16:03:19-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/16c585d7-4226-4bfd-b02a-d21f2089e6db,,New Hampshire,2023
ocd-vote/fedc050a-0c8c-4b31-b89c-9c088c702561,,Ought to Pass w/Amendment,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/3136cb41-ab95-40e9-b015-aa405bf96eda,,New Hampshire,2023
ocd-vote/751620b8-47ac-4350-8e47-e1cd9014df80,,Inexpedient to Legislate,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/06f83f03-8b5f-4db9-86fd-31afdb029e22,,New Hampshire,2023
ocd-vote/e9a09703-1e16-47a3-a4f7-a19342b4a46b,,Inexpedient to Legislate,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/4646e5d3-b571-4a31-be43-a71444139acc,,New Hampshire,2023
ocd-vote/4dbc54f4-d563-4263-a08c-2c748bcfd081,,Inexpedient to Legislate,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/27836e53-56a6-4265-9253-4bb3a73b74f8,,New Hampshire,2023
ocd-vote/d3a840e3-f10a-4dfb-9ccd-b5f8c2ad81a4,,Inexpedient to Legislate,['passage'],2023-03-09T00:00:00-05:00,fail,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/da30071f-18a8-4ba7-9352-e1b877973b1f,,New Hampshire,2023
ocd-vote/cdc616f1-6ba4-408c-9b03-77f3cb17cee6,,Ought to Pass,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/47adcb64-5d50-4904-a6a0-36591ece7433,,New Hampshire,2023
ocd-vote/c333e09a-adba-4887-9a1f-3e76a5a2041b,,Ought to Pass,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/e25a76a4-e045-45d0-90ce-a0e63b19bb80,,New Hampshire,2023
ocd-vote/84903848-393f-4520-bf59-a778bac25d1e,,Ought to Pass,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/57b76219-861e-42a1-bcfa-c0c0ad556c9b,,New Hampshire,2023
ocd-vote/dc4a7251-7b21-4d34-8689-7c9ae8f182ea,,Ought to Pass,['passage'],2023-03-09T00:00:00-05:00,pass,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-bill/8949dd5a-5701-4fe1-9d4a-cb541e2f7dca,,New Hampshire,2023
ocd-vote/2ccf0771-2c02-4975-8d4e-5eb0d30cee55,,OTP,['passage'],2023-03-09T10:27:16-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/edf96f97-bbc1-412d-b17c-4e9281cca5e9,,New Hampshire,2023
ocd-vote/5809329f-7f44-4b4f-beb3-15e696e2ac3b,,ITL,['passage'],2023-03-09T10:41:43-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/8833c1bd-5e15-4562-a4e6-830003f7f085,,New Hampshire,2023
ocd-vote/1bc6ab3e-568d-4b5a-9e20-0a6ea4707b62,,ITL,['passage'],2023-03-09T10:52:05-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/5d80fc12-766e-44b6-8fbe-3d81b968a73c,,New Hampshire,2023
ocd-vote/4a17898d-ac4c-4deb-b112-7711207aae97,,ITL,['passage'],2023-03-09T10:59:26-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/08991e68-c302-42ec-8d30-dc739210c9c8,,New Hampshire,2023
ocd-vote/7997386a-3ec2-47e0-a2a9-b71210741993,,ITL,['passage'],2023-03-09T11:18:57-05:00,pass,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/1b11a5a2-1f06-4547-bf10-45b2eae7918a,,New Hampshire,2023
ocd-vote/67421508-4864-4787-ae7e-613f9969115f,,Reconsider,['passage'],2023-03-09T11:25:05-05:00,fail,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-bill/a73a6fb7-d16a-4a2a-b000-1a284ebade9f,,New Hampshire,2023
