id,vote_event_id,option,value
d4360c44-c02d-4aba-b5b9-b886b1d949b3,ocd-vote/2ccf0771-2c02-4975-8d4e-5eb0d30cee55,other,24
a7f01974-8f67-4265-8999-0f22813024b9,ocd-vote/2ccf0771-2c02-4975-8d4e-5eb0d30cee55,no,176
8172a85c-446f-4667-befd-e576dbe75fe0,ocd-vote/2ccf0771-2c02-4975-8d4e-5eb0d30cee55,yes,196
9783ccb2-ed8c-4bd5-b1df-a388fa0399f3,ocd-vote/a038e355-21c4-4aa2-be3b-4a99d1815121,other,24
8a8c5de3-1936-4355-91cc-8a120eecf90d,ocd-vote/a038e355-21c4-4aa2-be3b-4a99d1815121,no,180
a346c27a-0ad0-44c9-b750-ddccbe4a7a67,ocd-vote/a038e355-21c4-4aa2-be3b-4a99d1815121,yes,192
eb33d0dc-cfb3-4fbd-941c-c0cce01aa0b8,ocd-vote/4b6f9f2c-d461-45b9-baef-f2dce15bbc41,other,52
f9dff3e8-801b-4433-b947-e6a01e6ea5b3,ocd-vote/4b6f9f2c-d461-45b9-baef-f2dce15bbc41,no,105
e68b3b1f-e426-4d1a-8455-5290616815c2,ocd-vote/4b6f9f2c-d461-45b9-baef-f2dce15bbc41,yes,238
dba9d491-ba1d-42d7-9c61-8233e742a1a1,ocd-vote/038603da-dd85-408f-874f-de409241afc6,other,1
ef5e1bb3-a743-487a-b196-67d791677414,ocd-vote/038603da-dd85-408f-874f-de409241afc6,no,0
3f5b7f9e-e61c-420c-933c-bd2a51b9dabd,ocd-vote/038603da-dd85-408f-874f-de409241afc6,yes,23
7007f564-5fbf-4c23-a2e7-8f3cefdee536,ocd-vote/cf6d96cf-1731-42ee-b89e-882eaec144ae,other,32
1c164e76-5720-4814-b67e-2118de0bb8ea,ocd-vote/cf6d96cf-1731-42ee-b89e-882eaec144ae,no,182
ae432c39-975f-451f-985e-ee3d65ac04c3,ocd-vote/cf6d96cf-1731-42ee-b89e-882eaec144ae,yes,182
c825cdeb-fb57-4268-bb2e-30888887e984,ocd-vote/7b9af4c3-2c11-4992-ae7d-db472fe41525,other,23
75363df7-a7ed-4fbd-b1e6-b524f92223ba,ocd-vote/7b9af4c3-2c11-4992-ae7d-db472fe41525,no,185
31720f66-ce66-4868-b1b7-e870afc2cdcf,ocd-vote/7b9af4c3-2c11-4992-ae7d-db472fe41525,yes,186
d8943612-dd80-4088-959f-e32ae92f532c,ocd-vote/1211d75b-e47b-46d5-874d-7519b9f6ebef,no,10
0a640aa4-c622-48b7-81c1-f93873b6b693,ocd-vote/1211d75b-e47b-46d5-874d-7519b9f6ebef,yes,14
507b30b8-5fe5-4c7c-9a20-8f54fee05087,ocd-vote/cdc616f1-6ba4-408c-9b03-77f3cb17cee6,no,1
215ded07-6d70-4ab5-9546-e40761644407,ocd-vote/cdc616f1-6ba4-408c-9b03-77f3cb17cee6,yes,23
2052faa4-e19a-4c30-9ca4-bd17de38ade5,ocd-vote/336fc554-08f0-4c0e-a04a-9942975d6f84,other,25
031ab345-2dde-4300-b4fd-c5edc0195ff5,ocd-vote/336fc554-08f0-4c0e-a04a-9942975d6f84,no,194
b9adca3f-eea7-4aea-a6f0-d9e2644a1d3d,ocd-vote/336fc554-08f0-4c0e-a04a-9942975d6f84,yes,175
08660c47-5b46-4ace-b904-95ddcafecd4e,ocd-vote/6cc2ca15-a168-42b8-bfc0-638d938e94a5,other,47
0dae5611-5ae2-4676-93e0-8dde4bf29f55,ocd-vote/6cc2ca15-a168-42b8-bfc0-638d938e94a5,no,183
06d7a468-5a36-48a3-98ee-379050e9595c,ocd-vote/6cc2ca15-a168-42b8-bfc0-638d938e94a5,yes,164
ff820bd2-4abc-405a-943e-a0a97d6fe9c0,ocd-vote/1ebdbccb-2f07-4505-b253-2529fcaec8a4,other,9
857c7b21-2e40-4bf9-8caa-e9eb34f075d1,ocd-vote/1ebdbccb-2f07-4505-b253-2529fcaec8a4,no,187
21f34841-0315-4b79-a7b1-779ef4db23fe,ocd-vote/1ebdbccb-2f07-4505-b253-2529fcaec8a4,yes,198
