id,bill_id,note,date,classification,extras
ac7d5ab1-704b-4816-8e5a-97ed6244c648,ocd-bill/fa269e5a-f561-49cb-9078-52bebde4ee77,Amendment #2023-0569s,,,{}
574c33bd-517c-4b51-b343-efa6ae4460d0,ocd-bill/019f5a25-6387-4d07-888e-8a26c085e27e,Amendment #2023-1562s,,,{}
289ed48f-6f16-449f-bf6e-6c544f3599d6,ocd-bill/3b38337b-28d3-4837-b6fb-d5f508a2c445,Amendment #2023-1397h,,,{}
98d17910-99a5-4ebf-ae7c-99e30f07a30f,ocd-bill/c7830fbd-0d70-4590-b546-4ed7cb42dee0,Amendment #2023-0347h,,,{}
7b8a8e3e-6871-464a-864a-b1447538c84a,ocd-bill/f480c688-3a7f-4982-b111-4900abdcf786,Amendment #2023-0070h,,,{}
867ba8e2-8600-450c-b706-107df6a198c2,ocd-bill/f664bff8-802e-4ee1-9e27-6667ed82ee5f,Amendment #2023-2311h,,,{}
3afbce7e-cfee-4a1a-98a1-cbddaa19c67b,ocd-bill/c239fbdd-d878-4bd8-b6e6-afde32d22c6d,Amendment #2023-0772h,,,{}
45fe5327-3f6d-4fd6-96cc-13d8df1d6468,ocd-bill/20172da8-de96-47a6-a5f9-852e33e72990,Amendment #2023-0552h,,,{}
f0eca1c2-4c5b-477d-bf2f-8018a431f719,ocd-bill/9836de26-c9cb-4217-b359-e601b4e88cdf,Amendment #2023-1144s,,,{}
b6eb636d-c274-4946-a896-aaf4191127fd,ocd-bill/81628ed3-65d8-4246-8006-e0a788586e6b,Amendment #2023-1954h,,,{}
c4c94559-7d22-44e6-9d0c-ed4e94336dbb,ocd-bill/c44ed3da-2467-467b-acef-685b1a005fe0,Amendment #2023-0665s,,,{}
780d2f2b-1d65-4c1b-936d-ed19a3171cb0,ocd-bill/6882d8af-cc19-40b9-9cfa-8371853bd5d3,Amendment #2023-2379h,,,{}
ffc21d73-61d2-4f8c-b27d-3aee9cda6ea5,ocd-bill/ca78d0b4-e8d3-4857-9869-d58476677c58,Amendment #2023-2321h,,,{}
fb2e040f-e3c0-469a-835f-722f45009f9e,ocd-bill/a088a1b1-1380-457b-9f7b-94c82a402d2f,Amendment #2023-2183e,,,{}
23e8baf1-2a8d-4960-8845-620f485fa753,ocd-bill/21504181-6d60-42b9-b2b6-96c6b122fb0d,Amendment #2023-2234e,,,{}
2f68d13c-8b70-4fb4-8fad-98365157b41e,ocd-bill/7696dd4e-fa01-461d-955f-352fe2b6b4c3,Amendment #2023-0097h,,,{}
e6ff7c21-801c-45b9-8e09-35956a7043a0,ocd-bill/75a473cc-59b0-4d5b-9268-e0b4308fdfa5,Amendment #2023-2161s,,,{}
e0cde663-21f1-4e5a-b66a-538cf4876b6f,ocd-bill/3ed2c8e5-84dc-4ddc-a36e-e322cc321085,Amendment #2023-0116h,,,{}
cdfb6a8b-dcb4-4a5f-b1c7-a818f27466d4,ocd-bill/bef26658-2417-41ab-8f60-3e865f8851eb,Amendment #2023-0904h,,,{}
1da5c631-db9b-4b68-85cc-8d92f86878d5,ocd-bill/735452f7-bb04-4d46-a566-1abc544a860f,Amendment #2023-0698h,,,{}
ebe7da59-febe-4573-bcbb-fff244fae5f2,ocd-bill/41e70be9-bf82-4aea-86fd-b5cbbe455262,Amendment #2023-2284h,,,{}
3485704c-3e20-41d7-948c-ca1e998d1d9d,ocd-bill/e86365bd-0509-4c3a-badd-aec99ee4f1fc,Amendment #2023-1729s,,,{}
6b5163b3-828f-492e-90fc-907c49b792fc,ocd-bill/86ed156c-56e5-4158-a136-6dd1abdf4050,Amendment #2023-2186e,,,{}
458f0e08-d013-4fca-a809-128cd897b68c,ocd-bill/ced669f8-30e4-41c9-8b24-6ee2de24a974,Amendment #2023-0860s,,,{}
67327b63-8545-4576-85d1-1481b93cbf22,ocd-bill/b17f1266-04e8-4e61-9440-91dd37908ce6,Amendment #2023-2355h,,,{}
c312d8d0-ca97-4b1c-a2f2-30da9d8443af,ocd-bill/96ad02a0-9fe6-4d5d-9032-1f82df9da07b,latest version,,,{}
f0130c3d-04bf-407d-83cd-40319d75592f,ocd-bill/a05de1ad-a8db-4e5c-97f6-945ec3985bdc,Amendment #2023-0684h,,,{}
804d592e-e934-4217-a519-406da5f6d6fb,ocd-bill/1842678c-e927-4512-884e-a0940cd24c6d,Amendment #2023-2270h,,,{}
8a747023-a014-4072-be0c-9e710dfd80b8,ocd-bill/6c7cc7d7-e895-4ac8-bee5-242605270e25,Amendment #2023-0435h,,,{}
32b513b8-c811-4c95-822e-5945ecf73a8b,ocd-bill/351e1f5a-bebd-4631-832d-d53f9de52494,Amendment #2023-0418,,,{}
528c8f4e-d891-422b-84e1-41d18d747872,ocd-bill/d61a528d-cf89-49c6-934c-dc17cde49f0e,Amendment #2023-1241s,,,{}
6f6de7ac-fcef-4ede-81e2-efddd787eee5,ocd-bill/06d4829f-d881-4dca-9589-529874326dcf,Amendment #2023-0328h,,,{}
f8573e83-2200-4c64-8226-631b9f9a7605,ocd-bill/b2fb1d5a-a1c9-45d3-93f4-1b0e8fe7bc44,Amendment #2023-1367s,,,{}
0ec8f827-aa23-4426-82ea-34402851f7b9,ocd-bill/9c33676e-5b49-462f-a41c-613fa419cf49,Amendment #2023-0470h,,,{}
32452dbe-3e55-4437-a9c7-c4d91509bf39,ocd-bill/62b27023-f16a-48da-b67b-6ec9804fee81,Amendment #2023-0091h,,,{}
c92959fd-c4f5-49e9-9c90-0366e842430a,ocd-bill/0528a0fc-fae8-4bd0-8ef7-5b1490f5554f,Amendment #2023-1676h,,,{}
7f3b8111-9404-41c4-9138-c4bb5809f3a5,ocd-bill/0aa278fb-d79f-44fd-9170-d2b1356e5715,Amendment #2023-0534s,,,{}
ab75499b-a8c7-4128-8564-da5ada5297c7,ocd-bill/556e922c-cee7-4323-bc3b-f9a628e48b67,Amendment #2023-1455h,,,{}
97a5a668-52a4-4096-80eb-7387dfa1743a,ocd-bill/430cd696-b369-4262-a8a9-947051de621c,Amendment #2023-2292h,,,{}
bad87ba3-f392-4689-ad0c-f06cef516e38,ocd-bill/0f641bf6-584a-4542-8a30-24a9362df248,Amendment #2023-1892h,,,{}
66f73977-e6c4-41fe-83a5-a24261425a95,ocd-bill/dacbff6e-777b-407d-b067-282642dbcd03,Amendment #2023-2444h,,,{}
57c6eee6-9b3f-40cc-9b7a-acb1b3af1b22,ocd-bill/175dd51e-0758-4927-8031-19d93d54becf,Amendment #2023-1312s,,,{}
12213b62-bd27-4b8a-9a81-01bfcfcf1431,ocd-bill/62668454-2228-434b-a758-4ba0914d04d9,Amendment #2023-2182e,,,{}
5a4235b4-16d5-4850-ad6b-04c432b59d88,ocd-bill/b251b142-1e11-4e46-960d-a563ee56ede1,Amendment #2023-0628s,,,{}
a6e23dc4-7001-4c20-b1f4-0ea3b042c608,ocd-bill/bb66d982-a22c-4777-afe1-83315800a4d2,Amendment #2023-2324h,,,{}
7285c555-3ca6-405e-83cb-d65f7fa3ef36,ocd-bill/2893dd7f-a407-4ba9-baa5-e603985ee130,Amendment #2023-2301,,,{}
f2ce0181-6162-4044-a460-180d2fe724ae,ocd-bill/3aa6c5da-bcfa-481e-ad7e-a10b378fb212,Amendment #2023-2054s,,,{}
f8a9e6ac-65c7-4cfe-874a-8051f2c51345,ocd-bill/397e97cd-3ed2-4579-8179-5940c0b8ca09,Amendment #2023-1745s,,,{}
ffc01441-bceb-41a9-ab42-f4bac92f2895,ocd-bill/2a549085-4ead-470c-9b5b-18494ddeb0ba,Amendment #2023-0924h,,,{}
bbd4c73a-d3db-4ecf-a385-ad654849d629,ocd-bill/838901d1-b2a6-473c-9f93-8a1eedcac46e,Amendment #2023-0268s,,,{}
a89b7703-7216-445b-9a8b-5987140382b4,ocd-bill/7429e3d8-fd7a-43e7-b255-ccab1532a8e6,Amendment #2023-0519s,,,{}
