session,bill_identifier,classification,name,party,entity_type,source_url
83,SB276,primary,Senator Carrie Ann Buck,Republican,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/5
83,SB276,primary,Senator Lisa Krasner,Republican,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/16
83,SB276,primary,Senator Jeff Stone,Republican,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/20
83,SB276,primary,Assemblymember Howard Watts,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Assembly/83rd2025/15
83,SB276,primary,Assemblymember PK O’Neill,Republican,person,https://www.leg.state.nv.us/App/Legislator/A/Assembly/83rd2025/40
83,SB276,cosponsor,Senator Fabian Doñate,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/10
83,SB276,cosponsor,Senator John Ellison,Republican,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/19
83,SB276,cosponsor,Senator James Ohrenschall,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/21
83,SB276,cosponsor,Senator Julie Pazina,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/12
83,SB276,cosponsor,Senator Melanie Scheible,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/9
83,SB276,cosponsor,Senator John Steinbeck,Republican,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/18
83,SB276,cosponsor,Senator Angela Taylor,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/15
83,SB276,cosponsor,Assemblymember Natha Anderson,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Assembly/83rd2025/30
83,SB276,cosponsor,Assemblymember Venise Karris,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Assembly/83rd2025/10
83,SB276,cosponsor,Assemblymember Selena La Rue Hatch,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Assembly/83rd2025/25
83,SB31,primary,Senate Committee on Natural Resources,,organization,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Committee/439/Overview
83,SB324,primary,Senator Melanie Scheible,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/9
83,SB324,cosponsor,Senator Rochelle Nguyen,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/3
83,SB342,primary,Senator James Ohrenschall,Democratic,person,https://www.leg.state.nv.us/App/Legislator/A/Senate/83rd2025/21
83,SB36,primary,Senate Committee on Natural Resources,,organization,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Committee/439/Overview
83,SB43,primary,Senate Committee on Health and Human Services,,organization,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Committee/437/Overview
83,SB466,primary,Senate Committee on Finance,,organization,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Committee/446/Overview
