id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/3b6ebce6-3d05-4aa2-b0aa-4064a684c27d,HB 115,relative to wake surfing.,['bill'],[],2021,New Hampshire,lower
ocd-bill/983e8280-2b12-4ad5-8bf9-6283fb140cea,HB 166,relative to safety requirements for pools on foreclosed residential property.,['bill'],[],2021,New Hampshire,lower
ocd-bill/d8f9d8f8-cd13-4f33-8cf1-dba3e03c1bab,HB 170,commemorating the first labor strike in the United States by women.,['bill'],[],2021,New Hampshire,lower
ocd-bill/c23ebdbe-019d-4356-8f69-62d5f68bdf99,HB 60,raising the minimum age of marriage.,['bill'],[],2021,New Hampshire,lower
ocd-bill/3dde17c4-77de-4cea-b4a8-90c85d70b799,HB 174,relative to reporting a collision between a cat and a motor vehicle.,['bill'],[],2021,New Hampshire,lower
ocd-bill/1a3622c5-54e1-42d3-9b87-e03335f6f7e9,SB 109,relative to municipal host customer generators serving political subdivisions.,['bill'],[],2021,New Hampshire,upper
ocd-bill/92000119-16bf-4c3b-b435-03d253dab05f,SB 111,relative to claims for medical monitoring.,['bill'],[],2021,New Hampshire,upper
ocd-bill/72d9ba5b-5487-4c4f-b9fe-a4048fc792bb,SB 118,relative to the property tax relief act of 2021.,['bill'],[],2021,New Hampshire,upper
ocd-bill/6073e8e4-c4f6-47e8-9f36-853da7a1de3a,SB 116,relative to the project to complete construction of an exit on I-93 in Derry and Londonderry.,['bill'],[],2021,New Hampshire,upper
ocd-bill/22531e1b-ab7a-4db9-ab9b-e7e8130c9da0,HB 178,relative to the parole of prisoners and the procedures of the adult parole board.,['bill'],[],2021,New Hampshire,lower
ocd-bill/3228830f-9b5c-490e-bd28-3a63a3447970,HB 196,adding trespass as an exception to the charge of criminal threatening.,['bill'],[],2021,New Hampshire,lower
ocd-bill/6e959b4c-e441-4339-bd18-e0dfecc841b0,SB 85,establishing a broadband matching grant initiative and fund.,['bill'],[],2021,New Hampshire,upper
ocd-bill/8dfbb99f-d923-4262-a2b7-4b1e2ab43169,SR 1,"RESOLVED, that the Rules of the 2019-2020 Session be adopted as the Rules of the 2021-2022 Session, with the changes which have been provided here today.",['resolution'],[],2021,New Hampshire,upper
ocd-bill/a9db8a48-74c0-4d30-9e30-7c3671385304,SR 2,"RESOLVED, that the Secretary of State be requested to furnish the Senate with the official return of votes from the various Senatorial Districts.",['resolution'],[],2021,New Hampshire,upper
ocd-bill/74799e79-39b2-43d6-af79-9fd9992bb50b,HR 1,adopting the rules of the 2020 session for the 2021-2022 biennium.,['resolution'],[],2021,New Hampshire,lower
ocd-bill/96658c88-e155-4382-bf25-336ab5964056,HB 300,relative to driver education.,['bill'],[],2021,New Hampshire,lower
ocd-bill/cbf633ce-0eb4-4d1c-a8d8-b1bbec56ad06,HB 556,relative to state-ordered counseling.,['bill'],[],2021,New Hampshire,lower
ocd-bill/4eb91797-3124-4a9f-b307-ae5da9947f5c,HB 386,relative to the operation of certain watercraft on Wachipauka Pond.,['bill'],[],2021,New Hampshire,lower
ocd-bill/0423e7a2-94ff-49c2-aa6a-dcf7a2932460,HB 587,relative to indicating citizenship or legal residency on drivers' licenses and nondrivers' identification cards.,['bill'],[],2021,New Hampshire,lower
ocd-bill/baaec4c2-066c-4b0e-8a42-a08ec6b0215b,HB 553,prohibiting renewal of certain consumer contracts without express written notice to consumers.,['bill'],[],2021,New Hampshire,lower
ocd-bill/5107f445-c3a0-4755-aaa5-3289056b90b5,HB 310,relative to vehicle repairs.,['bill'],[],2021,New Hampshire,lower
ocd-bill/dbdaf015-1723-407c-b12a-dc103b3800f9,HB 358,relative to the installation of solar energy systems in condominiums.,['bill'],[],2021,New Hampshire,lower
ocd-bill/26ecae22-ec84-4216-9110-8c66f2dc0c12,SR 4,"RESOLVED, that the biennium salary of the members of the Senate be paid in one undivided sum as early as practical after adoption of this resolution, and be it further RESOLVED, that the mileage of members of the Senate be paid every two weeks during the session.",['resolution'],[],2021,New Hampshire,upper
ocd-bill/f48146af-9f46-4b72-99f9-4f01ae5b2d2f,HB 360,relative to the rental of shared living facilities.,['bill'],[],2021,New Hampshire,lower
ocd-bill/ff087863-6ef9-49e9-95ce-9b3f07bbf4a3,SB 86,adopting omnibus legislation relative to planning and zoning.,['bill'],[],2021,New Hampshire,upper
ocd-bill/3b18201a-e59c-4644-ae54-6607d00e1eec,HB 194,relative to the release of student assessment information and data.,['bill'],[],2021,New Hampshire,lower
ocd-bill/f0c0e701-7007-4efa-8a75-45532eaaca14,HB 554,relative to temporary absence from domicile for voting purposes.,['bill'],[],2021,New Hampshire,lower
ocd-bill/51d23007-392b-45dd-963f-56fbff194be5,HB 136,requiring schools to update documents and software to include the option of identifying a student as non-binary.,['bill'],[],2021,New Hampshire,lower
ocd-bill/eeae5574-9c1b-42b3-96fc-45027709a97b,HB 255,relative to limited liability for institutions of higher education and businesses.,['bill'],[],2021,New Hampshire,lower
ocd-bill/2461409a-1831-480b-a8ce-309c167a7c0b,HB 76,prohibiting paper billing fees.,['bill'],[],2021,New Hampshire,lower
ocd-bill/b8164dae-74c6-4134-a1c5-93118a5eaefd,HB 130,relative to administration by the retirement system of certain health care premium deductions.,['bill'],[],2021,New Hampshire,lower
ocd-bill/dc434536-4323-4a53-94dc-cb1132511302,HB 144,relative to absentee ballot request forms.,['bill'],[],2021,New Hampshire,lower
ocd-bill/19e8e491-0621-4c84-a47b-1b6ae7ee15a0,HB 221,making the state vaccine registry an opt-in program.,['bill'],[],2021,New Hampshire,lower
ocd-bill/4dcec304-3a09-429c-9e6f-5bbdb3fac0c9,SR 7,"RESOLVED, that the vote for Governor and Executive Council be referred to a Select Committee consisting of two with instruction to examine and count the same and report to the Senate.",['resolution'],[],2021,New Hampshire,upper
ocd-bill/7b3d5549-939e-4351-bfbd-f884a6cda742,SB 24,relative to the Brewster Academy charter.,['bill'],[],2021,New Hampshire,upper
ocd-bill/1f29a611-f419-49b6-a97e-6b9b26ecf8e8,HR 6,memorializing Richard W. Hinch.,['resolution'],[],2021,New Hampshire,lower
ocd-bill/0ebb2c15-549a-4439-ad86-a19f601ddc54,HB 269,relative to abandoned underwater cables.,['bill'],[],2021,New Hampshire,lower
ocd-bill/ce11f054-e1e2-4782-9476-b64d5a10efd0,HB 217,repealing RSA 320 regarding hawkers and peddlers.,['bill'],[],2021,New Hampshire,lower
ocd-bill/83c19c32-f4cb-4151-ab33-d53fe1fbc76c,HB 182,relative to approval of coursework completed at other approved schools,['bill'],[],2021,New Hampshire,lower
ocd-bill/4de86efe-d481-48aa-ba88-0842e5a40e3d,HB 352,relative to operation of recreational vehicles on state highways.,['bill'],[],2021,New Hampshire,lower
ocd-bill/9bf6d513-dd06-4dbd-9ceb-77d3ecc016c9,HB 147,relative to assault against an elderly person.,['bill'],[],2021,New Hampshire,lower
ocd-bill/99360454-cd10-47ac-98f4-cc1fe2085769,HB 267,relative to construction standards for schools.,['bill'],[],2021,New Hampshire,lower
ocd-bill/464346ab-cf21-4c76-8907-4d750995b664,HB 276,relative to availability of menstrual hygiene products in schools.,['bill'],[],2021,New Hampshire,lower
ocd-bill/70f64798-1c3f-40d8-86df-20e202721202,HB 353,establishing a credit under RSA 77 for tax paid on income subject to taxation in another state.,['bill'],[],2021,New Hampshire,lower
ocd-bill/744f0459-1d70-4fb4-886b-5e1713d83383,HB 93,relative to human trafficking and child exploitation prevention.,['bill'],[],2021,New Hampshire,lower
ocd-bill/42f6741a-9f51-48d8-97d1-75d84da95992,HB 284,relative to the restoration of involuntarily merged lots.,['bill'],[],2021,New Hampshire,lower
ocd-bill/b07e6353-13a1-4399-a0f2-b584cf947695,HB 62,relative to continued in-network access to certain health care providers.,['bill'],[],2021,New Hampshire,lower
ocd-bill/3cf06554-8d5d-4243-b868-51c8718c1ca7,HB 351,relative to the system benefits charge.,['bill'],[],2021,New Hampshire,lower
ocd-bill/c6b5dfc5-88c3-43b3-a84a-957e1367ceed,HB 109,relative to the referral of debts for collection.,['bill'],[],2021,New Hampshire,lower
ocd-bill/fcc9be7d-b9d0-4a62-a1af-0d40e41701a1,HB 138,allowing prisoners serving life sentences to be eligible for parole after 25 years.,['bill'],[],2021,New Hampshire,lower
ocd-bill/6f0497b8-6d18-49f3-8eb4-e3b7b065cdcc,HB 262,relative to the adoption of bylaws and ordinances by municipalities.,['bill'],[],2021,New Hampshire,lower
ocd-bill/0e301a26-7905-4f44-a995-84114e874525,HB 211,revising certain benefit provisions in the city of Manchester employees contributory retirement system.,['bill'],[],2021,New Hampshire,lower
ocd-bill/fbf5ad4b-3624-4358-8f7f-dbb6c03f2875,HB 83,prohibiting non-disparagement clauses in settlement agreements involving a governmental unit.,['bill'],[],2021,New Hampshire,lower
ocd-bill/9ecf8dad-02cf-41b6-b6a9-89f821c0ad20,HB 63,relative to the reversal or forgiveness of emergency order violations.,['bill'],[],2021,New Hampshire,lower
ocd-bill/f7121772-f45c-48a4-9fb2-e061c73a5680,HB 271,relative to standards for per and polyfluoroalkyl substances (PFAS) in drinking water and ambient groundwater.,['bill'],[],2021,New Hampshire,lower
ocd-bill/504e797e-2889-4860-aed4-bf9661dcbd73,HB 472,relative to retroactive denials of previously paid claims.,['bill'],[],2021,New Hampshire,lower
ocd-bill/264ffbfc-1430-44b1-ba26-b23c2f0fe5a3,HB 426,relative to shoreland septic systems.,['bill'],[],2021,New Hampshire,lower
ocd-bill/6fdc13d0-da1c-4cd0-a7ae-b7b36579fd8a,HB 231,relative to workplace lactation rights.,['bill'],[],2021,New Hampshire,lower
ocd-bill/49005b56-f090-490d-b7e1-c52d6dc0db68,HB 469,relative to the term served by a bail commissioner.,['bill'],[],2021,New Hampshire,lower
ocd-bill/14a2f3d5-e36a-438f-b4cf-25afd6453735,HB 66,relative to the use of deadly force by a law enforcement officer.,['bill'],[],2021,New Hampshire,lower
ocd-bill/384f5128-67f5-4b7f-91c6-bafcfdf14b52,HB 292,relative to the absentee ballot application process.,['bill'],[],2021,New Hampshire,lower
ocd-bill/e04a73fb-9fac-4eaa-a69c-f2da74c8cc80,HB 325,relative to termination of a state of emergency by simple resolution.,['bill'],[],2021,New Hampshire,lower
ocd-bill/350f0633-7e69-4cc5-9445-e1f48a77b915,HB 490,permitting the use of live-action game cameras.,['bill'],[],2021,New Hampshire,lower
ocd-bill/1d907701-7eec-41ae-b642-e93ddd723aa1,HB 407,relative to the purchase of output of limited electrical energy producers in intrastate commerce and including qualifying storage system.,['bill'],[],2021,New Hampshire,lower
ocd-bill/6b3366a1-7c17-4950-8c78-416f1ef3b0f8,HB 509,"relative to portraits and memorial objects in the state house, legislative office building, and Upham Walker house.",['bill'],[],2021,New Hampshire,lower
ocd-bill/7b75472f-84c7-403a-bdff-910a3505d6c1,HB 429,relative to college or university student voting.,['bill'],[],2021,New Hampshire,lower
ocd-bill/40c5cf87-0436-4d04-a4f0-827b987ca2c1,HB 485,"relative to informed consent to search a motor vehicle and amending the statutory requirements for a search warrant; relative to prohibiting certain uses of laser pointing devices, and relative to various civil actions and criminal liability.",['bill'],[],2021,New Hampshire,lower
ocd-bill/63d47bc0-d494-474c-8932-69d78f350583,HB 422,relative to the one-half credit required course in United States and New Hampshire government and civics.,['bill'],[],2021,New Hampshire,lower
ocd-bill/1f4ea37d-13fc-499d-9644-c3c19cb6c508,HB 450,relative to motor vehicle insurance policy minimums.,['bill'],[],2021,New Hampshire,lower
ocd-bill/02e1691c-0e7b-4725-a176-bce21d57d187,HB 507,prohibiting no-knock warrants.,['bill'],[],2021,New Hampshire,lower
ocd-bill/008c5f09-5677-44b9-bcc8-266c5979e6d2,HB 492,requiring maintenance of the COVID-19 dashboard.,['bill'],[],2021,New Hampshire,lower
ocd-bill/ce758dd1-6c71-4ce8-978c-1f543af734c0,HB 471,relative to police disciplinary hearings and authorizing the department of justice to maintain an exculpatory evidence schedule.,['bill'],[],2021,New Hampshire,lower
ocd-bill/77513a25-2c5e-48a2-936c-f0ebccb409f8,HB 162,permitting tastings by liquor manufacturers at farmers' markets.,['bill'],[],2021,New Hampshire,lower
ocd-bill/898e9f1e-32e5-4513-aa2c-54c4c2db9725,HB 183,"exempting persons under the age of 14, who are selling soft drinks on family owned or leased property, from city, town, or village district licensing requirements.",['bill'],[],2021,New Hampshire,lower
ocd-bill/55bc9e74-3fc8-40e9-9513-2bf03e7d647b,HB 527,relative to the charitable gift annuities exemption.,['bill'],[],2021,New Hampshire,lower
ocd-bill/449f98c4-9f40-4c31-85a4-f94008085715,HCR 2,terminating the state of emergency declared by the governor due to the Novel Coronavirus (COVID-19).,['concurrent resolution'],[],2021,New Hampshire,lower
ocd-bill/e8003176-b3f8-4899-bfd7-427ca6630d04,HB 466,relative to contract powers of condominium unit owners' associations.,['bill'],[],2021,New Hampshire,lower
ocd-bill/de0e5b99-3953-4428-afc6-530a78305b97,HB 204,"proclaiming January 24 as ""Granny D"" day.",['bill'],[],2021,New Hampshire,lower
ocd-bill/345c1dda-4be2-4db5-8ddd-dc00e5596e7c,HB 337,"relative to on-premises cigar, beverage, and liquor licenses.",['bill'],[],2021,New Hampshire,lower
ocd-bill/635215d7-ff49-4073-844b-0a4de2877ae2,SB 107,relative to financial assistance for businesses affected by the COVID-19 pandemic.,['bill'],[],2021,New Hampshire,upper
ocd-bill/2f4b829b-26d7-480f-9835-de15478d26cb,HB 574,relative to change of use of certain retail properties.,['bill'],[],2021,New Hampshire,lower
ocd-bill/7ecb7b1b-de49-4f9f-b979-33442c5a6d58,HB 282,relative to a private school that is approved as a tuition program.,['bill'],[],2021,New Hampshire,lower
ocd-bill/12544a63-294c-4ce5-8aad-d51745e3125d,HB 106,establishing procedures for municipal host customer-generators of electrical energy.,['bill'],[],2021,New Hampshire,lower
ocd-bill/665d1f38-62cc-4daf-9e6a-c4e939818b46,HB 428,relative to the procedures for apportioning electoral districts.,['bill'],[],2021,New Hampshire,lower
ocd-bill/1ec9e366-8b03-4fbf-86c8-c0b5779f1b37,HB 328,relative to the application process for drivers' licenses and relative to privacy of motor vehicle records.,['bill'],[],2021,New Hampshire,lower
ocd-bill/49a2ab27-0245-4649-989c-7266967f4165,HB 206,relative to collective bargaining agreement strategy discussions under the right-to-know law.,['bill'],[],2021,New Hampshire,lower
ocd-bill/cc0e537f-4919-4103-9374-26245309d011,HB 616,relative to review of planning board decisions.,['bill'],[],2021,New Hampshire,lower
ocd-bill/06cb2d22-d5ae-4e44-a2f0-591897ca15b2,HB 341,relative to permissible residential units in a residential zone.,['bill'],[],2021,New Hampshire,lower
ocd-bill/9d295955-c5b9-49fa-be1c-0ad4eeeea7f2,HB 135,requiring parties responsible for pollution of a drinking water supply to be financially responsible for certain consequences of that pollution.,['bill'],[],2021,New Hampshire,lower
ocd-bill/70350a47-8bf3-4c2a-b662-d8946bdf5fb1,HB 508,"establishing a committee to study the definition of ""temporary"" as it pertains to residence in the state for voting purposes.",['bill'],[],2021,New Hampshire,lower
ocd-bill/34831ca2-78a3-4848-b106-130c0601f7a7,HB 491,relative to over voted ballots.,['bill'],[],2021,New Hampshire,lower
ocd-bill/7c574fcd-6841-42d9-9c71-73f189004d2e,HB 570,permitting certain political organizations to appear on a general election ballot as a minor party after holding a nominating convention.,['bill'],[],2021,New Hampshire,lower
ocd-bill/065eceeb-6381-4a20-8d73-f18e6aa8f9af,HB 484,relative to budget committee recommendations on warrant articles.,['bill'],[],2021,New Hampshire,lower
ocd-bill/32705a06-5b5e-4437-a698-72e2f6a0cf1f,HR 11,"affirming revenue estimates for fiscal years 2021, 2022, and 2023.",['resolution'],[],2021,New Hampshire,lower
ocd-bill/3a75c7d2-66df-462d-a3c3-773e143f89a0,HB 524,requiring the secretary of state to conduct random verification counts of polling place results.,['bill'],[],2021,New Hampshire,lower
ocd-bill/d1573a91-4000-4257-a435-a706305469fe,HB 395,relative to consideration of home-share income and exempting rentals of shared facilities from requirements under the real estate practice act.,['bill'],[],2021,New Hampshire,lower
ocd-bill/ae9373e0-bf1e-4314-bf9f-0119389821e9,HB 516,allowing voters to vote by absentee ballot.,['bill'],[],2021,New Hampshire,lower
ocd-bill/457549a9-ab6a-45d7-aaa4-641313852e1d,HB 381,relative to laboratory testing.,['bill'],[],2021,New Hampshire,lower
ocd-bill/1c2c12a5-8c9f-4117-9ff7-4a606a789fc6,HB 202,relative to school lunch payment policies.,['bill'],[],2021,New Hampshire,lower
ocd-bill/e5ec6f97-0e46-47b3-a8c5-595ce7412184,HB 540,relative to supported decision-making as an alternative to guardianship.,['bill'],[],2021,New Hampshire,lower
ocd-bill/6a2b98bf-23e5-4d57-816e-333e96d39408,HB 372,relative to enforcement of the elections laws.,['bill'],[],2021,New Hampshire,lower
ocd-bill/9a95c5c4-143a-4502-870b-de139eb39eeb,HB 128,adding notification requirements to the weather modification statute.,['bill'],[],2021,New Hampshire,lower
ocd-bill/da926582-57b2-4433-ac3c-cf72ead024a1,HB 98,relative to the date of the state primary election.,['bill'],[],2021,New Hampshire,lower
ocd-bill/52fec967-9b06-45e2-8d71-dfefec5c23a1,HB 564,prohibiting the use of rubber bullets and tear gas by law enforcement.,['bill'],[],2021,New Hampshire,lower
ocd-bill/50559730-aea5-4fdd-ab44-469b96dbdb2c,HB 10,relative to the rates of business profits tax and the business enterprise tax.,['bill'],[],2021,New Hampshire,lower
ocd-bill/8b2bedf3-e771-4186-9f97-14e8c3af85f1,HB 122,making an appropriation to the Carroll and  Strafford counties freight rail improvements project and making an appropriation for the Coos county freight rail improvement  project.,['bill'],[],2021,New Hampshire,lower
ocd-bill/bc843e22-8e96-4a2a-9dcd-a38c1f253a17,SB 127,adopting omnibus legislation on appropriations.,['bill'],[],2021,New Hampshire,upper
ocd-bill/336f6c88-f5f5-434c-90cf-6e300c272484,SB 129,relative to minimizing environmental impacts on the habitats of endangered or threatened species.,['bill'],[],2021,New Hampshire,upper
ocd-bill/8ba58901-81c3-4958-a8c9-55603195aeb7,HB 547,relative to the opportunity for evidentiary hearings in parenting cases.,['bill'],[],2021,New Hampshire,lower
ocd-bill/34e8ffb5-a1a0-4105-8e60-abeb7a44c67d,HR 10,a resolution condemning violence in Washington D.C.”,['resolution'],[],2021,New Hampshire,lower
ocd-bill/dfbd0da8-73c2-4669-82d1-bd970d1de77d,HB 577,relative to parenting and divorce cases involving allegations of domestic violence.,['bill'],[],2021,New Hampshire,lower
ocd-bill/206dbec9-679b-4489-9bf9-15f8d4b96943,HB 531,relative to determining the qualifications of voters and establishing provisional voter registration and provisional ballots.,['bill'],[],2021,New Hampshire,lower
ocd-bill/fdba593b-2efa-49a6-a08e-6207e81a4e1a,HB 520,relative to e-delivery of insurance documents and commercial lines renewal notices.,['bill'],[],2021,New Hampshire,lower
ocd-bill/63c21404-33a6-42e1-ac71-de2db2a1a1b0,SB 29,relative to the health risks associated with dispensing high-concentration marijuana in alternative treatment centers.,['bill'],[],2021,New Hampshire,upper
ocd-bill/4af82f03-77be-4d54-83d5-6d580c7e6e17,HB 578,relative to standards for mental health courts.,['bill'],[],2021,New Hampshire,lower
ocd-bill/f82521df-fcb7-47cf-bb28-19149127d658,SB 32,relative to the fallen state troopers' memorial.,['bill'],[],2021,New Hampshire,upper
ocd-bill/73761e49-508a-4d2e-b3f5-1457e486bced,HB 539,relative to records of communications common carriers.,['bill'],[],2021,New Hampshire,lower
ocd-bill/a38c30d6-27a9-42ae-b61e-8360edb7bf65,HB 180,increasing the penalty for buyers under the law regarding trafficking in persons.,['bill'],[],2021,New Hampshire,lower
ocd-bill/1d4d7c15-0348-4ea3-9391-6818bec21365,HR 5,legislative salary and mileage payments.,['resolution'],[],2021,New Hampshire,lower
ocd-bill/f85834cd-1833-47a7-8f15-41d72d5fc099,HR 3,distribution of House publications.,['resolution'],[],2021,New Hampshire,lower
ocd-bill/fbae3d1d-044e-44bd-a39e-75b58b3cb06c,HR 4,the Speaker employing personnel per RSA 17-E:5.,['resolution'],[],2021,New Hampshire,lower
ocd-bill/dee4521e-1121-47c0-8f91-5c1cd369c2b0,HB 279,relative to the maximum allowable vehicle gross weight for a combination of truck-tractor and single semi-trailer with 4 or more axles.,['bill'],[],2021,New Hampshire,lower
ocd-bill/4963b838-bc4c-4a25-b706-79e77ca59b2a,HB 214,relative to school building aid grants.,['bill'],[],2021,New Hampshire,lower
ocd-bill/348ab904-0cf2-4a74-b38f-85034799bea8,HB 483,prohibiting certain political advertising.,['bill'],[],2021,New Hampshire,lower
ocd-bill/051ccb1c-f81e-4410-be71-47572446e8aa,SB 65,repealing the prohibition on the sale of over-the-counter rape test kits.,['bill'],[],2021,New Hampshire,upper
ocd-bill/850e0a9a-8d74-4e4b-81de-9ec34991bd39,HB 251,establishing a committee to study requiring New Hampshire children to be placed in rear facing restraints in motor vehicles.,['bill'],[],2021,New Hampshire,lower
ocd-bill/e006b401-10ad-4860-ae37-9f4c96ec9582,HB 575,"relative to licensure of applicants for cosmetology, esthetics, and manicuring through apprenticeship programs.",['bill'],[],2021,New Hampshire,lower
ocd-bill/8be19c9b-351e-47be-8fb3-f5cc158654f1,HB 172,establishing greenhouse gas emission reduction goals for the state and establishing a climate action plan.,['bill'],[],2021,New Hampshire,lower
ocd-bill/75def410-486c-4043-857f-2830829963a0,HB 74,relative to the Merrimack ramp toll plazas.,['bill'],[],2021,New Hampshire,lower
ocd-bill/aa7712da-af02-467d-b3f2-9c19426cc83f,HB 391,establishing a commission to review and make recommendations on campaign finance laws.,['bill'],[],2021,New Hampshire,lower
ocd-bill/373da242-9d88-492b-bdf8-a34bd2c6b5bb,HB 175,relative to reciprocal driver education.,['bill'],[],2021,New Hampshire,lower
ocd-bill/679f5b43-bdaf-4492-8597-442a9cca1064,HB 348,requiring a public employer to provide notice of a new or amended collective bargaining agreement.,['bill'],[],2021,New Hampshire,lower
ocd-bill/93f4ea57-4c0f-4ff3-aa1e-5e1c2790136d,HB 259,relative to employee uniforms.,['bill'],[],2021,New Hampshire,lower
ocd-bill/e03a5e18-055e-424b-8389-f68f24c693da,HB 278,relative to the use of unused district facilities by chartered public schools.,['bill'],[],2021,New Hampshire,lower
ocd-bill/34f9c8dd-3caf-4fa3-8f93-cb338db2c937,SB 122,"relative to exemptions from prosecution for victims of human trafficking, guardianship by grandparents, and making changes to the membership of the council on autism spectrum disorders.",['bill'],[],2021,New Hampshire,upper
ocd-bill/556edcb7-543c-4516-9bcd-0a6164ee885e,SB 115,establishing greenhouse gas emission reduction goals for the state and establishing a climate action plan.,['bill'],[],2021,New Hampshire,upper
ocd-bill/dcd17c16-65b0-44f4-b504-2fb66f014919,HB 177,prohibiting the siting of a landfill near a state park.,['bill'],[],2021,New Hampshire,lower
ocd-bill/2f9ac25b-952d-4e9c-afe6-a78382e179bf,HB 533,establishing a division of investigation and compliance in the lottery commission.,['bill'],[],2021,New Hampshire,lower
ocd-bill/7dfe2b5a-4363-4b85-83ba-663ab39f025c,HB 457,relative to the membership and duties of the legislative youth advisory council.,['bill'],[],2021,New Hampshire,lower
ocd-bill/a7c02ea8-50f1-4482-95c7-9bbaad2e7df9,HB 405,relative to out-of-state applicants occupational licensure or certification.,['bill'],[],2021,New Hampshire,lower
ocd-bill/eda5bfbf-b19b-4a7e-b381-9a6e2e16806e,SB 37,relative to warning label requirements for marijuana products dispensed in alternative treatment centers.,['bill'],[],2021,New Hampshire,upper
ocd-bill/1c5b9e57-372b-4882-b3b2-6248a5e5f26c,SB 133,adopting omnibus legislation relative to occupational licensure.,['bill'],[],2021,New Hampshire,upper
ocd-bill/a02fb03d-e497-4c42-a798-b18eaea43087,SB 128,relative to a temporary change to operator compensation under the meals and rooms tax.,['bill'],[],2021,New Hampshire,upper
ocd-bill/a9b90164-0e37-4f99-a65e-3cc2ae424157,SB 44,establishing the New Hampshire workforce pathway program.,['bill'],[],2021,New Hampshire,upper
ocd-bill/460e5483-dc4e-4852-9297-7f8c10f183a9,HB 591,relative to certain liquor license fees.,['bill'],[],2021,New Hampshire,lower
ocd-bill/70f87d8b-9a4e-4f7c-ad65-6608d56e6340,CACR 12,relating to the retirement age for judges.  Providing that the mandatory retirement age for judges is repealed.,['constitutional amendment'],[],2021,New Hampshire,upper
ocd-bill/aba473cd-6dda-4767-9d9a-3661801edec4,HB 55,apportioning delegates to state party conventions.,['bill'],[],2021,New Hampshire,lower
ocd-bill/120f3eb3-6d13-4575-8d06-c601b7514091,SB 38,relative to the organization of alternative treatment centers.,['bill'],[],2021,New Hampshire,upper
ocd-bill/63cd5fe3-2799-4fe1-bde1-f02a6ca8bd3f,HB 598,relative to the portion of a minimum sentence to be served to be eligible for parole.,['bill'],[],2021,New Hampshire,lower
ocd-bill/519c77c1-9cd8-4e99-90bc-825b913aa549,SB 42,restricting public officers from engaging in certain private dealings.,['bill'],[],2021,New Hampshire,upper
ocd-bill/86a99768-5010-4c9b-b076-cf0e180c78f8,HB 622,protecting nascent human life as a reasonable and valid state interest.,['bill'],[],2021,New Hampshire,lower
ocd-bill/e44b8c78-8e8b-46a7-8b7f-bb36e745998a,HB 606,"exempting services provided without renumeration from license requirements for barbering, cosmetology, and esthetics.",['bill'],[],2021,New Hampshire,lower
ocd-bill/55c2bc84-42b8-450c-b607-2e7dbdc47e34,HB 620,requiring law enforcement agencies to gather and analyze certain demographic information.,['bill'],[],2021,New Hampshire,lower
ocd-bill/09304f90-8b99-4dc1-a1e6-60a35a57fc7f,HB 617,relative to food safety training for child care centers.,['bill'],[],2021,New Hampshire,lower
ocd-bill/034c30cf-8395-4b5b-873d-3718368c2cb5,HB 618,relative to the sale and distribution of polystyrene food service products.,['bill'],[],2021,New Hampshire,lower
ocd-bill/721f3d37-91bc-42cf-a4ab-533cdc80b4e5,HB 612,relative to the penalty for overtaking a school bus.,['bill'],[],2021,New Hampshire,lower
