id,vote_event_id,option,voter_name,voter_id,note
1b80d690-84bf-445f-ac7a-d48536c6ee33,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,Lou D'Allesandro,ocd-person/87c48788-817d-408b-a1e1-ebe1c9fd893d,
5c4c8457-707d-4699-85ac-7bdbda230f19,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,no,Chuck Morse,ocd-person/72b8f708-a22d-477d-9c55-e5d14b8308a6,
1ef225b5-75a6-47e1-9a84-929c7d1f1956,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,no,Sharon M Carson,ocd-person/00964fc0-dd57-44c3-87bf-b6d5bbc34560,
f2198bfd-3b9d-49d8-8bdb-38782298121a,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,Jeb Bradley,ocd-person/3f5455e8-256e-4442-9c13-bc14f62ce76f,
485b5166-4520-4d93-b112-c8a26736d1e9,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,David H Watters,ocd-person/cf24defe-6df3-49f3-88ca-c6774b144f19,
2be7cdf8-0d55-4e42-8a97-057a14fdb6dc,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,John Reagan,ocd-person/f516d40a-3676-4437-8285-a931d7c2885b,
461c0667-309e-4aff-9389-5a6afd3e4b0c,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,Donna M. Soucy,ocd-person/bfbbacfd-e12a-4e07-970e-c2c2c006f4a2,
275178f2-0306-47df-afc6-c02fd78936cd,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,no,Gary L. Daniels,ocd-person/4c8ac73e-dca4-48ca-b50c-25d0d41425bc,
61dbd612-ce03-4896-8eec-ad9361a61df9,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,Kevin A. Avard,ocd-person/b99b0bbb-4710-43c7-a6b5-0e04524eedf0,
7028e430-385d-4982-af47-9381e9f4cd6a,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,no,Regina Birdsell,ocd-person/461c9024-c8c3-44a5-91d6-015a6587db5f,
79729999-1cde-47a9-a14b-1986da86f3a9,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,Tom Sherman,ocd-person/ee95d0de-e55e-4733-ba97-0fde66adf65c,
b5437530-8fe0-4ac6-930c-0f64ebc79b00,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,Cindy Rosenwald,ocd-person/f3e949ce-6d98-4826-bbca-08039cea4ea4,
07495974-702d-46b8-b2f9-70b87e168578,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,no,Bob J. Giuda,ocd-person/7739a4d0-534e-4bdb-b7fb-6a8f348e833e,
71373259-0fd9-4947-8afd-5fc8c6a96d49,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,yes,James P. Gray,ocd-person/e6443187-eb51-42eb-8bd7-349ed0ba9641,
fb3e513d-53bd-4ec8-8f1f-baeaeae28de3,ocd-vote/2467c760-bc0b-4da3-9c49-b4acc2566c7b,no,Ruth Ward,ocd-person/9089a509-1f26-4770-adc6-199ed716e692,
