id,note,url,bill_id
d8bb4963-e9cc-41b9-be74-48014f6aaa58,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0394&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/10c72d88-78f5-4898-9685-aebc3a75348e
ad92486c-d9dd-429c-86c1-a36cc98ab5cc,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0012&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/90a787b8-ffda-447d-9130-98306147ebbd
a69f94ae-8e54-4137-bb7d-7f8562a577d6,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0291&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/fcdd84f3-ced1-4e3e-ba01-a7522686975c
083c8951-add4-479f-a3be-5647aa1175f7,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0016&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/d46c6e60-b5b8-4998-b6af-fd0b1cd8d11b
5d4415aa-e663-47c6-be7a-05dd7653e791,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0404&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/b91b4886-067f-4ebd-a473-36b2401f8a26
3409876d-386b-4c99-9068-d24cac1d877f,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0129&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/df817066-7e66-4c18-bf83-4568385496cd
f0445d62-99f1-4cfa-9059-5d447a1bb20e,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0013&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/c307e76e-51ec-40e9-b4a5-27fc70188faa
248740a5-2bb0-429a-bc54-ce9760515e8a,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0152&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/3eba1f8a-3133-4b36-b997-6520f0dccb7e
67a0ea05-0836-407d-abe4-04fd0d371877,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0080&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/d3f96cf2-1461-4c02-b36b-ed257fdc288d
7e4ead30-4187-4a1a-b487-4644d070cb84,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0259&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/28126b60-f09d-42f6-ae87-954eda44a065
d04b2cd0-77cf-4222-b1d2-c90132e9be73,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0131&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/70098049-780c-4501-8d25-817f8af4cfb4
d33aec27-9dad-4f8c-8dfa-295f97ecab03,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0236&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/6f02866e-f44c-45d5-9e44-47064e683c57
02622113-e33d-488d-8260-ef690a103d58,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0088&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/3b6ebce6-3d05-4aa2-b0aa-4064a684c27d
fbacf0b6-f1c4-458f-a101-902191a66849,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0121&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/983e8280-2b12-4ad5-8bf9-6283fb140cea
94043bf8-5bfd-4496-ad4c-ec2f7b0b6b84,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0117&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/d8f9d8f8-cd13-4f33-8cf1-dba3e03c1bab
fd7bdadc-9285-4b96-8847-1aae61fc785a,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0003&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/c23ebdbe-019d-4356-8f69-62d5f68bdf99
a5072681-8ff2-4efc-9388-2b4a3bbea856,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0331&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/3dde17c4-77de-4cea-b4a8-90c85d70b799
f860bc2f-5880-4390-8ddd-c114263011ce,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0947&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/1a3622c5-54e1-42d3-9b87-e03335f6f7e9
f08b0fa7-0f55-4fb7-a5f2-dc01a2ecc5dc,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0966&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/92000119-16bf-4c3b-b435-03d253dab05f
f240fd73-c27e-4279-910f-97eae497d933,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0886&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/72d9ba5b-5487-4c4f-b9fe-a4048fc792bb
199709ed-60fb-4a85-8967-488e3f888f9c,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0978&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/6073e8e4-c4f6-47e8-9f36-853da7a1de3a
b1f80cc9-d9b7-418c-9f36-09a773a4a9b2,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0340&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/22531e1b-ab7a-4db9-ab9b-e7e8130c9da0
7c6c5344-a28b-42e2-9b7c-0722cf97647f,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0362&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/3228830f-9b5c-490e-bd28-3a63a3447970
da5386cd-af79-4c4f-bdd1-b99c4a911822,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0832&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/6e959b4c-e441-4339-bd18-e0dfecc841b0
b87d1f50-6ad2-453c-bc1d-c0042e0dd48a,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0573&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/8dfbb99f-d923-4262-a2b7-4b1e2ab43169
85aca07b-a927-4933-8a9c-da096e57f385,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0574&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/a9db8a48-74c0-4d30-9e30-7c3671385304
8d759195-91ca-42aa-a8db-7ab8651197de,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0847&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/74799e79-39b2-43d6-af79-9fd9992bb50b
93dca670-a8d5-401c-bce7-1f9bb4d39af2,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0445&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/96658c88-e155-4382-bf25-336ab5964056
4142b512-aab3-403c-b2c3-2f5a6500a38b,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0739&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/cbf633ce-0eb4-4d1c-a8d8-b1bbec56ad06
3464dba3-bf90-4774-a70c-bb286af4552c,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0408&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/4eb91797-3124-4a9f-b307-ae5da9947f5c
85172bba-52c4-49a5-aba8-f3c92dc9d51a,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0725&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/0423e7a2-94ff-49c2-aa6a-dcf7a2932460
945502db-7848-4d58-b6af-1f432899577d,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0699&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/baaec4c2-066c-4b0e-8a42-a08ec6b0215b
67e872fd-e57a-4b22-b3c1-4f33765ac578,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0436&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/5107f445-c3a0-4755-aaa5-3289056b90b5
76ddd6b9-55e5-49b4-b5e5-ac6a8c7f049f,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0154&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/dbdaf015-1723-407c-b12a-dc103b3800f9
6a2add1b-b07e-4fa4-865a-9edf7639ae1b,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0576&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/26ecae22-ec84-4216-9110-8c66f2dc0c12
a47adc92-dc7b-4d9c-8cb8-488e7ee6b2e3,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0307&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/f48146af-9f46-4b72-99f9-4f01ae5b2d2f
d30368b8-8fa0-4ed3-b598-d6d876bcc171,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0856&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/ff087863-6ef9-49e9-95ce-9b3f07bbf4a3
c5e24ebf-a388-4f8e-a5b0-94a6d23c7323,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0383&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/3b18201a-e59c-4644-ae54-6607d00e1eec
1389ceee-08ad-4303-b599-5709052fc6da,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0714&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/f0c0e701-7007-4efa-8a75-45532eaaca14
0a6c5b5e-d3a5-48a6-a33a-4a7d476bd16c,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0470&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/51d23007-392b-45dd-963f-56fbff194be5
4589f6ad-ee3f-47bb-9743-3e2b6ebceb91,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0036&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/eeae5574-9c1b-42b3-96fc-45027709a97b
08964278-9b82-489d-825f-83bbc2f1f163,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0024&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/2461409a-1831-480b-a8ce-309c167a7c0b
18afff98-ae89-4dd7-a05c-96eb1f5c6456,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0073&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/b8164dae-74c6-4134-a1c5-93118a5eaefd
65c19834-d7cd-4629-a785-6daa849b1ecb,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0112&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/dc434536-4323-4a53-94dc-cb1132511302
8539c420-4c2e-4cd3-8c1e-25f3f7b3f3c4,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0205&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/19e8e491-0621-4c84-a47b-1b6ae7ee15a0
b10e8877-8eaf-4d80-831e-c63f78673359,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0579&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/4dcec304-3a09-429c-9e6f-5bbdb3fac0c9
c0490ae8-ed78-46a9-8060-0cd8ede31e15,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0443&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/7b3d5549-939e-4351-bfbd-f884a6cda742
460531a9-b8cf-495a-8014-e2477743b1d0,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=1064&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/1f29a611-f419-49b6-a97e-6b9b26ecf8e8
7aa99112-d335-4306-8ad8-a1ca7d57dd88,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0234&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/0ebb2c15-549a-4439-ad86-a19f601ddc54
321c2055-7853-4da9-bfc2-2e5d716f2921,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0245&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/ce11f054-e1e2-4782-9476-b64d5a10efd0
57454164-c7b8-4aff-9fb4-432ab58e6f2c,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0266&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/83c19c32-f4cb-4151-ab33-d53fe1fbc76c
d33ed778-bd27-457a-9940-23cb07238334,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0502&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/4de86efe-d481-48aa-ba88-0842e5a40e3d
6339a7b1-7df7-498e-b179-7373a441867e,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0338&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/9bf6d513-dd06-4dbd-9ceb-77d3ecc016c9
68c14097-0e65-4b28-bdb0-80fde17aa02e,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0223&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/99360454-cd10-47ac-98f4-cc1fe2085769
cb8b7751-624f-415c-8f01-d6e434578f9b,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0474&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/464346ab-cf21-4c76-8907-4d750995b664
71662ff3-acd2-4349-9849-0558bf3a9d01,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0333&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/70f64798-1c3f-40d8-86df-20e202721202
d9518320-fd02-4150-a6e0-1e8ef3198b1a,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0137&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/744f0459-1d70-4fb4-886b-5e1713d83383
f289efa6-f5bf-43fa-808c-644455b920be,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0526&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/42f6741a-9f51-48d8-97d1-75d84da95992
1dbef915-e630-4d20-918d-6f8878d74336,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0010&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/b07e6353-13a1-4399-a0f2-b584cf947695
aca7d5aa-f0c1-4a89-8b73-1cad41ba5c55,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0410&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/3cf06554-8d5d-4243-b868-51c8718c1ca7
8bc7ced6-fd5c-4b04-9b7d-90650c1ca744,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0311&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/c6b5dfc5-88c3-43b3-a84a-957e1367ceed
bac9da45-f682-42db-ac66-3efab700da62,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0183&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/fcc9be7d-b9d0-4a62-a1af-0d40e41701a1
9d2292a1-a02f-493e-b752-22a583f67829,,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=0218&sy=2021&sortoption=&txtsessionyear=2021,ocd-bill/6f0497b8-6d18-49f3-8eb4-e3b7b065cdcc
