id,bill_id,organization_id,description,date,classification,order
68a33609-feb5-4a7c-a94e-714188858428,ocd-bill/be264975-f3c8-40de-9c8a-8a2930d7c5fc,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,"Hearing: 03/12/2019, Room 101, LOB, 02:00 pm;  SC 13",2019-03-08,[],0
410f875c-2bfa-4ab6-8e77-8b3708a3b572,ocd-bill/6bd18c15-3922-4df1-b5f6-cb83649b8077,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,Introduced 01/03/2019 and Referred to Judiciary;  SJ 4,2019-01-17,"['introduction', 'referral-committee']",0
72f7de84-8c52-48cf-b294-dff13b99f523,ocd-bill/fd813889-89d7-4ea0-98c7-6445eb94da8b,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/08/2020 and Referred to Election Law and Municipal Affairs;  SJ 1,2020-01-08,"['introduction', 'referral-committee']",0
9d694126-d470-4fb4-8891-938671fafb99,ocd-bill/aef18b46-1a06-4dd1-ae18-3f2535f1adab,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/08/2020 and Referred to Judiciary;  SJ 1,2020-01-06,"['introduction', 'referral-committee']",0
e64ac0e8-ad53-42e0-ae9b-6b3d43e3535b,ocd-bill/0863be2a-012a-4ce6-8bc7-a3e73aa3d112,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Transportation  HJ 1  P. 11,2019-12-02,"['introduction', 'referral-committee']",0
90300b44-81ef-42a9-bbd3-1fcb0f25a411,ocd-bill/2aa1d95a-f908-4f71-8da8-fc9ca238832a,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Judiciary  HJ 1  P. 13,2019-12-02,"['introduction', 'referral-committee']",0
df25795d-38fd-474a-b7ef-887f90deaf25,ocd-bill/c52c7104-533e-4085-abcf-f9dc861d6cfd,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Legislative Administration  HJ 1  P. 17,2019-12-02,"['introduction', 'referral-committee']",0
afe1005e-af8b-48e5-88fc-9aba2ff4b4f1,ocd-bill/6982c0b9-744d-4ed6-b446-b036ed6fc7e2,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Municipal and County Government  HJ 1  P. 11,2019-12-02,"['introduction', 'referral-committee']",0
ee329be2-b850-4f7a-9d0d-eb57495a5ed3,ocd-bill/7659e091-2eb2-4c9d-ac8d-f44d01937860,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Election Law  HJ 1  P. 25,2019-12-03,"['introduction', 'referral-committee']",0
de978d7e-f71a-47ab-a373-5eb491b3cd4f,ocd-bill/42e3fe71-426b-4928-8e91-e309edd462ec,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Municipal and County Government  HJ 1  P. 11,2019-12-02,"['introduction', 'referral-committee']",0
ca814f24-20e0-4ac8-b1e3-4059b2f63bb4,ocd-bill/70c5817d-4679-450a-ab78-089a1f363586,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/08/2020 and referred to Health, Human Services and Elderly Affairs  HJ 1  P. 14",2019-12-02,"['introduction', 'referral-committee']",0
2d42171e-4861-4d6e-a77e-047dedeab9a6,ocd-bill/e4cfc0a0-4834-4713-956c-4282ef424fda,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Education  HJ 1  P. 18,2019-12-02,"['introduction', 'referral-committee']",0
673ba755-c841-493e-9ee0-d3f473c3249c,ocd-bill/a91b31c5-c298-419e-9bae-9b6f1592e820,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Judiciary  HJ 1  P. 31,2019-12-20,"['introduction', 'referral-committee']",0
401986be-7f46-43e6-a364-515852576641,ocd-bill/45dc9ae7-71a6-46ba-9c2c-32978139c6a8,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Commerce and Consumer Affairs  HJ 1  P. 21,2019-12-03,"['introduction', 'referral-committee']",0
81ddd475-8477-4275-a38e-996989c867ae,ocd-bill/11a9e127-dcfe-4ee0-a7c7-864fad350982,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Education  HJ 1  P. 11,2019-12-02,"['introduction', 'referral-committee']",0
429925c0-5d3e-4cf0-af26-d872c4a08103,ocd-bill/c3d783b0-7f3d-493b-857f-c03fc345b5a2,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Education  HJ 1  P. 23,2019-12-03,"['introduction', 'referral-committee']",0
c0d2eaf3-f83b-475e-8d4f-a4a0b76f4c50,ocd-bill/405ef53a-55c1-4b18-96c3-04e3dd2297d0,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,Introduced 01/03/2019 and Referred to Energy and Natural Resources;  SJ 4,2019-01-17,"['introduction', 'referral-committee']",0
6d5fd0d0-ab7c-47bf-a967-26bdd47a8468,ocd-bill/b4fa9c8f-343c-4fed-a834-7183f271ab9b,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/08/2020 and referred to Health, Human Services and Elderly Affairs  HJ 1  P. 29",2019-12-12,"['introduction', 'referral-committee']",0
a3002d79-fc92-440d-9b84-09fa3e189ee4,ocd-bill/a9a62eba-2058-41f6-a88c-b0bc1c515718,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/08/2020 and referred to Science, Technology and Energy  HJ 1  P. 19",2019-12-02,"['introduction', 'referral-committee']",0
f3e3dcad-dc49-47df-a28a-bbe910ba458e,ocd-bill/47b08830-eb24-440e-aafa-d36ad8a445be,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Municipal and County Government  HJ 1  P. 10,2019-12-02,"['introduction', 'referral-committee']",0
535a8afc-67ac-4c93-b09d-d2eb459c20a3,ocd-bill/0cdd9323-8aa9-44c4-a913-6c70244a09d9,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Judiciary  HJ 1  P. 19,2019-12-02,"['introduction', 'referral-committee']",0
cd7be90b-183a-4ba3-b2a8-32181bc33b32,ocd-bill/2c4fda61-227c-4dd2-9584-8505a742217b,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Fish and Game and Marine Resources  HJ 1  P. 27,2019-12-04,"['introduction', 'referral-committee']",0
6f3a0830-f09b-4cf0-978f-ca2691353f60,ocd-bill/6ae73ce5-f9f6-48ab-b66e-7717d3274cfd,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/08/2020 and referred to Fish and Game and Marine Resources  HJ 1  P. 27,2019-12-03,"['introduction', 'referral-committee']",0
fa881029-d97d-4a0f-8f91-131768b32b5f,ocd-bill/79375237-8c1e-4475-80e4-38956d433589,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/08/2020 and Referred to Judiciary;  SJ 1,2020-01-08,"['introduction', 'referral-committee']",0
c56021a7-6c8e-4b4e-bc1c-418e7cffe529,ocd-bill/415f37f5-b6c2-49c1-9fe2-478d1da2d068,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/08/2020 and referred to Science, Technology and Energy  HJ 1  P. 23",2019-12-03,"['introduction', 'referral-committee']",0
