id,note,url,bill_id
6d8a83e9-289d-4649-ba44-1f0a71c839ab,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2155&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/ad017e48-71b8-4eb8-aa05-c6eaec343369
1ed5e309-6387-441e-9b96-f04e5bab5cc9,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=3138&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/5482e215-fe7c-4141-a53e-a4844327c4ca
b4db244d-bd91-4d1f-912e-423e99e54ebe,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=0518&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/b0b881e3-b1a8-42d9-a31f-82437449b67b
3c1a574a-8277-4de4-a6ee-c0880f4291ab,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2640&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24
5fafa9c1-5ab9-4a2c-9fb4-f0166bb6b199,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2165&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/29514fc1-0388-4387-aa5c-c0d16aa85ad5
cfabf25a-0f18-460d-b656-143b0a3a6e98,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2623&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/28405965-f284-4f85-bdf0-7fd44ed4abab
483fe1a9-dd2d-4f1f-9bdf-d25386b1f7b7,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2994&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/11671e32-7a9c-4e46-ab7f-64f74c7233b2
042969fd-ad39-445b-8b43-f67122cbd19d,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=2896&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/7260e5ad-65e8-47cf-ac08-1072741037ae
b7b9f062-cdf1-418f-84c9-6aa0f88b68c9,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=3064&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/63486cb6-e16a-4b0d-9a48-c2830f5b594a
8aab3dfd-0db7-4759-8993-862da4a60dd6,,http://www.gencourt.state.nh.us/bill_Status/bill_status.aspx?lsr=0874&sy=2020&sortoption=&txtsessionyear=2020,ocd-bill/6ead1719-9fdb-44a7-b0ca-4fe6de4217c0
