id,name,entity_type,organization_id,person_id,bill_id,primary,classification
0340e19e-98e5-4546-839c-3ef72cb721f0,Howard C. Pearl,person,,ocd-person/c4122c6a-ed23-492e-b813-59a0fed1ec86,ocd-bill/ad017e48-71b8-4eb8-aa05-c6eaec343369,False,cosponsor
36b6571a-d4b5-422c-9f06-689e0b3da7c1,William M. Marsh,person,,ocd-person/22006937-f2ca-4a2e-b92a-457777933dc7,ocd-bill/ad017e48-71b8-4eb8-aa05-c6eaec343369,False,cosponsor
b9e48a3a-5faa-40fe-a976-8e9b27c39b42,Timothy P. Lang,person,,ocd-person/85064309-421e-4611-a6c5-800234db68fb,ocd-bill/ad017e48-71b8-4eb8-aa05-c6eaec343369,True,primary
b1bd128f-9013-41ba-97a5-e37969ab4273,Reed A. Panasiti,person,,ocd-person/7a82814e-ffd2-4af0-b9b7-01d52a0492b0,ocd-bill/ad017e48-71b8-4eb8-aa05-c6eaec343369,False,cosponsor
6620f5e0-d6be-4242-a7e3-10ae32db64a8,Lynne M. Ober,person,,ocd-person/e1ff7dcf-ec5f-42ab-a7c2-81092820a3ae,ocd-bill/ad017e48-71b8-4eb8-aa05-c6eaec343369,False,cosponsor
e6a660e7-1f1d-4de2-bab4-2fe7a23fdf0b,Scott Wallace,person,,ocd-person/bee58371-5d5b-496a-9d1c-b38c5ae8ed06,ocd-bill/5482e215-fe7c-4141-a53e-a4844327c4ca,False,cosponsor
5cb9b145-0e78-4231-ab18-f78fac5c682e,Al P. Baldasaro,person,,ocd-person/3807f9c1-b590-4496-8a1e-b0ff84ba592d,ocd-bill/5482e215-fe7c-4141-a53e-a4844327c4ca,True,primary
6198b083-fc36-46f2-a7f7-e70c5e8c8175,Arthur S. Ellison,person,,ocd-person/677500cb-eb95-4ad1-b3f5-02894c28e369,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
720c2f00-eece-4f09-ab06-cc6ea15a2649,Martha S. Hennessey,person,,ocd-person/f2700034-7f3d-4834-bb66-b848a7ca748a,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
4dff4234-acb3-4485-b462-0979684884db,Ellen D. Read,person,,ocd-person/77304532-17fb-4b2c-aed6-213a435e4a46,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,True,primary
d28a0559-dc09-40f2-b735-95fcbbdbb104,David J. Luneau,person,,ocd-person/c3c9bb99-9512-4bec-be04-d8b29ea96f3e,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
da2d9db3-de6d-4f5d-80c7-ec823dfa7dee,Patrick F. Abrami,person,,ocd-person/0327f85d-1b5a-4218-a97f-f393a965d64b,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
f9d9c814-1fc2-4728-a26f-7c20a4f28fd5,John Reagan,person,,ocd-person/f516d40a-3676-4437-8285-a931d7c2885b,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
c0731977-35ae-4241-aecc-a44ba1deb66f,Jeb Bradley,person,,ocd-person/3f5455e8-256e-4442-9c13-bc14f62ce76f,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
c7d8f74e-af82-4f8c-94df-b1907939f318,Martha Fuller Clark,person,,ocd-person/823e56cb-5c51-4a09-b060-93cdb7f7ac25,ocd-bill/64cf26db-9ab6-476a-b685-45da96be3a24,False,cosponsor
3e619fb1-5f23-4f89-8c68-9ea123b46987,Judy F. Aron,person,,ocd-person/533fb85c-c4f0-41f3-9bc6-8b1c422a9693,ocd-bill/29514fc1-0388-4387-aa5c-c0d16aa85ad5,False,cosponsor
59da895d-c01c-42bd-84a7-5d14577a2bb9,Howard C. Pearl,person,,ocd-person/c4122c6a-ed23-492e-b813-59a0fed1ec86,ocd-bill/29514fc1-0388-4387-aa5c-c0d16aa85ad5,True,primary
5e47b64c-127d-4df9-8157-ca86a2ce05fc,Michael D. Harrington,person,,ocd-person/21e95dbc-c226-4f4a-9fa2-8f5b374d0a98,ocd-bill/28405965-f284-4f85-bdf0-7fd44ed4abab,True,primary
