id,media_type,url,version_id
a9f987e9-ddbb-4064-972a-a8bcea98feb9,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1890&txtFormat=pdf&v=current,4d3ead79-b5f0-4c5b-b626-1502fff85fdf
3efb660a-b8b1-405e-b45a-d03d20c46f9d,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1890&txtFormat=html,4d3ead79-b5f0-4c5b-b626-1502fff85fdf
ce68722e-e003-48a6-8810-08927170501e,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1990&txtFormat=pdf&v=current,04561ee3-a820-4b60-9fa7-8872b9cf9c1d
9c98be6a-d531-4879-abb3-6b2c9ff2f981,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1990&txtFormat=html,04561ee3-a820-4b60-9fa7-8872b9cf9c1d
ec4d999f-01a4-4466-b73d-265e3c851966,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2023-0519s&txtFormat=amend,dfa6c3c2-b8ee-4938-a8b1-0f5a99a2ebad
7acde2e9-f1b6-4561-bff8-46396aa4664b,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1940&txtFormat=pdf&v=current,394b7aad-65ab-48f2-a265-6da7c0352657
5abf170f-f39b-456d-9fde-45df8913bad8,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1940&txtFormat=html,394b7aad-65ab-48f2-a265-6da7c0352657
9b1dacf0-2fe6-4c16-b901-2775013d3b81,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1434s&txtFormat=amend,9f9900b9-609b-4910-85fd-a1c842ec0909
1ddc80d7-f5fd-4547-8d5b-20041f448b1c,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2163&txtFormat=pdf&v=current,ddccc40a-38c1-4866-b165-960d2fe76e3c
32ad2c6a-c87b-417d-9923-b23a934673f5,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2163&txtFormat=html,ddccc40a-38c1-4866-b165-960d2fe76e3c
ce3db541-0430-4c21-854d-2314821300c6,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1264&txtFormat=pdf&v=current,0cf62fd3-587d-456d-a8cf-fe99183994b3
ee047236-b153-44db-8759-a18c5337765e,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1264&txtFormat=html,0cf62fd3-587d-456d-a8cf-fe99183994b3
3f04484b-38aa-41e4-96f2-523115726f7d,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1106&txtFormat=pdf&v=current,6f91cee6-8720-46bb-93fd-1e174d1777e7
79f8870a-5084-4490-96af-3ada03a167e4,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1106&txtFormat=html,6f91cee6-8720-46bb-93fd-1e174d1777e7
3bd16a16-c7ac-47eb-b326-e815b5fb178b,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2023-0159h&txtFormat=amend,49d6e338-ed01-4c45-9f9c-62d547ca16f8
cadc470b-0c00-4eb1-b335-8f56e0d0153d,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1760&txtFormat=pdf&v=current,d0616b11-b191-4eb9-a8b8-492dbe1a2ce7
ddae80b5-8efc-4afe-bbb9-021ab9d16d99,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1760&txtFormat=html,d0616b11-b191-4eb9-a8b8-492dbe1a2ce7
31bddc62-0489-4728-86c3-b7f228b215fe,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-0237h&txtFormat=amend,7355dbc9-6b26-475f-9a1c-466c05cb3628
1135564a-28bf-4ec6-a42e-5964213e5b7c,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1255&txtFormat=pdf&v=current,63b0b049-64c7-4677-b445-8036f654f74c
85191156-e314-43a3-bd46-d47581f7d6ac,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1255&txtFormat=html,63b0b049-64c7-4677-b445-8036f654f74c
d8515bc5-8b81-4490-ac74-b327339d59d9,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1693&txtFormat=pdf&v=current,bae8b2b2-a931-49ad-8249-bba87f9ee316
2d088f59-19e0-4722-9aa9-8e846ce35624,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1693&txtFormat=html,bae8b2b2-a931-49ad-8249-bba87f9ee316
d04e2dc7-1c40-451d-a744-47f63698a3df,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1616&txtFormat=pdf&v=current,1fe5043f-1b3c-47df-b4ae-e62ed79dae3b
b10e0bba-04bb-46fe-8c31-3c0bad1b372e,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1616&txtFormat=html,1fe5043f-1b3c-47df-b4ae-e62ed79dae3b
ddef1c90-3fb8-44b4-b0c1-2b1b42d89bf7,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-0088e&txtFormat=amend,7acc668a-c256-49a9-acc5-bf346d578154
ad677017-6496-453e-bde4-bb92acc7f9f7,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2023-0586h&txtFormat=amend,f2225301-ba4b-4916-b065-df491b9434c2
5fd1993c-5f82-44ca-af8f-4aca3af173d7,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-0861s&txtFormat=amend,48cd78d6-de33-44e0-b107-bc5b47496e42
3c0c6ff7-f9ea-4f67-83f1-fc8c2b9e3772,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2181&txtFormat=pdf&v=current,1690b0e5-99f2-49e6-899b-4ee5b7c3b562
7ba3d050-94ff-448b-b6ff-b48608f51b50,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2181&txtFormat=html,1690b0e5-99f2-49e6-899b-4ee5b7c3b562
c3a981ba-04e1-44e9-8694-98476e7fe149,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1040h&txtFormat=amend,8d7fbb4c-a823-4356-9240-c54eeaa39114
6b7e0fc3-3de0-4ff2-9fd7-28427fcf4a46,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1315&txtFormat=pdf&v=current,c35debe2-f672-4c78-85cf-ca8126219391
a098687e-2ccc-4925-b0d4-f9961ad01ada,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1315&txtFormat=html,c35debe2-f672-4c78-85cf-ca8126219391
23916715-69b3-4d52-8f6f-a3e144aed152,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1355&txtFormat=pdf&v=current,0c4b8580-8771-4e70-87db-3d639e7ca5c7
3b575e89-9bdd-4e7e-886b-2a0bbeca62eb,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1299&txtFormat=pdf&v=current,b545250f-7571-43b6-9e8b-69ed500b2fb8
f54a11b0-263b-4171-92b4-3d14168f34c5,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1299&txtFormat=html,b545250f-7571-43b6-9e8b-69ed500b2fb8
08015669-cfd3-4e30-a0bc-b53f424ab526,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-2336e&txtFormat=amend,45baffdb-a4fe-439b-b91c-084e8520cc44
5678f010-6c4c-41d1-8cf9-b285edda147e,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1400&txtFormat=pdf&v=current,c35e7cee-9874-4144-90e9-2a2c60a5bbc6
92571a02-16ce-46f2-b8e5-2c6f35badca8,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1400&txtFormat=html,c35e7cee-9874-4144-90e9-2a2c60a5bbc6
208d7604-14fe-411c-bfd3-17ba8bf89bd0,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1355&txtFormat=html,0c4b8580-8771-4e70-87db-3d639e7ca5c7
61925c50-96af-4583-ab43-bf02bc4aafd8,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1740s&txtFormat=amend,a3bb90fe-953d-40b1-a5ef-64f74300e72a
fea20892-e007-46a2-8915-abeccbf22e46,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1743&txtFormat=pdf&v=current,9d2820f1-5c07-4922-8075-127c55c7e974
0eeaf2b6-4b88-4939-b3a1-a3c826f715eb,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1743&txtFormat=html,9d2820f1-5c07-4922-8075-127c55c7e974
131faea5-3ea0-4451-a0a7-1cf8d53d87a6,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1661&txtFormat=pdf&v=current,9e04ddfe-668c-43ed-a45f-81248bdbb2e6
f09d3349-b65a-468d-9ce3-b1b81497c542,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1661&txtFormat=html,9e04ddfe-668c-43ed-a45f-81248bdbb2e6
899433be-9c44-4918-a5c2-653cb863c7d2,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1908&txtFormat=pdf&v=current,a20f49f9-e845-432f-abcf-817a3fdcf394
293506dd-53cd-466b-8b88-ce2a5c2f7646,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1430&txtFormat=pdf&v=current,12cf841d-ff47-4c20-afab-9aa16a805aa5
85ad9ddb-9ec4-4f32-a8f4-3fc2896cbbd4,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1430&txtFormat=html,12cf841d-ff47-4c20-afab-9aa16a805aa5
9fb11364-1a13-4725-9a97-6ef47ff09944,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1908&txtFormat=html,a20f49f9-e845-432f-abcf-817a3fdcf394
d0631917-3690-416f-a626-90b9d2ead745,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1655&txtFormat=pdf&v=current,f880e05b-5f09-43d1-b29b-bf87c112702a
b34c63ab-7604-4fc3-9ea5-5d6409837629,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1655&txtFormat=html,f880e05b-5f09-43d1-b29b-bf87c112702a
4972104f-b82f-4172-bea4-626c74df4988,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2023-2324h&txtFormat=amend,08337d2e-e7ba-4f9c-b5e4-fa02e64c86b6
a4f88f3a-8e20-49cc-89ba-194992c35039,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2267&txtFormat=pdf&v=current,9d4bc067-5d2d-45c4-97e0-5d7642cd1484
6a7a9b54-0db4-41ed-b31d-7175f8219329,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2267&txtFormat=html,9d4bc067-5d2d-45c4-97e0-5d7642cd1484
dea81a0a-36ec-4cc5-b9e5-f7b63ebeae21,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-2344e&txtFormat=amend,2ef645a3-e3e7-4e0a-b286-9b40441f7f90
f4dcc91e-44e8-4119-9a6a-e4a46d536ce6,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1182&txtFormat=pdf&v=current,2167fe1c-a692-4e67-8059-3d3517f017f4
857e789a-b3a0-4127-ae11-8a013470710d,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1182&txtFormat=html,2167fe1c-a692-4e67-8059-3d3517f017f4
997f6ece-f999-4af6-a2fd-488c7e39315a,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1723s&txtFormat=amend,8f11ca76-57c0-4c69-87c3-37a11745db95
633b124f-fda8-45ac-a00e-02341b1356c5,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1506&txtFormat=pdf&v=current,a1ccaa12-5646-414c-a02a-45a195a94341
7e2311c6-e8f8-4e5c-9daf-58a34e2256d2,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1504&txtFormat=pdf&v=current,3bdfb0e6-d432-40f8-9f00-4bb907b96138
645400b9-a8a1-430e-a405-eb2d0df987cb,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1506&txtFormat=html,a1ccaa12-5646-414c-a02a-45a195a94341
b349894f-21d9-414e-959d-c444e4516403,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1504&txtFormat=html,3bdfb0e6-d432-40f8-9f00-4bb907b96138
20555b5f-7d1d-4544-b919-c54b5f218e3a,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1969s&txtFormat=amend,e3e3411d-ac3f-4975-8643-e19a1447a51f
524c5b44-629f-480f-aa3f-f7ddaa5d8ee9,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-2155s&txtFormat=amend,fbd589f3-ba54-4d22-9dfd-3fc8a67c7a0c
b0865dae-8d3c-4fc1-921f-36a6fc89bba6,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1163&txtFormat=pdf&v=current,de042da4-335f-4364-9b73-350b41c34a09
527c2696-6aa0-431f-a0de-ae8322a30752,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1163&txtFormat=html,de042da4-335f-4364-9b73-350b41c34a09
2250ccd4-085a-4d0c-9286-7efbb0af34c8,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1966s&txtFormat=amend,1931fff1-dd62-4abe-82b6-e64f61f5db5d
267c5dab-e845-4722-9383-640055ab6f52,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1409&txtFormat=pdf&v=current,192dbe62-9bcc-49b0-9ad9-35c81f0e9202
6bf5f26f-c89f-4723-b3df-b3b05fdd1c88,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1409&txtFormat=html,192dbe62-9bcc-49b0-9ad9-35c81f0e9202
59356c70-e7bb-4079-9a02-e26cf873687f,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1396&txtFormat=pdf&v=current,b7c22104-3ffd-4558-8090-7d9a55128e96
10f17f3d-7b2c-4565-bc8f-4bba9981fdde,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1396&txtFormat=html,b7c22104-3ffd-4558-8090-7d9a55128e96
35556a03-7dc0-41cf-a0f7-75fca7de74f3,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1708&txtFormat=pdf&v=current,34a61e85-a088-4acf-a2b5-2fc346802135
b1a8cee0-1c72-4de3-a6f1-5a5a9cb83c95,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1112&txtFormat=pdf&v=current,32bd3d19-ac77-4adb-a8a7-3e29a4cfcec8
cd223e57-498c-446a-a96d-f6f60b1ddc63,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1112&txtFormat=html,32bd3d19-ac77-4adb-a8a7-3e29a4cfcec8
63c52dbf-a0a0-4590-aae8-b062086b03be,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1708&txtFormat=html,34a61e85-a088-4acf-a2b5-2fc346802135
cbfc5258-e062-439b-94d8-030560669983,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-1564s&txtFormat=amend,7916c1bb-b44f-4e1e-a479-6c2c12402ab9
1d63196d-95c5-4419-9914-5b0f1c7e6f99,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1499&txtFormat=pdf&v=current,2bb5970e-ba52-45d2-a654-6be950dff1dc
a24beec8-939d-4bce-8e3f-aa8dad1a7400,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1499&txtFormat=html,2bb5970e-ba52-45d2-a654-6be950dff1dc
10ce643a-362f-4028-b6ad-8c2ec4f56e2b,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1206&txtFormat=pdf&v=current,6fb796ba-6006-4cc1-b9c9-946c3065e784
1c24104e-a288-441f-8709-c1f673b6a5f9,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1206&txtFormat=html,6fb796ba-6006-4cc1-b9c9-946c3065e784
bb1debff-8e74-423f-84bc-0f1f6ca93905,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-0894h&txtFormat=amend,5f6ef70a-9447-4d68-9661-066f130eae89
cd9ae661-9321-4485-9218-57944fc91ee8,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1278&txtFormat=pdf&v=current,d728e639-fcf2-4aed-af78-3eb60a082567
caabd33f-b98a-4f87-846c-11157014d598,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1278&txtFormat=html,d728e639-fcf2-4aed-af78-3eb60a082567
a45f2321-752e-4dcb-a791-aa221b41fec1,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-2322e&txtFormat=amend,82035365-38ee-4332-afcd-e72b7b0a6b4d
3b599342-3ed4-45e4-87f8-5bec3a310a32,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1453&txtFormat=pdf&v=current,c2197dd2-d2ac-459c-8db5-7bf74deb10fe
5fb209dd-6944-40cf-8c42-f1624230dd37,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1453&txtFormat=html,c2197dd2-d2ac-459c-8db5-7bf74deb10fe
4f458296-0842-4a2a-b2cc-67c1a4f2c48b,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1843&txtFormat=pdf&v=current,85fd1a97-61da-4521-9e86-e98d9186ba98
e8e46b39-4c8b-4ef5-a821-8d51f60e1280,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2024-0506h&txtFormat=amend,c95aa7f7-aeab-4b1f-a53b-103bcd8288b9
68b0fbf6-20a5-487d-8636-7b5c1bdb09e5,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1851&txtFormat=pdf&v=current,af51c2ae-36d8-4e0f-a913-3cd7c19ee603
39be4a73-0a14-42b8-b28a-5fd3910d54bd,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1851&txtFormat=html,af51c2ae-36d8-4e0f-a913-3cd7c19ee603
f7fd7e72-00a4-421c-a38c-c3736bf79f03,application/pdf,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2032&txtFormat=pdf&v=current,1d41eefe-8b0b-4d9c-a05b-62e1a549e8a5
7cd3d99f-9150-4c67-8e11-b08e168af875,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=2032&txtFormat=html,1d41eefe-8b0b-4d9c-a05b-62e1a549e8a5
e56b8746-d2d1-41a4-b7af-275f86037341,text/html,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2024&id=1843&txtFormat=html,85fd1a97-61da-4521-9e86-e98d9186ba98
