id,note,url,vote_event_id
7cc20d03-939e-4091-8085-f66e4006f5da,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/8341f6f8-7e0b-4753-95f0-58f4810d47fa
4a1ef9e1-a73a-43b7-9bda-ba6db6695531,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/0fa1bf5b-6084-4315-8f4f-2db76e0d9035
46a1897f-25e5-4ca2-b68a-ba115f87a146,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/331994dd-a4dc-4074-ae06-96c48096c351
a02f6ad1-24a7-46b5-8623-ef7e2682aa17,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/0405235f-6f0b-4064-a815-6a1f2d1b2b56
3e5c64e3-41e1-4fdf-aa49-b5e36656113c,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/d081d40f-ee78-4a6b-8f7a-6be1c5abab53
78107260-fa50-40ee-ade6-50374cc2cc06,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/f2a52699-a401-4d86-b4f4-a4280c95ad5e
ab851897-828d-44d1-a16e-ef5fbbe753e0,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/6c76d89a-4e30-42bb-b175-bbe127f3d771
ccf180de-f7e3-48cc-a04e-642518fa60e2,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/89e2c47d-fe88-46ff-abbf-64f85efd5b51
a96b80af-df74-4ca2-95c7-b05ba6db3ea5,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/7a30cdf3-d917-4d98-99b0-23d821eb427c
30983329-96b9-4034-82d7-0ce9b657f773,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/905c3584-16ed-46ec-aca5-e3fd0c4aded1
f7835e46-6faf-423e-bf8c-4de532e8e92c,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/792e8d40-7dc0-4bfb-b0bd-4adf95701622
39d88175-037a-417e-ac22-986dd4cced2d,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/3a5af5d8-cb04-4ca3-a22c-75c71355712b
d8ca94f5-57b1-4e25-9d25-72acecedef3b,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/561bec6b-cd21-48f6-be76-43ccbe0da3b8
ab3bd3e7-fbf2-4479-9fa2-49dad7092eb4,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/bf0411a3-7c6f-4b12-b714-54e81f086345
a1c70238-e9b7-4b84-a7ae-dd003227f17d,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/fdc5576b-e824-4d00-a680-73290781a896
f5bfe47b-37d3-4a9c-a7bf-ab6997b77ac2,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/a6b66070-8749-4c22-a933-50b2f8f90af5
9ab9c6e8-6a14-4b7b-a428-f4e1b0e59e6c,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/b049397f-571c-44ea-8c97-fe802f64e2a6
89700840-ee5b-42d2-bfcf-fedd88d5e1e1,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/2b312e2e-173d-4dae-90db-b5252533b832
668db9be-06ba-4a6b-9878-d69725651f70,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/0bb481d1-259a-40a9-b79b-421d20c9fa72
c98e40ad-fef7-44cb-8996-252fd3271b67,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/bbe3f104-30e3-474d-9869-389bac609092
bd39fc2a-e037-4ba1-867c-94c5229fcd7b,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/ac0d4d44-0d42-40a7-84c7-7bb9265e8bee
48e71d76-680b-49c2-b6d4-40971c9f0baf,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/26f384d7-098d-4c7a-bb84-addae6af8534
6b398ec5-8322-42fe-beca-0b102deac9c6,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/a4a9706c-f088-447d-bdba-1781c9cf0ea5
b1c6f67f-2b87-4f1a-a218-42965c9826c4,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/7a7ec5b6-541d-4e21-8c5b-8bc1ed5c41fc
7f4b894d-6ec1-4388-afa6-7a7fa36a7590,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/2b6ee6b8-3d85-448d-b9f9-885bed032ceb
9a795380-4536-4e52-b2ad-c5ed3e4adaa3,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/5984bc0a-add4-4643-a705-2d048e610eb6
2d41397d-77b9-4bfc-b762-3849e58ea471,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/338fe2a4-fb7b-47e0-8cd6-eb454c3d1e2f
1b8db38a-b34f-40fc-b1d0-fa42f40b40ad,,https://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2024131308081734076823,ocd-vote/c5b484c1-684d-40c6-9c16-4444b9ad1ad4
