id,media_type,url,document_id
5aa2ae2a-9d45-4366-b09d-2cbb00c6d5aa,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1849s.html,930fec1d-27d3-4413-b9c3-3b78ed21b626
bd7ff0b5-cd96-4c3c-9ba1-558e9d66f425,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1623s.html,fe7fb990-ac1e-4abe-b430-12babf61e473
08ce377f-98e7-4a3f-bd1d-be69f627b7c4,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1646s.html,d773dda1-2955-4f1c-a80e-575d1b61559f
8c8cf2ea-30c3-4a0a-8ca4-f2b8ac056ecc,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1834s.html,3be63d80-71e8-428f-97b7-79905eeaca33
9516c5fb-7a32-43b6-9dbe-c9d6c64810d2,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1012s.html,d3e8cb34-30ac-47de-8b92-a77bafff36db
42b0dd54-c956-46d7-9f75-b89bbe167c1a,,https://www.gencourt.state.nh.us/legislation/amendments/2024-0965s.html,51bf14c5-e03d-433e-a6c6-9cf8baeecf07
1eb81e35-5091-4143-8242-5009b8137118,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1420s.html,4d883ddc-9d1a-492c-8443-d739a2257351
6c68e8fc-cdb9-4293-8529-b8e98c1290cf,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1691s.html,2e59835c-8736-4f44-9eae-71d2495475ee
0b268ed4-dcff-45b8-8b21-beb2380467b2,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1114s.html,78c9281b-7c7a-49a4-be88-a48b943ab2da
3cd8fab2-f030-4907-a054-ac5886c63cbb,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1738s.html,a9757ddd-8d23-4fbc-a512-583eae8f1fe1
e365b635-bd09-4bc5-ae21-37d67e89e130,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1036s.html,b9e522ca-e001-4c87-9700-0d6e30035adf
9700ac57-a6e9-4e21-a3ca-e1e99359fb34,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1470s.html,0252eb7c-b235-4f03-b798-14c26970935e
14ebbf7d-2f5c-4354-bc50-41e766c96c17,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1703s.html,a1746911-4d7b-403e-9a5b-924db77c466a
0dac3976-16e9-440c-b094-9637a0a545c3,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1823s.html,1c6e95bb-9b0c-46dc-8acd-ac2b5ceb7d84
ef6f934f-e553-40c6-a6e5-5b84c95c12dc,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1719s.html,21f50758-06cd-4738-9e25-394a63d859dc
5a33d7d7-331b-4f64-bd3f-04f97489f321,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1116s.html,5d7db2ab-3340-48e9-97a7-e4cb4afe5c73
69e61863-933a-49f2-8436-3a28b022639b,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1422s.html,047c47dd-6c4a-4669-8087-4d20336eea1c
f0dc758c-5bc5-4403-b7eb-6f8e1944846f,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1851s.html,51373755-a48a-432b-9b57-68f7b2bf1285
ab4237fc-eed7-4da6-ae9c-22c4265bacc2,,https://www.gencourt.state.nh.us/legislation/amendments/2024-0994s.html,272bc941-2b79-45e0-868c-8f03f4c4fe24
b89a47eb-c137-4f41-914d-e6b001c27063,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1724s.html,92d06b23-0c6a-4b31-89ca-10897f8b8ef7
5d5f83e8-ab83-46a0-8451-b919d7ccccc1,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1848s.html,a509968d-3505-4110-92e0-60a6b6ef9db9
22d06401-7e2d-47d4-a38f-79a17d937afa,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1726s.html,7dba04d9-98be-4113-a8ab-9cbb9c6b355e
28f25d11-abc8-429c-9de0-c4784619dcab,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1538s.html,d25b3aba-092a-4ad5-91f8-0406ec2acb36
d91d55f4-3895-4900-8404-76e5849618f4,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1544s.html,946452d3-b0ca-4765-9390-472fe67c26fb
27f72106-fcf0-4b3f-ac29-5f29fbab3810,,https://www.gencourt.state.nh.us/legislation/amendments/2024-1809s.html,9568453b-84c7-458e-9589-e0c3d00a626c
