id,vote_event_id,option,value
205850e0-311b-402e-aef5-7c3051da2f8f,ocd-vote/bf0411a3-7c6f-4b12-b714-54e81f086345,other,34
9e7fcc35-5174-43f5-8440-b2bcf8569e4e,ocd-vote/bf0411a3-7c6f-4b12-b714-54e81f086345,no,144
8c5f95aa-3641-49fa-ba32-df06a85cbd5b,ocd-vote/bf0411a3-7c6f-4b12-b714-54e81f086345,yes,217
49f9febe-a8a8-4e70-a609-23da31d7407a,ocd-vote/fdc5576b-e824-4d00-a680-73290781a896,other,1
623cfc64-8271-4859-b4a2-ec6ffa7cfe2f,ocd-vote/fdc5576b-e824-4d00-a680-73290781a896,no,9
8c34be84-41f9-4810-94d7-f4a5ab985164,ocd-vote/fdc5576b-e824-4d00-a680-73290781a896,yes,14
1b1c0d19-77aa-4a82-b7c7-ca6d152291cf,ocd-vote/a6b66070-8749-4c22-a933-50b2f8f90af5,no,10
c5e6d970-b837-4a51-905b-318f0d88c450,ocd-vote/a6b66070-8749-4c22-a933-50b2f8f90af5,yes,14
0a798da2-1569-43ee-a1c7-5a09a0dcdcd1,ocd-vote/b049397f-571c-44ea-8c97-fe802f64e2a6,other,33
b251680c-ae0e-4ade-9e68-2e6014748ea7,ocd-vote/b049397f-571c-44ea-8c97-fe802f64e2a6,no,80
6f08b73a-f379-464c-9098-37d8e4bc7e6b,ocd-vote/b049397f-571c-44ea-8c97-fe802f64e2a6,yes,283
35b2ae2d-9c39-4e9e-891c-55e5347c35ff,ocd-vote/2b312e2e-173d-4dae-90db-b5252533b832,no,14
33cdc88b-b69a-4d56-8c59-2492bcd73866,ocd-vote/2b312e2e-173d-4dae-90db-b5252533b832,yes,10
dfe8e9fb-c5ee-476b-8517-cf44072d94ed,ocd-vote/0bb481d1-259a-40a9-b79b-421d20c9fa72,other,1
5145a4bf-a12d-44dd-9c93-9818d2e19199,ocd-vote/0bb481d1-259a-40a9-b79b-421d20c9fa72,no,11
7a704cd7-5cad-4d0f-bb29-4627dc732379,ocd-vote/0bb481d1-259a-40a9-b79b-421d20c9fa72,yes,12
85d58475-f833-4ef1-98f0-0ad19b6138d0,ocd-vote/bbe3f104-30e3-474d-9869-389bac609092,other,19
9df0a535-eda9-48dc-ae76-30b24c4ef41c,ocd-vote/bbe3f104-30e3-474d-9869-389bac609092,no,181
195a61ec-c997-40f8-a1fb-3f25bd2472d4,ocd-vote/bbe3f104-30e3-474d-9869-389bac609092,yes,192
24e2e00e-d936-4973-abc0-8460ccf51ad4,ocd-vote/ac0d4d44-0d42-40a7-84c7-7bb9265e8bee,other,25
1ef3d711-8e2a-4f24-bb74-df5a3330e583,ocd-vote/ac0d4d44-0d42-40a7-84c7-7bb9265e8bee,no,187
1d8330d9-34f9-44e7-adab-3624b5409c50,ocd-vote/ac0d4d44-0d42-40a7-84c7-7bb9265e8bee,yes,183
adf0a3ca-f949-49d2-9061-7ed291c8c023,ocd-vote/26f384d7-098d-4c7a-bb84-addae6af8534,no,10
eeb9d7d2-df9c-479a-8366-c73f8076e878,ocd-vote/26f384d7-098d-4c7a-bb84-addae6af8534,yes,14
1ca3b497-5d5a-406f-a4e6-3ad935782f15,ocd-vote/a4a9706c-f088-447d-bdba-1781c9cf0ea5,no,0
80eda71a-dcd4-4968-89b5-f3fd27e12712,ocd-vote/a4a9706c-f088-447d-bdba-1781c9cf0ea5,yes,24
24fa65db-03ea-4537-a51a-74d239d0e296,ocd-vote/7a7ec5b6-541d-4e21-8c5b-8bc1ed5c41fc,other,30
2d337d5d-cb36-4747-bb3f-cde3c89ed423,ocd-vote/7a7ec5b6-541d-4e21-8c5b-8bc1ed5c41fc,no,3
4ceed7d5-0c83-4912-b713-2c91bae4f5af,ocd-vote/7a7ec5b6-541d-4e21-8c5b-8bc1ed5c41fc,yes,360
c8595298-ae9b-4273-a77e-9d8256e62846,ocd-vote/2b6ee6b8-3d85-448d-b9f9-885bed032ceb,other,45
48673dae-0cbe-48a4-b0cd-a1c73b092907,ocd-vote/2b6ee6b8-3d85-448d-b9f9-885bed032ceb,no,180
391daab8-e78b-44e8-9235-5bb21a7fb04e,ocd-vote/2b6ee6b8-3d85-448d-b9f9-885bed032ceb,yes,165
b3dbbf5b-47c6-4409-9e02-c320d1854c0c,ocd-vote/5984bc0a-add4-4643-a705-2d048e610eb6,other,19
967e84e7-f22a-460e-aedf-535224747a03,ocd-vote/5984bc0a-add4-4643-a705-2d048e610eb6,no,184
cc555d24-b3b4-4cb8-9e32-5ef39639c914,ocd-vote/5984bc0a-add4-4643-a705-2d048e610eb6,yes,193
5fcf21b6-f450-4042-93fa-3a27253e92db,ocd-vote/338fe2a4-fb7b-47e0-8cd6-eb454c3d1e2f,no,11
1f07a7a7-0fdf-4caf-a31f-4a41f5f891f7,ocd-vote/338fe2a4-fb7b-47e0-8cd6-eb454c3d1e2f,yes,13
a9d48b50-4c22-451f-b6f1-a5c97eb466f9,ocd-vote/c5b484c1-684d-40c6-9c16-4444b9ad1ad4,no,10
5edaa8a0-90b4-4551-9e46-dffff452e10c,ocd-vote/c5b484c1-684d-40c6-9c16-4444b9ad1ad4,yes,14
fd60ab88-68b7-4bb4-b033-404970a4bab5,ocd-vote/4bef4718-8fed-4c0a-870e-64ee2ae7fafe,other,20
2f0804eb-071c-4481-9f90-d882e90ab6fb,ocd-vote/4bef4718-8fed-4c0a-870e-64ee2ae7fafe,no,161
3a2b914f-8354-46dd-aa1c-dc8ae6dcf664,ocd-vote/4bef4718-8fed-4c0a-870e-64ee2ae7fafe,yes,212
0dda4ea3-3f1f-4fee-b3f1-100a461de62d,ocd-vote/d066fb23-b058-4d78-b42d-e45ba88697d5,other,17
fd7c0be9-3d88-4564-8b9a-28cd77562e42,ocd-vote/d066fb23-b058-4d78-b42d-e45ba88697d5,no,53
3d105229-38e5-4208-94cc-4c6656a1f2ac,ocd-vote/d066fb23-b058-4d78-b42d-e45ba88697d5,yes,324
034d37f2-ee58-46c2-8778-d47873e6f8dd,ocd-vote/81d1b743-a8e2-4e19-bf02-adb8c164d7b5,other,1
39148bdc-a7bd-497f-876c-1fada308dbbd,ocd-vote/81d1b743-a8e2-4e19-bf02-adb8c164d7b5,no,9
b41b82b3-d450-469b-8d43-9f59ec18ee4f,ocd-vote/81d1b743-a8e2-4e19-bf02-adb8c164d7b5,yes,14
67b3b3a2-0e5e-4631-b845-d42d07925a8b,ocd-vote/49fdbf8e-d95e-4a9e-947a-727e465b8624,other,20
189a6e82-838c-4eb9-a724-a66126798888,ocd-vote/49fdbf8e-d95e-4a9e-947a-727e465b8624,no,179
97be4837-a894-4d4a-85a3-79c190a39887,ocd-vote/49fdbf8e-d95e-4a9e-947a-727e465b8624,yes,194
52c625f6-fbcf-4e18-b502-c4373ae6824b,ocd-vote/93743e7a-70e4-43f4-95b8-a39fdd8cdc9b,no,7
ffb48126-3e3a-49dc-94d5-d8fac50bfd44,ocd-vote/93743e7a-70e4-43f4-95b8-a39fdd8cdc9b,yes,17
77ec6c30-2db8-4153-aa4a-10f0233620f6,ocd-vote/907a17e5-bf76-41e6-a829-923d273572de,other,20
e37d46e5-8efa-4f98-badd-208e03fdbf78,ocd-vote/907a17e5-bf76-41e6-a829-923d273572de,no,185
7fe3f693-f247-4480-98ef-c093887b3a8e,ocd-vote/907a17e5-bf76-41e6-a829-923d273572de,yes,188
c98a20a2-4fbc-43aa-9d56-300b3887a413,ocd-vote/fe7fbc91-a0ae-4bf9-a205-691c0d791e6f,no,6
6d2e4964-9b79-482f-88ca-0ea3ad4a3236,ocd-vote/fe7fbc91-a0ae-4bf9-a205-691c0d791e6f,yes,18
cb50ee1c-4c7e-4fb4-95b2-afc660055a89,ocd-vote/36807b5f-f9a0-427e-953a-a84d4c466a3c,no,10
3d6503ed-968a-47bb-b10f-b72744223b9f,ocd-vote/36807b5f-f9a0-427e-953a-a84d4c466a3c,yes,14
bc326943-18ba-442e-8164-a85f2603c5fe,ocd-vote/1fbd5ba2-0219-4aba-bfba-67fbc12842f0,other,34
598075da-3648-4e00-954a-a3efda7318af,ocd-vote/1fbd5ba2-0219-4aba-bfba-67fbc12842f0,no,186
a078d461-cd0e-4af0-8b45-04a9248a5a44,ocd-vote/1fbd5ba2-0219-4aba-bfba-67fbc12842f0,yes,174
5ca0ef55-c068-4707-a2ef-0cf3743f254a,ocd-vote/58bb84cb-3053-4f5f-9009-7aa96d27280c,other,23
1f8252bd-590c-47f8-8667-139a5d853e12,ocd-vote/58bb84cb-3053-4f5f-9009-7aa96d27280c,no,181
2dad77da-3d57-4686-8e19-6426b89059ce,ocd-vote/58bb84cb-3053-4f5f-9009-7aa96d27280c,yes,191
d531e364-7041-435f-81a5-8ad36a5e0e13,ocd-vote/18a0c01f-28cd-4363-9f76-b65855f0d84f,other,30
b656f0aa-67e4-4491-a964-de0dd87f054d,ocd-vote/18a0c01f-28cd-4363-9f76-b65855f0d84f,no,181
735b755a-894d-4e4a-a2fa-19055e45c1e8,ocd-vote/18a0c01f-28cd-4363-9f76-b65855f0d84f,yes,183
f58104fb-b7fe-4027-a11a-3e41d1dbd23f,ocd-vote/c5c04ed7-bc11-4ab5-bbbe-4e1ddd36edaa,other,27
24ba4958-82f9-4c40-8231-ca9b3d9f7c99,ocd-vote/c5c04ed7-bc11-4ab5-bbbe-4e1ddd36edaa,no,185
3b346a17-b6fd-42bb-b544-90c64746a8ac,ocd-vote/c5c04ed7-bc11-4ab5-bbbe-4e1ddd36edaa,yes,183
331c37d7-8edb-4f7c-ab6a-a982894203ae,ocd-vote/0c35aeeb-7244-44eb-ba7e-64461c6ea869,other,29
1f277bac-306c-4b11-98de-6e0ca65a43ea,ocd-vote/0c35aeeb-7244-44eb-ba7e-64461c6ea869,no,171
f44f224b-6fbb-4020-b247-cfc80ab669c5,ocd-vote/0c35aeeb-7244-44eb-ba7e-64461c6ea869,yes,195
0a5d2022-b534-4fc4-bd6c-af6e6f998a9a,ocd-vote/cf1a95fd-cafe-4c82-bb59-f48b16c4e2c5,other,30
93191af6-be4f-4da8-9179-077fd196747f,ocd-vote/cf1a95fd-cafe-4c82-bb59-f48b16c4e2c5,no,173
94bf0503-f56a-42f3-b735-d6c1699a23e6,ocd-vote/cf1a95fd-cafe-4c82-bb59-f48b16c4e2c5,yes,191
a5a51494-c024-4ad5-9364-b7f4aed427a8,ocd-vote/a360ea8d-36f5-497c-8952-fb478733ba08,no,12
63837440-cfce-4d38-8d94-63260378a333,ocd-vote/a360ea8d-36f5-497c-8952-fb478733ba08,yes,12
364764ca-d501-4b39-93b9-382fc89c636e,ocd-vote/a52e4498-4821-4a1c-a5c9-98a9e3bbf396,other,15
5a911ed3-927e-408e-b7a2-06ce9119d4bd,ocd-vote/a52e4498-4821-4a1c-a5c9-98a9e3bbf396,no,216
fccfe8db-5831-4e4d-9fbb-d6a6532d0e41,ocd-vote/a52e4498-4821-4a1c-a5c9-98a9e3bbf396,yes,165
37f3a44e-7b3e-4e9e-89ed-045af8555cd6,ocd-vote/2f0a9109-7037-4b0b-bcc9-c8f058fe4007,other,18
ad5bf8a9-f504-4f9c-a5e8-d4b6dc39cf41,ocd-vote/2f0a9109-7037-4b0b-bcc9-c8f058fe4007,no,189
3bb60870-9362-4976-8f8b-ae373e55992c,ocd-vote/2f0a9109-7037-4b0b-bcc9-c8f058fe4007,yes,186
bdd1cef2-aa7e-4447-a295-3a13ea5e4d12,ocd-vote/7b053c79-6634-4fa1-bf0c-c55a29d89d46,other,1
85e86240-276b-419c-9de7-9ae186bfe52d,ocd-vote/7b053c79-6634-4fa1-bf0c-c55a29d89d46,no,15
ad5456eb-9ce6-4726-9171-e1093a1df513,ocd-vote/7b053c79-6634-4fa1-bf0c-c55a29d89d46,yes,8
464dbec2-6b97-4fa6-9c7c-f43bb9fca2b9,ocd-vote/97a732a7-5412-41c8-8a97-c2d7a653a942,no,0
c1abd193-1a4a-41f0-805d-17f5ef0af532,ocd-vote/97a732a7-5412-41c8-8a97-c2d7a653a942,yes,24
37da7a34-2f24-4e71-9603-9cb9e9cb1764,ocd-vote/3c66b5ce-33bb-4a85-997a-45887e0b55cc,no,10
f5669199-8b35-436a-8656-984ed647671c,ocd-vote/3c66b5ce-33bb-4a85-997a-45887e0b55cc,yes,14
453a10f5-d5fd-4964-8089-0e5b66f189a3,ocd-vote/cf7f1961-7beb-4d09-9ecd-74d566783227,other,1
bea2f22e-b2a2-4a87-956e-2ea38f9c4db0,ocd-vote/cf7f1961-7beb-4d09-9ecd-74d566783227,no,9
67cb64a6-8f90-446a-b5e0-41b322d6bb7e,ocd-vote/cf7f1961-7beb-4d09-9ecd-74d566783227,yes,14
8472e2f1-68f9-4e2c-a6f6-b2b4bf954010,ocd-vote/12bd802e-8c36-4f31-a21c-c9ac7a944e0a,other,33
9802aeda-d5ed-46e2-9383-a61d539ee0aa,ocd-vote/12bd802e-8c36-4f31-a21c-c9ac7a944e0a,no,185
cd63ff94-dd20-446e-a263-fdda93b905e0,ocd-vote/12bd802e-8c36-4f31-a21c-c9ac7a944e0a,yes,176
f68a640a-6ea0-4f06-95b3-2ac6cdcb392a,ocd-vote/da1a2ddf-1d6f-43df-b343-5261ace68d08,other,1
85374cf6-a253-443e-b18b-f709091da7d2,ocd-vote/da1a2ddf-1d6f-43df-b343-5261ace68d08,no,0
2cd36b99-97b1-4e3b-a347-943ac3d3cf46,ocd-vote/da1a2ddf-1d6f-43df-b343-5261ace68d08,yes,23
82c6a6da-6937-4751-b769-71bf482768c0,ocd-vote/e057773d-20c0-4b82-a4ed-3753f01d88a1,other,35
2b5a9923-653a-413e-aa48-49d4c07f2e37,ocd-vote/e057773d-20c0-4b82-a4ed-3753f01d88a1,no,163
e8903079-00ff-4f97-b023-a3218ea205bc,ocd-vote/e057773d-20c0-4b82-a4ed-3753f01d88a1,yes,196
69284742-010a-4a2f-a8f4-a276dd9edd1a,ocd-vote/2d6f659b-cee9-4daf-b6c0-22ce34c86a33,no,10
d6b0b717-5c58-4600-84ca-5ad4db0c4e2f,ocd-vote/2d6f659b-cee9-4daf-b6c0-22ce34c86a33,yes,14
c5a13246-f2e9-4aa2-9688-d39e6b5d29af,ocd-vote/5b7be199-47e1-4c04-9a15-0d5e76ad4dd5,no,10
5cf8b289-7a47-4c2a-9ae5-1ff0c2039b08,ocd-vote/5b7be199-47e1-4c04-9a15-0d5e76ad4dd5,yes,14
9327c3de-52ce-47c9-b7f1-68b1cddea53c,ocd-vote/fc9a7572-0fb5-43c3-aaa5-7041d657e089,other,24
5390e45e-656d-453b-8229-e625943091e9,ocd-vote/fc9a7572-0fb5-43c3-aaa5-7041d657e089,no,179
5094e97a-4431-41c2-9020-666f1530160c,ocd-vote/fc9a7572-0fb5-43c3-aaa5-7041d657e089,yes,193
8226d079-1366-45e1-968d-7d79faacad6b,ocd-vote/38caf2b5-f5fb-4fa4-b8aa-a1c89e41e9bc,other,1
31e492f4-8901-4e4f-929e-19c21a98093a,ocd-vote/38caf2b5-f5fb-4fa4-b8aa-a1c89e41e9bc,no,1
d831efe2-384d-4d0c-a930-efaaa955d82a,ocd-vote/38caf2b5-f5fb-4fa4-b8aa-a1c89e41e9bc,yes,22
2d198df9-460e-4fee-b9ee-1737c865c675,ocd-vote/032035af-3bbf-4320-8ea5-c4e6b174e658,other,44
0e08edec-7d85-41ce-acba-330bbbd3503b,ocd-vote/032035af-3bbf-4320-8ea5-c4e6b174e658,no,174
69caf794-1e6c-4cb8-bc09-870fdde36ae2,ocd-vote/032035af-3bbf-4320-8ea5-c4e6b174e658,yes,176
7fae0b65-6d0e-4cb0-8899-8e2d115b2bdc,ocd-vote/b0c9bf6b-7105-490e-a311-3b60117fe3a8,no,10
ba37cdaf-193d-4b6d-948a-77963560c31c,ocd-vote/b0c9bf6b-7105-490e-a311-3b60117fe3a8,yes,14
fc204756-eda5-4a11-ac75-be8f3e160dc0,ocd-vote/925c4efa-5da4-4969-9c6c-3247d80ed914,other,52
2435004f-2e4c-40f8-9ee9-6b96a975beb4,ocd-vote/925c4efa-5da4-4969-9c6c-3247d80ed914,no,169
508a4bc5-b9ea-4fb7-9dc7-c521241baae8,ocd-vote/925c4efa-5da4-4969-9c6c-3247d80ed914,yes,173
1ab5b6e1-2b20-4291-b6d2-f3d9a6176cd7,ocd-vote/d1a6586d-2a87-4717-b121-818429eca364,other,24
a6b0f9c2-ed9d-479a-b925-abca8e4957ed,ocd-vote/d1a6586d-2a87-4717-b121-818429eca364,no,192
b4931e12-c0f7-477c-9fe0-3b5814053b7d,ocd-vote/d1a6586d-2a87-4717-b121-818429eca364,yes,179
76b5ff53-cda5-4f22-aabb-b76086ec1a5b,ocd-vote/23022a17-f15d-4f5f-8d89-738a6e0e2c6e,other,17
38edf071-da18-46dc-b68e-ee8dc8a98ec0,ocd-vote/23022a17-f15d-4f5f-8d89-738a6e0e2c6e,no,128
8a593209-1e3b-4469-944d-8e2ddb2aa34e,ocd-vote/23022a17-f15d-4f5f-8d89-738a6e0e2c6e,yes,248
d541080d-ee1a-47ad-875a-3bd65a492fa8,ocd-vote/714d8cbf-d4ac-4b57-80ff-c2e5e4bf42c9,other,29
fc24fc2c-ae18-4f09-aa02-f8ab38d68e75,ocd-vote/714d8cbf-d4ac-4b57-80ff-c2e5e4bf42c9,no,176
eac4c9dc-dcb7-4961-aa43-65f9069c539a,ocd-vote/714d8cbf-d4ac-4b57-80ff-c2e5e4bf42c9,yes,190
68fb513f-02ef-4f0b-9e7f-1bd45e0594cc,ocd-vote/2874388d-4e91-45bc-885a-5f4b7d050ab6,no,10
405bf28f-112f-4908-a684-731c4be55725,ocd-vote/2874388d-4e91-45bc-885a-5f4b7d050ab6,yes,14
0b8c23fb-2abd-47f5-934a-5d0ac115076a,ocd-vote/99f360ca-d1a2-4588-814e-e43ea0e3f863,other,49
ebdd600c-3df1-43bf-8d49-518a2a8bf010,ocd-vote/99f360ca-d1a2-4588-814e-e43ea0e3f863,no,164
7f45182d-2f21-4724-a121-d49e242de3e1,ocd-vote/99f360ca-d1a2-4588-814e-e43ea0e3f863,yes,181
026d0aa7-46c1-49bc-ab57-6a315849f903,ocd-vote/9af6fd32-fb99-43cb-8cba-daf0d180c6b2,no,10
3a8ede95-6886-447e-8bbf-6a627671e8a6,ocd-vote/9af6fd32-fb99-43cb-8cba-daf0d180c6b2,yes,14
f3579240-baa4-4414-8bd7-30a54b7714b0,ocd-vote/897f20e6-3996-49ec-ab0d-d27d24c4fdfb,other,50
6b8d5e93-5b60-465a-9d0e-8a12d015d25f,ocd-vote/897f20e6-3996-49ec-ab0d-d27d24c4fdfb,no,169
f73523d3-1335-4336-8477-65ff8c8a9816,ocd-vote/897f20e6-3996-49ec-ab0d-d27d24c4fdfb,yes,175
39276f69-5f0c-4332-b077-b46a6fd29487,ocd-vote/8a7a3413-fef4-45d3-bdf8-6fe1d9c59c3e,other,33
f2adce2a-efec-4648-90ec-7023690b5509,ocd-vote/8a7a3413-fef4-45d3-bdf8-6fe1d9c59c3e,no,183
52410235-dc72-43cc-9d11-26d36c8ad097,ocd-vote/8a7a3413-fef4-45d3-bdf8-6fe1d9c59c3e,yes,177
e169a567-99f3-4ca8-80d2-180a7c8a6275,ocd-vote/0e862534-3665-42c3-965d-ab11f77f5574,other,28
333d30f7-87e1-4595-ac16-83386bb8b376,ocd-vote/0e862534-3665-42c3-965d-ab11f77f5574,no,124
3265eb1e-bbc0-446d-a68a-0baf4f7b6fa3,ocd-vote/0e862534-3665-42c3-965d-ab11f77f5574,yes,242
344ae16b-51fe-43b7-8b4b-ec1e4ff6a8f3,ocd-vote/7a65d94e-a658-4008-9474-c5661effa157,other,19
78bde092-83fc-424d-ada5-5b0c8fa18ea7,ocd-vote/7a65d94e-a658-4008-9474-c5661effa157,no,183
9fddb451-401f-40ad-a861-19fb0fefc0a4,ocd-vote/7a65d94e-a658-4008-9474-c5661effa157,yes,192
e870f494-3a13-4be1-a319-a06f6ce42b1a,ocd-vote/25573684-cb39-4c16-9a2b-986c049f4c42,other,24
822b96c6-9b89-4200-ad71-78b4aff8274b,ocd-vote/25573684-cb39-4c16-9a2b-986c049f4c42,no,181
89f043cc-3a98-4742-8917-21d1d3a9c971,ocd-vote/25573684-cb39-4c16-9a2b-986c049f4c42,yes,189
bff7260e-ef04-44d6-8954-f6c4230f41e6,ocd-vote/7be6907a-62d0-4d1f-b171-c85b85ff0203,other,20
f3966aa7-7f62-4a3b-bc22-970ce86dad46,ocd-vote/7be6907a-62d0-4d1f-b171-c85b85ff0203,no,183
75f2b50e-e095-456d-a0b7-cab1ad8302a3,ocd-vote/7be6907a-62d0-4d1f-b171-c85b85ff0203,yes,192
808e9f5a-f76f-45f8-9a60-2dedd059f983,ocd-vote/114519db-43b5-4b1a-81f6-ed3bae3ee7db,other,28
7f055283-8004-42e5-80ef-dd7ae2160150,ocd-vote/114519db-43b5-4b1a-81f6-ed3bae3ee7db,no,221
c7a99802-e4e2-44fa-9888-13db103ec058,ocd-vote/114519db-43b5-4b1a-81f6-ed3bae3ee7db,yes,145
f1f8e061-7100-4093-9e4d-6082509bfd4d,ocd-vote/a881fe22-44fa-4d6a-827f-309fc2afea68,other,21
abc441c0-cbef-4529-8a5f-f3e3866b6ad9,ocd-vote/a881fe22-44fa-4d6a-827f-309fc2afea68,no,191
e99c1e3a-4abb-4818-ad75-b7e103fbe1ad,ocd-vote/a881fe22-44fa-4d6a-827f-309fc2afea68,yes,184
cedd08c5-225e-4f61-a15e-95b93412d025,ocd-vote/f0d0bb58-afdc-4514-a26f-d3ce2e0a3cdd,other,32
0f643d83-668a-4127-9a59-0d208b10d632,ocd-vote/f0d0bb58-afdc-4514-a26f-d3ce2e0a3cdd,no,148
e8b1a3b2-ccb0-4961-9c97-5a4e3d8262cd,ocd-vote/f0d0bb58-afdc-4514-a26f-d3ce2e0a3cdd,yes,214
6e181974-2b53-4503-8014-f40d80a7572d,ocd-vote/201cfa01-de2f-4cb0-ab98-92fa66d74d03,other,20
6986f8e7-7fb1-4226-8870-7de881303ef8,ocd-vote/201cfa01-de2f-4cb0-ab98-92fa66d74d03,no,183
e890c656-c671-4a39-863f-cb09cd0ae181,ocd-vote/201cfa01-de2f-4cb0-ab98-92fa66d74d03,yes,191
b5b034c9-d67e-4c06-acd3-c540089fbfaa,ocd-vote/6e0def12-3194-4805-bf4a-316d4d1bff75,other,33
6ae5ab62-795e-4df6-a13c-d7403a79ffda,ocd-vote/6e0def12-3194-4805-bf4a-316d4d1bff75,no,165
2454ac70-a877-4d8c-a6de-ce49d9dae4d2,ocd-vote/6e0def12-3194-4805-bf4a-316d4d1bff75,yes,195
7ace8910-1e5c-41ac-96e2-fe53b450e703,ocd-vote/7ce03092-c0ee-4b91-ade5-69105efc5b2f,other,16
