id,bill_id,note,date,classification,extras
2621a284-3b75-4751-881b-c6c0630fc202,ocd-bill/4709d250-d041-49fd-8296-a16b3d842c16,amendment 2024-1716s,,,{}
74b5b460-8d06-415d-8ea4-1206b4f357e3,ocd-bill/e3865e55-48c1-43fe-b1bf-4f20b1c08eb5,amendment 2024-1112s,,,{}
179d94a5-73e2-4947-b677-1c0c49f92674,ocd-bill/1f2b204c-fa77-46cf-869d-8e3346d220b1,amendment 2024-1817s,,,{}
ce8622d2-2e1d-4352-a6fa-a2c8b61e5653,ocd-bill/545de3ff-8000-467d-b90f-b02b90fdd72a,amendment 2024-1619s,,,{}
bfedd91f-a8fd-4079-9b2f-322a4ddde6e1,ocd-bill/77e9f02e-bb7a-4e8b-bf0c-0d36c7f8a2c1,amendment 2024-1624s,,,{}
ad4acb70-ed05-4076-8342-72b08fe6253f,ocd-bill/d7b48ce9-1792-4c55-8f67-7c22cee3b30f,amendment 2024-1876s,,,{}
1eda0b63-5c44-41d7-b664-ee9c49a3e5e9,ocd-bill/d8acd3f8-8e1f-4376-8ad9-a8cdaadfeb0b,amendment 2024-1101s,,,{}
9b09f0a6-c217-4e4b-b594-fe1c27b22600,ocd-bill/6d39abce-c844-4000-beee-da8b1e2ced98,amendment 2024-1089s,,,{}
a80aaf4a-2708-4ae8-bc0d-0ed3f44513dd,ocd-bill/cef67f62-7f89-4aa8-ab0a-3a6cc0c0a4f2,amendment 2024-1608s,,,{}
75f09ce9-26c4-4fe8-9354-2376e8e7c4a7,ocd-bill/194de3ad-8aea-4708-ac19-3d7714f14546,amendment 2024-1874s,,,{}
0be58192-72a0-4562-853a-bddc156167f9,ocd-bill/170e618d-fc3b-405a-a68e-317382d4d1a8,amendment 2024-1614s,,,{}
ed6d9198-f5d1-457b-bb34-dc54c30ec3e6,ocd-bill/ad7f8bee-0048-4303-a6a5-3bdd60ade1bc,amendment 2024-1985s,,,{}
81ee0a92-2143-4008-9cdb-68812568fde7,ocd-bill/ad7f8bee-0048-4303-a6a5-3bdd60ade1bc,amendment 2024-1868s,,,{}
07615a06-e58f-453f-a05e-df62a25f325a,ocd-bill/8f0f49bc-3e5f-4e69-a754-6d6360e7f449,amendment 2024-2095s,,,{}
ee372b23-5c08-48a7-8a2b-cceb09042a7f,ocd-bill/ac65c684-d096-4233-b740-ee8910a520d6,amendment 2024-1618s,,,{}
151cad44-0051-4135-a911-fee0eb73aee3,ocd-bill/ac656fff-f45d-400e-a3c9-a205415fc268,amendment 2024-1821s,,,{}
840760c6-4d2b-414b-ae16-243015c7e259,ocd-bill/6e21d9b5-e4e8-4603-88f1-5744b2a3f141,amendment 2024-0974s,,,{}
41b6588d-3158-48a8-b6d3-b27963e39266,ocd-bill/e4d15cd9-2dc9-47a6-a876-4e92b4117567,amendment 2024-1870s,,,{}
930fec1d-27d3-4413-b9c3-3b78ed21b626,ocd-bill/55a86de8-52e8-4d8b-baa2-e28f0ae2056c,amendment 2024-1849s,,,{}
b9e522ca-e001-4c87-9700-0d6e30035adf,ocd-bill/282550de-3c64-4aae-9373-1f90bb3eefc0,amendment 2024-1036s,,,{}
fe7fb990-ac1e-4abe-b430-12babf61e473,ocd-bill/2b7f957f-e312-4ea3-a8f9-2b6e7283d2cb,amendment 2024-1623s,,,{}
d773dda1-2955-4f1c-a80e-575d1b61559f,ocd-bill/f1468ec1-e5d5-4311-a30c-31a822925c9c,amendment 2024-1646s,,,{}
51bf14c5-e03d-433e-a6c6-9cf8baeecf07,ocd-bill/a0cc73e9-ade3-4e1a-9259-ee09da2ffee7,amendment 2024-0965s,,,{}
3be63d80-71e8-428f-97b7-79905eeaca33,ocd-bill/9c41866d-d2bc-4c59-add4-c1802980066d,amendment 2024-1834s,,,{}
4d883ddc-9d1a-492c-8443-d739a2257351,ocd-bill/a7528f97-77b2-44f8-ac01-1b87fd55c8ed,amendment 2024-1420s,,,{}
d3e8cb34-30ac-47de-8b92-a77bafff36db,ocd-bill/4461e695-14ee-46a0-832d-61b83977b9c6,amendment 2024-1012s,,,{}
78c9281b-7c7a-49a4-be88-a48b943ab2da,ocd-bill/639549cf-8a5e-4142-884c-553325419ec4,amendment 2024-1114s,,,{}
2e59835c-8736-4f44-9eae-71d2495475ee,ocd-bill/aecf45f1-82e5-432f-b055-036e46062f33,amendment 2024-1691s,,,{}
0252eb7c-b235-4f03-b798-14c26970935e,ocd-bill/2bb8748e-2c57-408e-a5f8-6c14c03eacaf,amendment 2024-1470s,,,{}
a1746911-4d7b-403e-9a5b-924db77c466a,ocd-bill/95edb258-0b5e-43a1-9296-8c4ceabfc075,amendment 2024-1703s,,,{}
a9757ddd-8d23-4fbc-a512-583eae8f1fe1,ocd-bill/4273b4d4-ea6b-44b5-9171-d6174c1db43d,amendment 2024-1738s,,,{}
5d7db2ab-3340-48e9-97a7-e4cb4afe5c73,ocd-bill/0655f16f-29dc-4f32-b499-f469f451e953,amendment 2024-1116s,,,{}
21f50758-06cd-4738-9e25-394a63d859dc,ocd-bill/3290538a-c534-4e69-9245-90a2fd725379,amendment 2024-1719s,,,{}
7dba04d9-98be-4113-a8ab-9cbb9c6b355e,ocd-bill/81eccf0e-dd00-4000-877d-32e6ed970dbf,amendment 2024-1726s,,,{}
1c6e95bb-9b0c-46dc-8acd-ac2b5ceb7d84,ocd-bill/7b86dc49-4b2a-4bd4-86f8-82938da090ec,amendment 2024-1823s,,,{}
047c47dd-6c4a-4669-8087-4d20336eea1c,ocd-bill/d658b32b-8df8-4582-966f-9f6c11b5cba8,amendment 2024-1422s,,,{}
51373755-a48a-432b-9b57-68f7b2bf1285,ocd-bill/7b524016-a006-46aa-9700-72fd94ac26d8,amendment 2024-1851s,,,{}
272bc941-2b79-45e0-868c-8f03f4c4fe24,ocd-bill/5f88431a-4fa3-45ad-bb6e-dcebc350686b,amendment 2024-0994s,,,{}
92d06b23-0c6a-4b31-89ca-10897f8b8ef7,ocd-bill/b542254b-7dc3-4680-b511-93b745daaa8d,amendment 2024-1724s,,,{}
a509968d-3505-4110-92e0-60a6b6ef9db9,ocd-bill/0beb9b14-a86a-42ce-94fc-23bda7f27e4c,amendment 2024-1848s,,,{}
946452d3-b0ca-4765-9390-472fe67c26fb,ocd-bill/9f8ae535-165f-4df3-bbf2-b31a7c17bfce,amendment 2024-1544s,,,{}
d25b3aba-092a-4ad5-91f8-0406ec2acb36,ocd-bill/481ff2a5-8914-4119-a4e3-cd709ad4257d,amendment 2024-1538s,,,{}
9568453b-84c7-458e-9589-e0c3d00a626c,ocd-bill/f99c380a-83e5-4a49-9a2c-8d134c6e8ca7,amendment 2024-1809s,,,{}
