id,bill_id,organization_id,description,date,classification,order
b188333c-c682-4b95-ba30-f8f38b6d22c7,ocd-bill/67f0d8ed-2128-456d-bbe0-b2433cddf168,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Education  HJ 1  P. 23,2023-12-11,"['introduction', 'referral-committee']",0
03f13bbb-fb82-4212-b96f-ccd056631c7d,ocd-bill/791da588-5535-4cf1-b32a-602fb515aaeb,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Environment and Agriculture  HJ 1  P. 18,2023-12-06,"['introduction', 'referral-committee']",0
58ae7917-ba1b-4691-a18d-3ac2445737f5,ocd-bill/b01c596c-ac2c-47d1-a01c-3f343c4c1dd3,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Municipal and County Government  HJ 1  P. 20,2023-12-06,"['introduction', 'referral-committee']",0
9ddf32e5-7212-497b-9bec-4a53243ebad7,ocd-bill/c1eadac8-c4dc-4e5c-af95-4e25e3497d69,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Health, Human Services and Elderly Affairs  HJ 1  P. 26",2023-12-15,"['introduction', 'referral-committee']",0
e30dfb9d-6e83-49e3-91e3-0c2cb2372d90,ocd-bill/ac2004c2-8792-4264-86d4-ba5d167042a1,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Commerce and Consumer Affairs  HJ 3  P. 9,2023-01-09,"['introduction', 'referral-committee']",0
c48a7f41-917e-4b8f-b001-17f1c80a61dd,ocd-bill/b1b9bba3-77da-4022-960a-91a03b396627,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Resources, Recreation and Development  HJ 1  P. 23",2023-12-11,"['introduction', 'referral-committee']",0
b5ed6765-326c-4dce-9c05-a7f55521bda7,ocd-bill/0aaf273b-fefb-4c61-b56c-afa64f19965a,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Education  HJ 3  P. 20,2023-01-11,"['introduction', 'referral-committee']",0
2016f5ef-792c-42a7-851d-25b7d9123ff9,ocd-bill/441c0dc7-9dd8-484c-af84-2839bcb5a0ed,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Municipal and County Government  HJ 1  P. 17,2023-12-06,"['introduction', 'referral-committee']",0
1763f300-c9fa-4172-a9d5-080924c9bdf5,ocd-bill/fe5d1277-b63d-44d7-a924-b31817d3ef4e,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Municipal and County Government  HJ 1  P. 15,2023-12-06,"['introduction', 'referral-committee']",0
bb8ea898-63b5-4180-9755-d512d22be191,ocd-bill/0543d0bd-90c5-4716-8f33-4bb7315e101c,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Transportation  HJ 1  P. 15,2023-12-06,"['introduction', 'referral-committee']",0
aee72276-8a2f-4d0c-926c-b8279d7b6162,ocd-bill/174202bb-5213-4e62-a1c2-e5119e41c7e1,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Criminal Justice and Public Safety  HJ 3  P. 12,2023-01-09,"['introduction', 'referral-committee']",0
a77f02ec-5eed-4775-b9de-7b78df9ffb1a,ocd-bill/ae371ee9-fb3d-4bb1-85c5-717ffb0918a8,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Labor, Industrial and Rehabilitative Services",2023-12-01,"['introduction', 'referral-committee']",0
8014b7b9-3e39-4325-b833-dafa7ba7ba5e,ocd-bill/30d8a716-375b-4a4e-a9e3-d2ec29ddaf8c,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety,2023-11-27,"['introduction', 'referral-committee']",0
30398968-0e19-4605-9683-d7906e03a7c7,ocd-bill/bafa082b-94bd-45a1-a79c-3b731736a58a,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Health and Human Services;  SJ 1,2023-12-12,"['introduction', 'referral-committee']",0
114b0f98-5f6b-416c-b07a-75598f9096d8,ocd-bill/0066b624-11e8-43fa-9454-b85c31cd894d,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Education  HJ 3  P. 23,2023-01-12,"['introduction', 'referral-committee']",0
7af7b263-6500-4816-8afa-d02f74097724,ocd-bill/16f27585-f9e1-4902-a19a-90d110074c19,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to State-Federal Relations and Veterans Affairs,2023-11-28,"['introduction', 'referral-committee']",0
cbe9f662-8c50-42fb-910f-3f941077077f,ocd-bill/e9184d2c-868e-448d-8e04-a1a5714652e0,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced (in recess of) 01/05/2023 and referred to Health, Human Services and Elderly Affairs  HJ 3  P. 20",2023-01-11,"['introduction', 'referral-committee']",0
1aed4f92-14e7-4237-a134-595f8d1acf9b,ocd-bill/cff23da4-eb13-4c1c-8b5e-eea1311e883d,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety,2023-11-27,"['introduction', 'referral-committee']",0
781c807a-6230-4bcd-bb0d-b8466fa670aa,ocd-bill/7dc647b8-35f1-44f1-989f-0b0f66795268,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Resources, Recreation and Development",2023-12-01,"['introduction', 'referral-committee']",0
448ec485-f271-4620-bb01-8b282c0b18b0,ocd-bill/67516566-79f1-4884-94a1-7efa4772e412,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Education  HJ 1  P. 14,2023-12-06,"['introduction', 'referral-committee']",0
b9cb6446-5440-4873-b1c3-5e127e9b23ac,ocd-bill/1b082640-33ea-4113-a142-4d6592d8b48f,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/04/2023 and referred to Commerce and Consumer Affairs,2023-01-03,"['introduction', 'referral-committee']",0
9d0df66c-29e3-4d6d-9380-ca66528178b4,ocd-bill/3220edd2-44cc-47ad-9a2d-17c24cd9b021,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Commerce and Consumer Affairs  HJ 3  P. 20,2023-01-11,"['introduction', 'referral-committee']",0
5a3bc86d-af95-46e8-b791-918fa34b6283,ocd-bill/3b182adb-a7c1-412b-9116-c635abd09951,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Education,2023-11-28,"['introduction', 'referral-committee']",0
58c9254c-89de-4f34-b9e4-ae555bbe2b39,ocd-bill/4107878c-2188-4ddf-99fe-9c12b90ab505,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Education  HJ 1  P. 28,2023-12-15,"['introduction', 'referral-committee']",0
e5cee567-ab33-44f8-913d-d5744453ad30,ocd-bill/92c3798d-2c06-4f58-87f9-b608ac4903f3,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety  HJ 1  P. 19,2023-12-06,"['introduction', 'referral-committee']",0
ea4b81f0-016d-4afb-8860-a7b41246e70a,ocd-bill/dea76dc6-6b87-4e8c-a931-3221101824c3,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Science, Technology and Energy  HJ 1  P. 27",2023-12-15,"['introduction', 'referral-committee']",0
081197ac-d541-4321-907a-30ca84c901f1,ocd-bill/9e693142-dac0-42eb-a6f8-dd172612d250,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Education  HJ 3  P. 9,2023-01-09,"['introduction', 'referral-committee']",0
89e7c2d5-f011-4ec0-8e77-11395d4ef44e,ocd-bill/7d4963b0-7352-48a9-a8aa-308c1028cd64,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Commerce and Consumer Affairs  HJ 1  P. 16,2023-12-06,"['introduction', 'referral-committee']",0
410e5b61-615b-4a7d-8944-074eaff2ef73,ocd-bill/1b500c82-d84d-4e5d-882d-8d1daa31142a,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,Introduced 01/19/2023 and Referred to Energy and Natural Resources;  SJ 5,2023-01-25,"['introduction', 'referral-committee']",0
13c8048f-d567-4ba1-b72f-5f5c67509714,ocd-bill/7d63dae0-f310-4631-83b4-6f54c5855e78,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Legislative Administration  HJ 1  P. 31,2023-12-11,"['introduction', 'referral-committee']",0
38757e76-87f0-41b2-8102-3f2571eb67d4,ocd-bill/5d299dad-98ac-420b-9b83-0744b1872ef6,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to State-Federal Relations and Veterans Affairs  HJ 1  P. 16,2023-12-06,"['introduction', 'referral-committee']",0
29b2f07f-2817-441e-bbc2-c394f8428eed,ocd-bill/e7d458a5-030f-4358-b6d7-5d365863ed42,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Finance  HJ 1  P. 16,2023-12-06,"['introduction', 'referral-committee']",0
250256c5-67cc-419b-a4bf-253e8542efaa,ocd-bill/73658280-1ffc-4680-8958-45c6e9628752,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety  HJ 1  P. 24,2023-12-11,"['introduction', 'referral-committee']",0
0166666e-67b8-40be-a480-1cfce3bd76fa,ocd-bill/57b2bf97-8f18-4e32-a65d-0eface3b0f53,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Judiciary  HJ 3  P. 19,2023-01-11,"['introduction', 'referral-committee']",0
51e98914-b7f9-490a-b506-99d2b6244814,ocd-bill/dec10ed6-8ff4-4fbe-87d2-862b67b9d1dc,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Municipal and County Government,2023-11-28,"['introduction', 'referral-committee']",0
95564f40-dc54-4017-aad1-46ab67a1abc6,ocd-bill/b283e33c-5516-4825-854e-3e13582d9d0e,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Municipal and County Government  HJ 3  P. 10,2023-01-09,"['introduction', 'referral-committee']",0
07f9cea2-1be7-41ba-8bd7-378ea30bcc71,ocd-bill/9baa3e3d-e666-4a0d-ab36-1445070cb6d3,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Education,2023-11-27,"['introduction', 'referral-committee']",0
e3360a17-05bf-468c-a0f5-fc45d09f12c6,ocd-bill/9b828bd4-93fb-410a-8ee5-0a09e25b245c,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Finance;  SJ 1,2023-12-08,"['introduction', 'referral-committee']",0
48a15f1f-875b-44b8-8605-ec2ca2c099b5,ocd-bill/f99fe7ff-815a-4b10-a13b-0a1306a302a6,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Executive Departments and Administration;  SJ 1,2023-12-12,"['introduction', 'referral-committee']",0
e528e193-35c8-4b4a-9b5e-0ff762df77c5,ocd-bill/81377728-2936-4730-be7e-aa37c0f2f56e,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Ways and Means;  SJ 1,2023-12-14,"['introduction', 'referral-committee']",0
07176c02-4035-411d-bce6-4575fe082d3f,ocd-bill/e185ebac-6f17-4191-8d6b-8622a8f6a218,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Election Law,2023-11-28,"['introduction', 'referral-committee']",0
617a4364-8f5a-4cc2-b630-d1042105752a,ocd-bill/5e35e23c-27e7-413f-b1af-a6ca5cb23887,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Legislative Administration  HJ 1  P. 16,2023-12-06,"['introduction', 'referral-committee']",0
ad53dbc2-5576-4bfc-ad2d-442c9295ea81,ocd-bill/79f71cca-681a-47bd-b8b3-2b8d02bcd57f,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Commerce and Consumer Affairs  HJ 3  P. 13,2023-01-09,"['introduction', 'referral-committee']",0
de0c3b0e-e7a7-4343-b042-28760d459044,ocd-bill/9c617c70-d56e-44d9-88b9-638029179577,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Finance;  SJ 1,2023-12-12,"['introduction', 'referral-committee']",0
227723e1-6f13-455e-bdeb-6cdcdcbc320c,ocd-bill/093981f8-b503-4be8-9f5e-162ec5f651ba,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Transportation,2023-11-27,"['introduction', 'referral-committee']",0
94f2cf02-e544-42bc-add3-b6d37d54658d,ocd-bill/192ee747-e8c4-4f81-b860-855d18790362,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Election Law  HJ 1  P. 15,2023-12-06,"['introduction', 'referral-committee']",0
c3c0af6d-447a-4c3e-a889-b728da9f096d,ocd-bill/6e21d9b5-e4e8-4603-88f1-5744b2a3f141,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Election Law and Municipal Affairs;  SJ 1,2023-12-14,"['introduction', 'referral-committee']",0
f4705a24-1e02-412b-b46c-ceebcfb3a44e,ocd-bill/89c5d22d-b3fc-4a4d-86c1-2e25fe90f8a5,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Judiciary;  SJ 1,2023-12-14,"['introduction', 'referral-committee']",0
09c3ebb4-004e-4c10-9fc4-8fa22d6b3452,ocd-bill/5c4dce5c-9799-49fc-8958-e01186ae0d07,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Transportation  HJ 1  P. 18,2023-12-06,"['introduction', 'referral-committee']",0
ef2b6516-cf91-4a7f-84c1-7ea9520ce82e,ocd-bill/4b4e439c-92f0-4cdf-b51b-ca93d03e6f64,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Resources, Recreation and Development  HJ 1  P. 19",2023-12-06,"['introduction', 'referral-committee']",0
b011a129-9181-4e30-b3d2-eb641363902a,ocd-bill/afd3a0be-6b9b-400f-bd96-4139e81fbc7d,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Commerce and Consumer Affairs,2023-12-01,"['introduction', 'referral-committee']",0
359abe11-973f-4fc2-bc23-8246026310c6,ocd-bill/e3865e55-48c1-43fe-b1bf-4f20b1c08eb5,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Judiciary;  SJ 1,2023-12-12,"['introduction', 'referral-committee']",0
e21321d4-4e6c-482d-a5da-5415fe45fbf2,ocd-bill/80e96aa8-6a35-4de2-9fac-6a52701fb82e,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced (in recess of) 01/05/2023 and referred to Legislative Administration  HJ 3  P. 10,2023-01-09,"['introduction', 'referral-committee']",0
b53b1f7f-004e-4d7a-9213-96be83db6e91,ocd-bill/dcde1f46-3ede-4255-923f-35f052c3c91f,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/04/2023 and referred to Municipal and County Government,2022-12-23,"['introduction', 'referral-committee']",0
2e3db355-a859-466d-bcad-2b6646424ea4,ocd-bill/d7fbb748-9bc8-4e5d-adb9-af571fcbdf6f,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Commerce;  SJ 1,2023-12-08,"['introduction', 'referral-committee']",0
ddb819d7-30bf-490c-9f5f-606fbb4b380c,ocd-bill/5c2eed59-439f-4b96-9d41-3900cf9d222d,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Municipal and County Government  HJ 1  P. 14,2023-12-06,"['introduction', 'referral-committee']",0
92975a7c-6dfd-4ac9-9f4d-aaa6a285fb51,ocd-bill/b0331031-fa37-4fe0-84cf-9ca1b8275fcb,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Children and Family Law  HJ 1  P. 28,2023-12-15,"['introduction', 'referral-committee']",0
3872f75a-04aa-4413-9def-d2c990153b1c,ocd-bill/c2417672-5e4d-4d03-a321-b992a81b5550,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Education  HJ 1  P. 31,2023-12-11,"['introduction', 'referral-committee']",0
b043ce9d-5025-4369-8156-6451ebb6986a,ocd-bill/6bedc1d4-685a-45f4-91b0-8874c1dd43a2,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Science, Technology and Energy  HJ 1  P. 28",2023-12-15,"['introduction', 'referral-committee']",0
fdedd8cd-5a9d-46bc-b6f8-9ea761ee451c,ocd-bill/723be922-2d03-46bf-aee5-d2d69b2a853d,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Election Law  HJ 1  P. 24,2023-12-11,"['introduction', 'referral-committee']",0
c0c8e5c4-1bdd-46b9-beb9-65dfbe769e36,ocd-bill/1d7b37f2-53af-47a2-a492-847b9a5785d2,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced (in recess of) 01/05/2023 and referred to Health, Human Services and Elderly Affairs  HJ 3  P. 21",2023-01-11,"['introduction', 'referral-committee']",0
7211bbcb-2a66-4e24-a02b-953d44993a64,ocd-bill/d9dcc93d-68ef-4884-9038-dca8ae51c2a3,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Environment and Agriculture  HJ 1  P. 27,2023-12-15,"['introduction', 'referral-committee']",0
63ba4f51-c513-42ef-9177-02ea04efd966,ocd-bill/94719369-3a99-4d64-b002-fc2529801690,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Commerce and Consumer Affairs  HJ 1  P. 30,2023-12-19,"['introduction', 'referral-committee']",0
50c69dc4-65b1-4480-ad2d-1c9ad16faee6,ocd-bill/f46556c8-d7d3-4a52-8324-338151779371,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,"Introduced 01/03/2024 and referred to Labor, Industrial and Rehabilitative Services",2023-11-27,"['introduction', 'referral-committee']",0
3447719a-6107-41f1-90e7-76c9aabd315b,ocd-bill/9d4a1870-7ca6-4778-b44d-7a5eb947abed,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,To Be  Introduced 01/03/2024 and Referred to Health and Human Services;  SJ 1,2023-12-12,"['introduction', 'referral-committee']",0
f34bf9ef-0f1d-4896-937b-17c402b5923d,ocd-bill/d1d99061-0201-4218-92d6-4981bc1d7433,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Municipal and County Government,2023-11-28,"['introduction', 'referral-committee']",0
537a3af1-e4b3-4a89-8869-93277ce9aba5,ocd-bill/638a0ed4-f81c-4952-97c1-2c045c450ba1,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Fish and Game and Marine Resources  HJ 1  P. 19,2023-12-06,"['introduction', 'referral-committee']",0
321f890c-ca42-454b-adce-1e6cdb1bab8f,ocd-bill/7e3cb711-7c17-4424-b233-52e3dea49957,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/04/2023 and referred to Executive Departments and Administration,2023-01-03,"['introduction', 'referral-committee']",0
de7fc00f-688c-48c3-bc1b-20c4aa8dd195,ocd-bill/47747bc2-24cb-4e40-956e-d2d9496a0a8b,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,Introduced 01/03/2024 and referred to Criminal Justice and Public Safety,2023-12-01,"['introduction', 'referral-committee']",0
