id,media_type,url,version_id
e637a5d5-8966-494e-9e26-1611d29cc5a4,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1268s&txtFormat=amend,2b778424-8115-4dfd-926d-8532e0f3bd9b
f6a8812c-aab2-464a-885f-d8ee51d59fbd,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-0854h&txtFormat=amend,91726e0d-fee3-48ef-a397-fc0415996bf8
55047c78-f8fe-4392-9fe9-89120ad1311d,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-0664s&txtFormat=amend,c6a6a3b8-086b-434f-859d-4a07bfaaa0aa
7f417191-83b2-4e14-a104-5169e09c4fdd,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2230&txtFormat=pdf&v=current,9fb87afe-03fc-488a-ac95-8d2561d94332
554d64b6-1220-4ed5-8a87-75e66dc6bbdf,text/html,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2230&txtFormat=html,9fb87afe-03fc-488a-ac95-8d2561d94332
bfa758f8-9079-417c-b5ca-2ed21f9946fd,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1553s&txtFormat=amend,a4b900e8-31bc-48a1-b5f5-5fbf33200cdc
0e9fa8e1-8a4d-40a4-8e68-8e3b665e4edb,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1943s&txtFormat=amend,ab6c3e6b-1d64-432a-97de-66606a238e01
b1d4d7cb-9557-4350-91a2-999f0a635807,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-0940h&txtFormat=amend,85f5d0ee-7006-42d0-9df5-437a097ea3c1
5458c673-3367-4c64-a681-bce16ac8640a,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-0140h&txtFormat=amend,5aad4cbf-9a65-4511-a5b0-be028a0caab9
505d91ec-176b-4f73-88da-e383cb887f9b,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1329h&txtFormat=amend,693d8f67-c677-4524-8cbd-5c5a65d95030
8bb4742b-99a6-4cf6-95a6-abc3c6d9c9a5,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1440h&txtFormat=amend,dcc260a1-a0dc-4a79-b9fb-ceb784c2592e
599cbc0e-2e79-4a82-8e99-0b545774e9bc,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1100s&txtFormat=amend,517dede3-f663-408c-ab4a-075cba25e83d
4875fef1-59ab-404b-b2f4-47941c6763ba,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-0321s&txtFormat=amend,ced2ac1c-a07d-4cca-ac86-9ed928e0e894
28c1e839-4bde-495c-933e-fd7233f212c0,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1366s&txtFormat=amend,681176f3-9fca-436e-ac5a-8562926aa306
c8332161-5165-4ea1-a074-02346a1b70c5,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1764h&txtFormat=amend,9d7101fe-e6a1-432a-a31b-57c7716edbb2
b22be532-6819-4be4-ab2a-e6cb29b9c198,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1650s&txtFormat=amend,a4c16cad-9c6a-4f9a-8d7a-c217260e999c
ea9e35c8-9b4e-472a-81bf-82bce7b9e294,application/pdf,http://www.gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?sy=2022&id=2022-1786h&txtFormat=amend,c871a809-9b68-4b53-a7a8-bbdb532b93fd
