id,note,url,vote_event_id
6c35c650-c9de-48bc-a3d0-f6717ba9db34,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523
3903c323-3b67-46d5-b080-61d7345f10ca,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff
f4edaed6-a560-4484-a379-b29db6193dde,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/fdbfff3a-545b-44ae-8bed-06b8ad6d22b2
3dac8bbc-ffba-4f4e-9b9d-fe5d710b8545,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/86c5725a-b76b-4412-baa5-67ae293effdb
597a8d1c-75e9-421b-83d4-cf5bd1fb55cf,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/c7d5f4b0-5e76-4224-80b9-4a9bb55a268f
87dda9b9-a3a4-426b-b7cf-45e52ffca990,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/7094104b-6f69-4dc0-b98f-607df3b71940
52aad433-4b3c-42d3-b01f-55a0cdb23605,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/b211e64e-9ae4-4f13-971a-e0b28a83ac0e
ebd9ce08-29fa-405b-bdb8-e2a3414bbada,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/eabde067-9276-4107-88ef-1bb52f8f83f5
d8d8f6c0-dcee-45c8-9e25-012fabc9bb07,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/ce1e80a2-ef68-427e-b9a4-59d25ff157f6
ad3d2567-9be8-4bc2-9228-cc42382100ab,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/de15d853-631b-44e7-a61c-7f895997a432
3c5a5d67-febb-44a8-abda-ec2c92125bc2,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/8e8bdb63-f77b-4560-9714-dc0de20dd680
f9269505-ba85-4eef-a3a4-51d0d3e62a4b,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/fd96333c-1c51-44d1-8ae0-4236aaadafb1
a452c922-41fe-48ca-8bc2-faa57c63f0ae,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/92798316-7ee3-4289-85ea-0fbe43988180
7b0d2cbc-51a7-4182-a9f3-c2bcfdd778c0,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/e9d88e2f-4e7e-4d02-94b6-b638e3e0f939
c78e7c6b-a00c-4fb7-ac6e-456022761788,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/37ecf02a-ae41-4e1e-b99c-fc048aa2fba5
8fc994f5-daf6-450f-b6a8-571ebabc15a3,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/ad87bdc6-b077-44d4-9524-81eae4f273a5
e7155e36-3843-424f-bc83-8a411fda3c39,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/4ab70305-10fe-4ac4-9709-ae0c1b05d28c
1a1db8e9-6244-4657-96d8-4ce6d0a4a8ab,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/ba55c6ab-c758-4504-80d8-5930a018ffa5
6bfb1622-0f6b-46e1-bcfe-9f7d7f65cdf6,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/5cc2ac21-d7fa-47d5-84a6-4e69a0808310
df108cf3-0092-4e73-82e3-e5527e7b6785,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/8ed2c12d-27bd-4c38-b91c-6471d6d4a666
772eab3f-d2e0-40c1-89a9-2a3e60cf80b8,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/53462e02-32f7-40b0-a3b9-93fda97ca796
30bd400e-fd44-4d72-b2eb-63c5c168e992,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/99d2e443-4e5b-402f-958b-ccc04b23dda7
78d1234a-7323-4ae0-ac5d-ea3f4be06266,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/db4ecd02-2455-4ca8-bfbb-2ea0377aa1b4
18d1d4a1-deaf-4052-a234-f7036dfdc278,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/b616325c-ea72-41a9-a1a3-50e969cee99d
0b3a156b-5c97-4c34-9d0b-5fdefe78c1ec,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/e2c46512-8226-4463-ad24-2ac1a069f8ca
d5b94419-7b05-4861-97cd-1e5ff0740aa3,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/d9319bd6-564a-4d76-a431-eadfc29a4048
1720c266-283b-415e-a608-309d5b3792b8,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/b5893b3f-8e0e-4933-b966-2b1cbd301db3
2b1d03fe-1efe-4247-8bda-21ba2f54f22f,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/a897534c-c84d-438e-830c-8003c3b4bcbf
4fc0c06e-2aff-4fb0-9b41-d2ded46a75b8,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/52161d49-35bb-4078-ad63-c2dfc5ffb6b6
0da77265-bff8-44a6-b12e-d707a9c1b42a,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/ffb8cc37-7282-487b-a9cb-e2f33cab5d06
dc29ded8-812b-4e1d-bfd4-1fe0e581cdea,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/4b0f9960-242a-451f-a4a1-277fc9e0c8cf
a3c9fae9-ba29-4fc9-8bd4-77dd322f852e,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/89d6fb6a-148a-49c2-b570-e92998e7409b
b4c19298-8cf2-4d54-ade3-3be8f82ac432,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/5764e5f7-3367-48d9-b2da-361d38a99154
fc037ebd-6ffb-4b11-b659-7c41783624d5,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/d58b11d8-4c3d-41e5-9698-5a2c77d40a81
48f4e699-8543-4d8a-8abd-d6fffcfaa02c,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/05920b65-e760-44ae-a8ac-eb95687188b1
62aa6f5e-645a-4a80-8745-9457e3546c6c,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/3868a3fb-bc74-442c-ae51-03b779bc1419
7643f0bd-7dc4-4b30-899b-1c0d67728955,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/0ef35a0a-48d2-4cd2-8c0c-34c465eb6def
f27150b5-2ab9-41a5-a498-3d19287bdfd3,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/4757ce0e-2638-46e6-8639-42e2892f3a84
bc8f42eb-d32c-4122-9ce8-626db5c6c30d,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/7436d151-d6af-48eb-903f-1ac7ce94c23f
c8328787-374b-489c-9bd5-cc96f062523d,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/2d646fdc-8c56-41c7-8633-978bd9af60c5
c482f372-7224-4d60-b867-3be7711b23dc,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/3e7fe1ec-95ec-4ec3-8e33-463b27e15540
d5a4942b-5e74-442f-82c6-ff420649e61f,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/8c9eafe8-9e7f-497e-bbb3-fb470aa6e8f9
15a3a844-2481-4813-a9d2-5aebad8418aa,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/97545097-ae7e-4c79-b2f0-433661144f94
ffb2f674-5e3b-409b-af3d-b29bd27fb403,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/24edbdf6-e22d-42ed-8dfc-da4e77585cee
82e97d9a-766b-42ba-9947-768e0fac0619,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/abc9215b-464f-4dbf-975f-78d4f6343bb6
a4cfe3b7-74d1-47d5-9fef-ae4a787b0a0f,,http://www.gencourt.state.nh.us/dynamicdatadump/RollCallSummary.txt?x=2022121204041670817705,ocd-vote/91db5b84-768e-45a7-8023-dcc625cca6e4
