id,vote_event_id,option,voter_name,voter_id,note
71340927-735c-41f3-bffe-18539d91fd05,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Tom Sherman,ocd-person/ee95d0de-e55e-4733-ba97-0fde66adf65c,
0e98a265-31e1-4695-a2bd-ba60da6fbfef,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Cindy Rosenwald,ocd-person/f3e949ce-6d98-4826-bbca-08039cea4ea4,
2a56fb98-f123-415c-87cd-7cf1229a7e0b,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,yes,Bob J. Giuda,ocd-person/7739a4d0-534e-4bdb-b7fb-6a8f348e833e,
cf4d6ee0-1976-4f55-a3e4-d58d1b7ee28a,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,yes,James P. Gray,ocd-person/e6443187-eb51-42eb-8bd7-349ed0ba9641,
c2ddec47-f6c4-4c4c-b35e-9ad73d532f58,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,yes,Ruth Ward,ocd-person/9089a509-1f26-4770-adc6-199ed716e692,
b5017fdf-a65b-4e8a-a7b0-ed55f237f279,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Jay Kahn,ocd-person/998e681b-6df1-4b4a-92db-7a2187cedcd8,
77379705-4143-4c39-81ff-909d00ecfc41,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,yes,Bill Gannon,ocd-person/d3c437bd-532d-458b-961f-4f6dccec1e4b,
175b42dc-905f-43c1-ad9d-21df28fb99bb,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,yes,Harold F. French,ocd-person/ff11da65-174b-4fdc-b33c-e5d6d56602f0,
4f4d2f5d-299b-4b77-a531-e62c5b044e5a,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Kevin J. Cavanaugh,ocd-person/7fb2bb33-cbdb-4dfd-9369-64f19f179777,
2fdc1358-190a-4b32-8bee-1707cc2309fd,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Suzanne M Prentiss,ocd-person/de206392-deba-4ecf-96a3-33494c415417,
d16dea4e-cae4-468c-95e5-49e5057e9a1b,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,yes,Denise Ricciardi,ocd-person/8dc59c94-caba-41b2-a6ba-6bca0f595118,
fb769e50-900a-4e5c-9ba2-487e30be131f,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Rebecca G. Whitley,ocd-person/92267d4c-e6f1-4f45-87be-83f229c2cd36,
d16a6aca-6d89-451c-bc3c-52a98e07154d,ocd-vote/12dfe6f7-6e7f-48c2-9833-441c59918523,no,Rebecca Perkins Kwoka,ocd-person/c20b7693-7f2c-4646-af7f-d57518edd1a4,
8240fff6-0075-4228-9a6c-f0c50494cae8,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,David A. Welch,ocd-person/b8201b25-9bdd-45d3-819d-5bae4c670ad0,
2a56f5a7-fa6e-4f9a-b738-7513e25a90d3,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Betsy McKinney,ocd-person/98145410-1fcc-4b89-a6cb-b403b80fabcb,
785a7e2e-3bc2-4bc2-98de-14751c668e36,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Phyllis M. Katsakiores,ocd-person/19404ada-b556-4609-9814-f19db9c0a0ad,
6fd5ee05-792e-44d2-863d-6f9986917d7e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Daniel A. Eaton,ocd-person/58818151-3b11-41f9-87ac-0fc7d51ffc6c,
4a778530-da2c-4a86-84a1-5eb073b7be3f,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Laura C. Pantelakos,ocd-person/957b326c-6910-4328-afcb-533b975c2202,
d42d89ef-ea0d-4048-aad1-e3ebeb5c2da2,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Mary Jane Wallner,ocd-person/0e6f806c-ba57-4dc6-b6b4-f2a926288ca3,
32a7b020-1ce8-4d09-b9e5-3a9b3c5f614f,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,John B. Hunt,ocd-person/35c51630-9b9c-411a-9b98-0842cb6093df,
d2214865-5024-4b58-b35a-2a7a6da3ff2e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Janet G. Wall,ocd-person/2830876f-1a4d-4332-ae2a-a97607c4e1b9,
a2f51635-3f0c-42e9-8a32-302951c1eb46,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Sharon L. Nordgren,ocd-person/21d388d8-9203-4ffb-a4f5-66f843484349,
3adce21d-8370-4376-b23b-fd5740dd41a5,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Dan Toomey,ocd-person/be37b613-57a5-4a48-9c5d-9e9de547986f,
0ac90a10-9d4a-4e67-aff6-5fac467463a9,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,John F. Klose,ocd-person/14a5e400-2d52-40db-a26a-09182bf997ab,
c240aade-335c-4e4a-951d-5f0223b7e177,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,David E. Cote,ocd-person/fc07140c-ea9f-4f3f-9a44-17e7dcfc0b4b,
5a1c31c3-51a9-4692-a3ef-6180fd0e74d9,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Kenneth L. Weyler,ocd-person/e2f9dd7e-b221-4cf0-b7de-5daa70658669,
6ffbccf0-70b7-434c-88c9-92b7e0d616cb,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Benjamin C. Baroody,ocd-person/018987e5-d731-41ed-8cce-b3266df24b64,
a74d8422-b7a0-406a-a416-3f68e9dcacc7,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Sherman A. Packard,ocd-person/e94c1d98-5454-40a2-8293-ee0998fee8ca,
c448c695-0651-4ff5-a67b-c90e386f9acb,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,John Sytek,ocd-person/81a14b0b-f5dd-4e7a-b500-c9dc0a56c2be,
9d060885-9f66-47cb-be4e-f15b9cc258ee,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,John R. Cloutier,ocd-person/d3dab509-1268-4b4f-b363-98932002bf2e,
1eb5e9eb-28df-46ff-b392-42b66e747735,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Edward M. Gordon,ocd-person/1e527c99-df26-4b70-8f9e-62df18dad8bb,
834357a5-3e22-429a-8974-0cc813d35864,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Bonnie D. Ham,ocd-person/98c848e5-aa23-4187-9a3d-2dbce785b231,
97b66818-82ca-4f8b-9a2d-727ba95e5706,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,James R. MacKay,ocd-person/c027d650-709d-440f-8740-84b3e11406ba,
64b52a8d-c431-4eaf-b677-dcece14eeddf,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Norman L. Major,ocd-person/f210808d-53ac-4e23-ade2-7bdb60a8e559,
4d7eb512-c41f-4f64-94bb-ac4dd562e9a0,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Susan W. Almy,ocd-person/e13283b4-defe-4f4e-8e67-4d89b8e3790c,
049dac3b-1e56-48ef-bd89-496c56b36c18,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Joseph A. Guthrie,ocd-person/772f5157-b959-4aed-beaa-6bd67ab8fefe,
ee15a543-6eb1-483a-aeb6-6ad7993ece3e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Peter R. Leishman,ocd-person/86708f42-531f-4e57-a6b1-f5b11ff9389c,
cee8df60-e307-43d9-969c-4b4134e35f65,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Marjorie K. Smith,ocd-person/86b31d04-3a4b-4199-b10e-27bd337f0a34,
d60eb1d7-6d42-45ef-953e-9495076728b2,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Jacqueline A. Cali-Pitts,ocd-person/b665e9e7-0c14-4348-9378-529bd9c7497b,
1e7be136-1a64-4fc8-9f3b-a1d2b077980d,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Jeffrey P. Goley,ocd-person/903e02f2-e17d-41f4-bd94-f91557c0e1fd,
cab403e5-df9a-4e01-8e99-0846cf3162b2,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Judith T. Spang,ocd-person/1c49114b-ec16-4617-8b35-f7ce02d6daa4,
292d0d66-33e7-4e9a-b02c-247f9b82faa6,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,John A. Graham,ocd-person/05a586d8-4c39-4578-95f6-7aaa30b3c67c,
98adc71e-8f7a-465c-bd43-bb4697048fca,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Michael D. Harrington,ocd-person/21e95dbc-c226-4f4a-9fa2-8f5b374d0a98,
da4fa45d-fc06-496c-b2b5-6f2347d2d143,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Gary S. Hopper,ocd-person/eeb7038b-aad5-45cc-9abe-57fa0757c41b,
456e7fbc-5b71-4bb9-80a6-97bd6a8b6f8e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,William J. Infantine,ocd-person/93966021-59f3-4dbf-9cae-3cb69f19585d,
877227ca-495c-4b1b-b4ad-53cc04cd15df,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Mark E. McConkey,ocd-person/c344ed7a-6fea-4f17-9c48-4e27d67bebc8,
d1b1c654-1de6-4c7f-9501-7865b44e254d,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Charles E. McMahon,ocd-person/28d59199-5bae-46fe-99f3-ec78e330cdeb,
71cf0544-c0b3-41e3-8a65-bf83e9be1e1c,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Maureen C. Mooney,ocd-person/4a80db99-34b2-4d33-995b-41d889592bf3,
a825bc97-e289-4cdb-bf1b-5a3e2916669d,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Clifford A. Newton,ocd-person/9d18a507-f4f1-4153-a4f5-86e1a5584fea,
40cdb261-384a-4914-9b33-9522af67150e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Peter B. Schmidt,ocd-person/16654889-3b48-44d6-a6d3-8da5d7a434f1,
6d3db3fc-baac-46c2-9195-27fcd701ec6d,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Robert L. Theberge,ocd-person/7127cb81-a4d0-46c2-a25e-e9f1e770cf31,
1382955e-2eda-4f56-b6e1-20e8e0c017da,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Jane E. Beaulieu,ocd-person/fb843a60-91e0-4639-a5a4-1a734586c9c9,
22a3d881-133b-4933-9387-9694d88f61ac,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Ralph G. Boehm,ocd-person/ac6ce16b-a462-4727-8e4b-724c7c19e58c,
a118b705-b748-4eee-b3e5-d58724afc7f0,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Andrew Renzullo,ocd-person/b8aa741e-30b1-4d45-8f6a-7241f0d0eed2,
ec92ea6e-68fd-4098-87f4-b6bf0cfb6370,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Steve J. Shurtleff,ocd-person/5faefb6a-67fa-47ea-907a-8f4f545862be,
671a76fe-6697-40dd-855a-ce062a71623a,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Jordan G. Ulery,ocd-person/31f696d4-f806-4eb3-a8ce-5b1d2a2eba93,
41fa6b42-6a01-4437-9ab4-6155381b3d97,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Mary Beth Walz,ocd-person/aee31921-5d02-4da9-8e3e-3137b4bb8bf4,
e0a6a48e-f422-473c-ad79-fac926137d69,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Thomas L. Buco,ocd-person/22809c1b-0676-4ad9-8d0e-8a0a9d19063a,
a2bb7c34-14f9-4679-a341-e49ebf729088,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Jean L. Jeudy,ocd-person/f47878eb-66fe-4d01-92ea-4d3190c6183c,
3928521e-3746-409d-bfbf-d45f4288826b,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Lucy M. Weber,ocd-person/a6790cd1-6b7a-48f9-b48c-b298929578a4,
4fef7d46-b9d2-4ee5-aa87-d16337a4e8a0,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,William A. Hatch,ocd-person/2bfaf69b-214f-40a6-9674-bdb68c23e9ff,
8354df77-5a5b-4bf5-a7e7-96ec23c01b5a,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Patrick T. Long,ocd-person/14d0ff58-3340-4344-bb79-c6acd5f8ba6c,
8427f84c-e626-4b6a-aa2b-5d586c691e0a,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Michael B. O'Brien,ocd-person/e15e323b-2d85-4272-9f1e-13d12b8c82f4,
9d7a2227-5996-4ccd-9832-2c454e1e0522,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Al P. Baldasaro,ocd-person/3807f9c1-b590-4496-8a1e-b0ff84ba592d,
df0e505a-51db-4011-be28-42b598e553ad,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Robert J. Elliott,ocd-person/acb8c5f4-1002-4599-8098-a38766a59be2,
52d326da-3a41-4790-b0f0-88a156d9a8dd,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Suzanne H. Gottling,ocd-person/9068849a-0e7b-4d27-bece-133d0ef033b4,
c1333b9b-90f9-4923-b29c-f71c85c74bde,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Debra L. DeSimone,ocd-person/7ef7472f-0bda-4708-9239-76adeca1e87e,
010a075c-0cce-4f8e-84d4-36840b6d0fd0,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Larry G. Gagne,ocd-person/26d443c0-53fe-480b-bf4c-7b7a28a109e9,
03cec28f-8359-4f66-8b6b-6c10450b3953,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Timothy O. Horrigan,ocd-person/2a11a559-c16e-4211-82ea-215951d74c1f,
d487fcac-f5a5-4085-babd-7ecd81999e6f,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Rick M. Ladd,ocd-person/1bd6c569-f2dd-4670-bf82-ef3ea4b15960,
cd2347be-c7e4-4989-b635-4d6a2ddb0d72,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Carol M. McGuire,ocd-person/ae3d6133-98b5-444e-b95e-2edc2f5302dc,
fbe3c96d-172b-4123-b817-682bc19cf976,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Dianne E. Schuett,ocd-person/62ff0476-f4e6-411f-a58e-2e7963cde2ab,
4e8a2e89-b187-4a7a-a3b7-8a09c056174f,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Suzanne J. Smith,ocd-person/6a75f502-50fd-47e7-8160-1fce1205550e,
d68d53c5-9d13-4c4b-a971-e5d814a490fc,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Timothy A. Soucy,ocd-person/edcefea3-7cd4-4128-92ef-b22bc4a7c0b4,
56c1ba13-38e0-489e-99f4-7ae851b2f921,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Karen C. Umberger,ocd-person/054854df-4965-4401-9776-ffbcd075e295,
356eaead-4b11-473d-ba97-a318b2d2db99,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Patrick F. Abrami,ocd-person/0327f85d-1b5a-4218-a97f-f393a965d64b,
068fa72f-0e84-4e9f-8ef5-c8144fdef406,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,John A. Burt,ocd-person/084e4187-cca0-4f45-ac5a-8514056e94a6,
ad969079-aa30-435f-bde7-19a76fb27c4f,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Susan C. DeLemus,ocd-person/0e3a4612-9179-4659-a512-86322f4ff0ef,
dd0043ac-ee8d-4a5f-98a8-38b4c0ebfc48,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Gregory G. Hill,ocd-person/852df922-484b-412f-a604-c2d67efee5ec,
9d082ce5-8e98-4b06-8be4-61b54c4fcb55,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,David C. Lundgren,ocd-person/4e9bb139-f952-4fda-bce1-f1bb16c585e3,
67d15d80-c51e-416a-920e-56b2af79e673,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Jeanine M. Notter,ocd-person/84f79859-fef0-441d-80bb-5edeafc70e78,
6111027e-1f9c-455e-8e24-80cbce6565cd,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Joseph A. Pitre,ocd-person/5ce55936-fd73-4b3c-ba16-70e13734a3c8,
28b9a79a-cb2f-4c51-ae9a-d66b13b562f8,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Marjorie A. Porter,ocd-person/0999b615-be84-4309-b4ca-68261c1155ab,
79bb39e9-6e4d-4517-970a-332f8ffd5ce3,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Laurie J. Sanborn,ocd-person/d0d7f906-c48f-4a61-943c-1faf0162b329,
942ff49e-7dbd-4056-b11a-ccd087c0348b,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Brian Seaworth,ocd-person/b12abcbf-fbbe-4464-854e-6960b024e62a,
b7435fba-57bd-482c-bc75-9f7f05ce9add,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Steven D. Smith,ocd-person/129a2970-07b9-4136-aae1-15c689edca40,
1a40619b-0618-4453-a6ca-b5c307254a31,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Mark Warden,ocd-person/01358592-fa6d-49bf-a933-ea2f223572d7,
d4631188-381c-4360-8e99-8776955ac4cd,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Caroletta C. Alicea,ocd-person/e323d676-b840-4ea5-ab89-8dae7033f2db,
c2c8a259-75a2-4f5f-8b55-b9d202ab1dff,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Richard Ames,ocd-person/47c165c7-ecd9-4b88-b9f7-2e58e8e290d4,
1c65e39f-d9d6-4801-bde4-20e459338681,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Christy D. Bartlett,ocd-person/59afcf2a-d688-4495-a53d-b10faeffd222,
fca0d857-cab6-4ccf-83ff-c437cf594114,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Paul S. Berch,ocd-person/f96a072d-9add-44b0-8028-0ec057f31f52,
c0e8f2ba-13da-4bf0-9041-faa2c3cc1c08,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Peter W. Bixby,ocd-person/2c42e95c-0192-4910-9fc6-8a43b58c6467,
e8c8fbc0-e75b-43f3-992b-0be34bc3828b,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Efstathia C. Booras,ocd-person/3ffd7496-524f-40b6-92d8-0e932f002a90,
6d1f387b-20a3-4991-a346-935558fe5d2d,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Michael D. Cahill,ocd-person/facb5409-244f-4381-8452-e6a1078bb1c5,
71ca16ec-d7b7-49bc-b4e6-f4825d15e05c,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Glenn Cordelli,ocd-person/c8aa2951-dea0-4999-9b6a-6323d9917e0b,
143bb960-e1a2-43fb-b94e-d6b0160002f5,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Karel A. Crawford,ocd-person/a0936f2f-8170-47f9-8b05-6c6697a95968,
9f592fcd-3d5d-4a0e-90f6-093f44f8dd5a,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Linda A. DiSilvestro,ocd-person/a9f75dde-f348-4c7a-90c9-a785ee2de208,
e5641338-3940-4b5b-b47b-5186ef8d34a2,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Karen E. Ebel,ocd-person/947e2e2b-04eb-4f92-9f83-aef8760517e0,
8fb8304d-3a26-4e38-af1e-50654c988e94,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Tracy Emerick,ocd-person/fb61041a-a20a-409c-988b-cdbcf276b0f2,
92414914-e8d0-4c3a-b3cb-d0b94ee06404,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Linda C. Harriott-Gathright,ocd-person/1e2b57f6-dbb9-4069-a71b-d40828c80cfa,
d8a2cc91-bd28-4063-9952-3438d5c3ed34,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Martin L. Jack,ocd-person/27e55643-df5b-49aa-8529-082cd786c0f8,
4003b9ca-defb-489c-9359-9b19f3b07e90,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Aboul B. Khan,ocd-person/e60aed5e-cbb4-4b27-ab1b-2ce1dd787dac,
56f19496-eb2b-44f5-9022-9674d2611b2e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Dennis J. Malloy,ocd-person/d6200a81-3d99-4ff7-93e0-e2f3b49cfd65,
65b510ae-8842-4373-a615-e0c9ddef65a9,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,John E. Mann,ocd-person/a8024476-bf44-4932-b6eb-e1f6af0a2298,
9f4cb167-1e58-4d1c-afb9-ce8d502ce5b1,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Dick Marston,ocd-person/9d511cf6-1163-40c4-913f-548d3c807f66,
441f3d95-39a3-4137-8248-d0e4a1bb88ea,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Linda A. Massimilla,ocd-person/c018f667-a248-4b79-b8be-63740191e1ff,
f22cb7a7-dc3a-4f65-add8-19a4de13291c,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,David E. Milz,ocd-person/ef41a7dd-a84f-47db-b794-2a6c6be48771,
7f35f339-e13a-4dfe-a7dc-1232a806e4f6,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Mel Myler,ocd-person/8c5f7a02-e92b-4f64-b698-c178b8fd23bb,
2587c939-8dc3-45b6-8902-b6eb088a9138,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Bill G. Nelson,ocd-person/7f0e0e2d-f085-4d4b-bebb-f5aa37741fd5,
4d31bef4-e8ab-4bed-b572-2d9ef347f8de,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,other,Andrew S. O'Hearne,ocd-person/e21aaa1f-c784-46f1-a214-9372580fc45e,
ea24525c-6023-4429-94de-7225f3d5f59e,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Skip A. Rollins,ocd-person/31d4d765-be08-4393-8e9a-21444cf8b411,
f0588b3d-d3f9-4927-9199-2e49d67aeaed,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Thomas C. Schamberg,ocd-person/29eeecd3-79b7-489c-b1a5-ace913e619f2,
aedc6097-124e-45b0-ae16-6ed12ae76e41,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Janice E. Schmidt,ocd-person/ec374833-801f-4c21-9261-67cdefc1ba44,
1523df1d-387f-471c-83a3-75ea4ed76bb3,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,Timothy J. Smith,ocd-person/b5ca2038-c971-48a1-9d59-f9acf2b0806b,
8759d30e-b876-4265-8927-54ad7d6c3e80,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Joe Sweeney,ocd-person/568a287b-89c6-44b7-a8e6-a5188ef7f9bc,
ecf4f104-31bb-4f92-9aad-12e3b184955d,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,yes,George E. Sykes,ocd-person/1d64c012-42cd-433e-9e51-d449279fe57e,
720954cd-33fb-4e1a-9e83-b3d5aaf1222c,ocd-vote/ca7b99c1-7d02-40e5-85ef-3e99362a0dff,no,Michael J. Sylvia,ocd-person/2e6feb2e-6f22-4909-b907-93f4c0f9ae9b,
