id,name,entity_type,organization_id,person_id,bill_id,primary,classification
8837f3fc-6c8f-4694-aa2d-964a7d641283,Rebecca Perkins Kwoka,person,,ocd-person/c20b7693-7f2c-4646-af7f-d57518edd1a4,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
1eaaca11-136b-4f9b-8e64-1ee0a7858d4a,Rebecca G. Whitley,person,,ocd-person/92267d4c-e6f1-4f45-87be-83f229c2cd36,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
3a79c14b-5c7f-4af8-8f5e-e3845770a41a,Suzanne M Prentiss,person,,ocd-person/de206392-deba-4ecf-96a3-33494c415417,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
7910f903-657e-4d7f-aef3-fce49b005ac3,Cindy Rosenwald,person,,ocd-person/f3e949ce-6d98-4826-bbca-08039cea4ea4,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
b7cfdf88-0eaa-45d0-bb2f-9d2ad58c600d,Tom Sherman,person,,ocd-person/ee95d0de-e55e-4733-ba97-0fde66adf65c,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
2404aafd-5467-45c9-93ee-ee28946f933f,Kevin J. Cavanaugh,person,,ocd-person/7fb2bb33-cbdb-4dfd-9369-64f19f179777,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
46451e1c-0305-47e0-9b36-e486fa233df6,Donna M. Soucy,person,,ocd-person/bfbbacfd-e12a-4e07-970e-c2c2c006f4a2,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
539b3bfd-7dc8-466e-985a-29965858858b,David H Watters,person,,ocd-person/cf24defe-6df3-49f3-88ca-c6774b144f19,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,False,cosponsor
4ff4e41d-f76f-4094-aac3-3c8ae92cfaee,Lou D'Allesandro,person,,ocd-person/87c48788-817d-408b-a1e1-ebe1c9fd893d,ocd-bill/09a5a1d4-edc8-4d63-89b7-59edfd2551ff,True,primary
98b056eb-af0d-4596-82cb-bc6aa93543e1,Ellen D. Read,person,,ocd-person/77304532-17fb-4b2c-aed6-213a435e4a46,ocd-bill/9f67149b-09b6-45fd-b45f-c0a80fbbdaa8,True,primary
f3fd5954-6bbe-48e5-b243-402cad1a7b77,Mark R. King,person,,ocd-person/5b030cec-8315-49f4-901d-85fdb7423781,ocd-bill/9f67149b-09b6-45fd-b45f-c0a80fbbdaa8,False,cosponsor
e723f542-1984-43cd-b7dc-95abfaaa5d1d,Ivy C. Vann,person,,ocd-person/6fd532c2-91b5-47c4-a29f-eae9fc47743d,ocd-bill/9f67149b-09b6-45fd-b45f-c0a80fbbdaa8,False,cosponsor
2833ec20-8e32-4598-ad95-75a7a8520481,Lee Walker Oxenham,person,,ocd-person/f3fb87b7-7fb5-432a-9fb2-bd15170f1275,ocd-bill/9f67149b-09b6-45fd-b45f-c0a80fbbdaa8,False,cosponsor
03f02d41-92a1-474a-8738-a7f646383e24,Timothy O. Horrigan,person,,ocd-person/2a11a559-c16e-4211-82ea-215951d74c1f,ocd-bill/9f67149b-09b6-45fd-b45f-c0a80fbbdaa8,False,cosponsor
8c10a61d-cfce-4180-aeb3-d149ec9baf9f,David H Watters,person,,ocd-person/cf24defe-6df3-49f3-88ca-c6774b144f19,ocd-bill/9f67149b-09b6-45fd-b45f-c0a80fbbdaa8,False,cosponsor
367448e0-b9ab-4798-b96b-a7df5ae9c594,Jeffrey Greeson,person,,ocd-person/9a227955-60e0-45e3-bea8-03f44f4cd08e,ocd-bill/8a405871-3581-445c-ab67-9de33e691ef5,False,cosponsor
85a12074-447b-43f4-9de8-424ae91c1f7c,Gail E. Sanborn,person,,ocd-person/38c8647b-d5dd-43f9-aabd-cf84cd7cf4d9,ocd-bill/8a405871-3581-445c-ab67-9de33e691ef5,True,primary
df64c695-3cf5-4b54-96a4-94f9431e0336,Rebecca Perkins Kwoka,person,,ocd-person/c20b7693-7f2c-4646-af7f-d57518edd1a4,ocd-bill/f4000c63-2b96-46bb-ad97-3ec7a81bb7ef,True,primary
04fba055-85c8-424d-8bf1-a6fc4ff63617,Ruth Ward,person,,ocd-person/9089a509-1f26-4770-adc6-199ed716e692,ocd-bill/f4000c63-2b96-46bb-ad97-3ec7a81bb7ef,False,cosponsor
c2dc7afe-5f19-46ba-bf29-53e816136767,Lou D'Allesandro,person,,ocd-person/87c48788-817d-408b-a1e1-ebe1c9fd893d,ocd-bill/f4000c63-2b96-46bb-ad97-3ec7a81bb7ef,False,cosponsor
062c93f0-76b2-4c3c-8c43-ac082af2e8a1,Robert V. Healey,person,,ocd-person/c7c69eff-d232-40f0-b41b-ef9edd276edf,ocd-bill/b8e6939a-50a7-47f7-bd6f-e7ab624630a1,False,cosponsor
a503573c-fa65-49f1-8d57-7f5ca6ca8ca9,Ruth Ward,person,,ocd-person/9089a509-1f26-4770-adc6-199ed716e692,ocd-bill/b8e6939a-50a7-47f7-bd6f-e7ab624630a1,False,cosponsor
abca3506-592b-4183-b8c7-038b8fd94b15,Maureen C. Mooney,person,,ocd-person/4a80db99-34b2-4d33-995b-41d889592bf3,ocd-bill/b8e6939a-50a7-47f7-bd6f-e7ab624630a1,True,primary
aff8ec84-6730-437c-a627-7d8a0865d116,Glenn Cordelli,person,,ocd-person/c8aa2951-dea0-4999-9b6a-6323d9917e0b,ocd-bill/b8e6939a-50a7-47f7-bd6f-e7ab624630a1,False,cosponsor
b910eac6-529e-4f2a-9c9b-e5f57a1678a7,Jeanine M. Notter,person,,ocd-person/84f79859-fef0-441d-80bb-5edeafc70e78,ocd-bill/b8e6939a-50a7-47f7-bd6f-e7ab624630a1,False,cosponsor
c35d3acc-53f5-443d-b784-2b709ed51d73,Sharon M Carson,person,,ocd-person/00964fc0-dd57-44c3-87bf-b6d5bbc34560,ocd-bill/b8e6939a-50a7-47f7-bd6f-e7ab624630a1,False,cosponsor
b12932de-fc8a-4e5c-914b-d10b09ec459b,Michael Moffett,person,,ocd-person/acb20216-f193-42e1-9304-2b1d3572e61d,ocd-bill/34e9e49d-4a6e-4dd7-baf4-09909eca7cb6,True,primary
70bbfa6e-96d2-4c5a-911e-03b68812851a,Denise Ricciardi,person,,ocd-person/8dc59c94-caba-41b2-a6ba-6bca0f595118,ocd-bill/914a6eb8-4594-4a47-a8af-7b116e56b945,False,cosponsor
543a21d3-8d2b-4098-832e-9a3a8449a424,Bob J. Giuda,person,,ocd-person/7739a4d0-534e-4bdb-b7fb-6a8f348e833e,ocd-bill/914a6eb8-4594-4a47-a8af-7b116e56b945,False,cosponsor
9757300d-eb8d-4467-8e06-4617b47443d1,Howard C. Pearl,person,,ocd-person/c4122c6a-ed23-492e-b813-59a0fed1ec86,ocd-bill/914a6eb8-4594-4a47-a8af-7b116e56b945,False,cosponsor
7dfbdee0-452a-4dd1-b29d-4c5133e1a41e,Timothy P. Lang,person,,ocd-person/85064309-421e-4611-a6c5-800234db68fb,ocd-bill/914a6eb8-4594-4a47-a8af-7b116e56b945,True,primary
