id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/19528337-b65e-414e-9a2a-3243907d2c5b,HB 1048,relative to minimum nonforfeiture amounts under the standard nonforfeiture law for individual deferred annuities.,['bill'],[],2022,New Hampshire,lower
ocd-bill/63728da5-fff0-4741-bdac-4e34820fb77b,SB 280,relative to meetings of the state health assessment and health improvement plan advisory council and the therapeutic cannabis medical oversight board.,['bill'],[],2022,New Hampshire,upper
ocd-bill/90a007ec-638f-448f-91a4-0b02b6b1b0b1,SB 286,establishing an association health plan pilot program.,['bill'],[],2022,New Hampshire,upper
ocd-bill/fc3cf704-615a-4cfe-b23b-f5558f9f51c9,HB 1594,relative to assistance to certain students with disabilities in registering to vote.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2b43c632-d4db-4c88-9df1-c2db67cfdd2f,SB 406,relative to driver's license reciprocity.,['bill'],[],2022,New Hampshire,upper
ocd-bill/f0281b6f-058c-4a3f-b68b-b758b803cfdd,SB 367,relative to the regulatory status of advanced recycling and manufacturing facilities.,['bill'],[],2022,New Hampshire,upper
ocd-bill/d659a1ea-2b53-4eed-9118-7fb605b7474f,HB 1496,requiring political subdivisions to make voter checklists available in electronic form to any resident.,['bill'],[],2022,New Hampshire,lower
ocd-bill/66cbb159-af74-4231-83fb-e2ec5dfe1392,SB 416,relative to behavioral health assessment and treatment for children in out-of-home placements.,['bill'],[],2022,New Hampshire,upper
ocd-bill/650a5df8-e179-4c37-a616-2c465bf3869a,SB 418,relative to verification of voter affidavits.,['bill'],[],2022,New Hampshire,upper
ocd-bill/e420bf9d-670e-421e-97cc-b514f4752452,HB 1622,relative to notice that a health care provider is no longer accepting new patients and relative to mental health parity.,['bill'],[],2022,New Hampshire,lower
ocd-bill/ebd2fc2c-2a77-4d14-b623-005173308f1e,HB 1438,relative to the use of a mooring by person other than the permit holder.,['bill'],[],2022,New Hampshire,lower
ocd-bill/1afb93b6-2364-4580-adf1-f83ef553ddc7,HB 1532,permitting a dam to be constructed on Big Pea Porridge Pond.,['bill'],[],2022,New Hampshire,lower
ocd-bill/861c291e-a59e-4642-b6a6-bf055a5229d8,HB 1509,relative to termination of the FRM victims' contribution recovery fund.,['bill'],[],2022,New Hampshire,lower
ocd-bill/54d9c11a-42e3-47f7-ba4b-65ab37e7f06e,HB 1432,prohibiting the use of state funds for a certain passenger rail project.,['bill'],[],2022,New Hampshire,lower
ocd-bill/1d61fc1c-d633-4eb0-9868-deeb97283fec,HB 1382,relative to the presumption of shared parenting in the determination of parental rights and responsibilities.,['bill'],[],2022,New Hampshire,lower
ocd-bill/f0ba6b0d-2a8f-458b-864e-3c309bcc35a0,HR 20,Honoring the Citizens of Ukraine.,['resolution'],[],2022,New Hampshire,lower
ocd-bill/d5b43cb4-a514-4fe0-bf62-88084aaab344,HB 1043,establishing a committee to study regulations applicable to small businesses that sell food.,['bill'],[],2022,New Hampshire,lower
ocd-bill/4e9e9e02-a58f-4cf9-8c1b-2be69f4d45e9,HB 1329,relative to alternative programs for credit leading to high school graduation.,['bill'],[],2022,New Hampshire,lower
ocd-bill/a9e7b40a-cf6c-44e0-a27a-ea84971ccbe0,HB 1274,establishing a committee to study the solid waste practices of state agencies.,['bill'],[],2022,New Hampshire,lower
ocd-bill/13476416-8531-4ff8-acd3-f5a17a43804a,HB 1422,requiring warning labels on consumer products containing perfluorinated chemicals.,['bill'],[],2022,New Hampshire,lower
ocd-bill/b634ecba-7955-4a56-812e-0162d1ee940f,HB 1383,relative to electronic copies of absentee ballot lists.,['bill'],[],2022,New Hampshire,lower
ocd-bill/93871e61-a48c-4b2a-925f-51c8e1f36e76,HB 1245,relative to copayments for services rendered by a chiropractor.,['bill'],[],2022,New Hampshire,lower
ocd-bill/75368692-6bed-4f4d-b4d1-09bb3bff82ff,HB 1059,clarifying limits on licensure by operation of law.,['bill'],[],2022,New Hampshire,lower
ocd-bill/08c3ed8e-41d9-434e-a391-f1646ac5188d,HB 1162,"relative to requiring insurance coverage for vaccinations, devices, and medications authorized for emergency use by the United States Food and Drug Administration.",['bill'],[],2022,New Hampshire,lower
ocd-bill/b0f8ff9d-cf8f-4be4-8260-b09211a9e772,SB 378,relative to the disposal of highway or turnpike funded real estate.,['bill'],[],2022,New Hampshire,upper
ocd-bill/f545581f-3078-4528-a830-a8dd65a2624f,SB 296,relative to complaint procedures in cases before the commission for human rights.,['bill'],[],2022,New Hampshire,upper
ocd-bill/33939f23-5a7f-49b3-ae6d-c528f203cfb8,HB 227,relative to termination of tenancy at the expiration of the tenancy or lease term.,['bill'],[],2022,New Hampshire,lower
ocd-bill/e799f9eb-24e0-41a5-8b5a-5294457329a5,HB 362,relative to domicile of students for voting purposes.,['bill'],[],2022,New Hampshire,lower
ocd-bill/e9f1f0de-7d2b-4dfa-92db-12aa18541436,HB 254,relative to the placement of minors in secure settings.,['bill'],[],2022,New Hampshire,lower
ocd-bill/f80980ef-044a-414e-9436-b32d24fe1c4a,HB 335,requiring bottled drinking water sold to the public to meet the same maximum contaminant levels established for public drinking water.,['bill'],[],2022,New Hampshire,lower
ocd-bill/8c49129e-391c-4da7-8f41-2105d317114d,HB 218,repealing RSA 320 relative to hawkers and peddlers and RSA 321 relative to itinerant vendors.,['bill'],[],2022,New Hampshire,lower
ocd-bill/08caccdc-0516-4501-9fcd-52db9d28db4a,HB 197,relative to the use of deadly force in defense of another.,['bill'],[],2022,New Hampshire,lower
ocd-bill/391c39ea-55a1-4660-9e39-6c520b8f6c75,HB 400,relative to the collection of sales taxes of foreign jurisdictions by New Hampshire businesses.,['bill'],[],2022,New Hampshire,lower
ocd-bill/28888665-e010-4894-8700-8e8abf2389ba,HB 598,relative to the portion of a minimum sentence to be served to be eligible for parole.,['bill'],[],2022,New Hampshire,lower
ocd-bill/0b34d73d-3fc9-4ced-b553-382036576a47,HB 382,establishing a commission to study the utility rate structure of demand charges.,['bill'],[],2022,New Hampshire,lower
ocd-bill/59583d1c-ecff-4977-8c82-6ee22c77743a,HB 52,apportioning congressional districts.,['bill'],[],2022,New Hampshire,lower
ocd-bill/952a580d-f177-4acc-8312-8f817785c9b5,HB 504,relative to the state education property tax and the low and moderate income homeowners property tax relief program.,['bill'],[],2022,New Hampshire,lower
ocd-bill/8a2b76ec-9066-4aee-a2f5-5868d794325a,HB 457,relative to the meetings of the legislative youth advisory council.,['bill'],[],2022,New Hampshire,lower
ocd-bill/9c52e40f-ea5c-4256-bb65-f15aeb8ffd4f,HB 472,relative to retroactive denials of previously paid claims.,['bill'],[],2022,New Hampshire,lower
ocd-bill/d1c5e85f-e3ae-4a67-9bd0-4dc3ecf345c0,HB 535,relative to the qualified voter affidavit.,['bill'],[],2022,New Hampshire,lower
ocd-bill/894d8642-b544-46b7-a1bb-cc085edbd6c0,HR 24,memoralizing Mary Griffin.,['resolution'],[],2022,New Hampshire,lower
ocd-bill/a75579ac-e1d7-4b0c-966c-84ef2935ddbb,HB 514,relative to ballot column rotation.,['bill'],[],2022,New Hampshire,lower
ocd-bill/d4ce70cb-a7c0-469c-9919-0220e6c268de,HB 1255,relative to teachers' loyalty.,['bill'],[],2022,New Hampshire,lower
ocd-bill/8f72db03-3107-4806-913a-8ec4fa2f703c,SB 419,establishing a commission to study the delivery of public health services in New Hampshire through regional public health networks.,['bill'],[],2022,New Hampshire,upper
ocd-bill/afb782e7-b5be-4621-9cde-9eace36796bb,SB 284,relative to the treatment of glaucoma.,['bill'],[],2022,New Hampshire,upper
ocd-bill/5e170fcc-e759-4a18-8831-b6f585cf4f47,SB 456,establishing a law enforcement conduct review committee in the police standards and training council and making an appropriation therefor.,['bill'],[],2022,New Hampshire,upper
ocd-bill/e1ad9d75-7b8a-44dc-a457-82453a1dc9b3,SB 411,"relative to critical incident stress management for emergency services providers, and establishing a violent act injury disability retirement for public safety employees.",['bill'],[],2022,New Hampshire,upper
ocd-bill/c5462cb0-76bc-4a4c-900b-d9c3a426d0fb,SB 262,relative to customer generators of electric energy.,['bill'],[],2022,New Hampshire,upper
ocd-bill/3e6f935f-5611-4201-af91-1a15b8e24551,HB 1073,modifying attorney exemptions under RSA 91-A.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2ff4cd13-0bc1-4409-b8ac-4e8e524a6858,CACR 21,relating to registers of probate. Providing that eliminating the office of register of probate and all references to such office.,['constitutional amendment'],[],2022,New Hampshire,lower
ocd-bill/5aab8158-9534-4d6e-9c10-f47a169fc652,SB 409,relative to disaster relief loans.,['bill'],[],2022,New Hampshire,upper
ocd-bill/df4c4045-b4d5-4473-8f4a-744c0890ba42,SB 443,relative to municipal authority regarding the state building code.,['bill'],[],2022,New Hampshire,upper
ocd-bill/0db84586-584e-4e44-a51d-267c5234a2ca,SB 339,relative to meetings of boards and commissions in the department of safety.,['bill'],[],2022,New Hampshire,upper
ocd-bill/dbe8cb7b-f616-45d3-8b18-972439cafc84,SB 439,relative to the brain and spinal cord injury advisory council and community-based support program.,['bill'],[],2022,New Hampshire,upper
ocd-bill/198d0ac7-c9d1-45f2-b4f9-514e4b3c0f8e,HB 1544,prohibiting the placement of construction and demolition debris in landfills.,['bill'],[],2022,New Hampshire,lower
ocd-bill/5e3db56e-2f44-48c3-a692-70fe8d9bd887,HB 1008,establishing a commission to study the structure and election calendar of New Hampshire municipal government.,['bill'],[],2022,New Hampshire,lower
ocd-bill/866349b4-8e15-4e46-bbe4-86d2b638f669,HB 1237,relative to the definition of cigar bar.,['bill'],[],2022,New Hampshire,lower
ocd-bill/ba3e7eb6-31ac-49fa-933f-01a34e5aaaa6,HB 1546,enabling the commissioner of the department of environmental services to adopt rules relative to airborne PFAS in certain circumstances.,['bill'],[],2022,New Hampshire,lower
ocd-bill/6d86da5a-6d9e-4f53-85ee-7205e3ac8f26,HB 1165,repealing the Granite State paid family leave plan.,['bill'],[],2022,New Hampshire,lower
ocd-bill/701cad82-3b00-4ae6-bb05-6d836d8946a3,HB 1442,relative to access to election and voter information.,['bill'],[],2022,New Hampshire,lower
ocd-bill/f94fbeb0-618d-48df-8ae7-ee368cee14a3,SB 268,relative to the approval of power purchase agreements for offshore wind energy resources from the Gulf of Maine.,['bill'],[],2022,New Hampshire,upper
ocd-bill/6b5d3cef-25c7-45cc-92a4-ad19c44004a1,HB 1120,relative to education service providers under the education freedom accounts program.,['bill'],[],2022,New Hampshire,lower
ocd-bill/0f888a5b-1a76-41d5-9427-852b4762adb2,HB 1303,relative to causes for absolute divorce.,['bill'],[],2022,New Hampshire,lower
ocd-bill/03bd45e5-3193-426f-a478-a151a713d8d8,HB 1587,relative to determination of average final compensation under the retirement system and making an appropriation therefor.,['bill'],[],2022,New Hampshire,lower
ocd-bill/53a2298e-1d53-4760-baaa-4f8e4e1fc9b8,HB 1186,relative to companion animals during a declared state of emergency.,['bill'],[],2022,New Hampshire,lower
ocd-bill/3da4b241-28f0-4c5f-bde5-1390dd4e2825,HB 1164,revising the agriculture in the classroom committee.,['bill'],[],2022,New Hampshire,lower
ocd-bill/9bd33bb5-8ce0-43b0-9be2-a413a3ab763d,HB 1134,establishing a commission to study proper labeling and disposal of disposable wipes.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2a2d3aee-d8ec-476c-9e03-c103d25e7004,SB 282,relative to the board of acupuncture licensing and relative to the qualifications for licensure as an acupuncturist.,['bill'],[],2022,New Hampshire,upper
ocd-bill/83dde117-6be9-4ca3-852c-cd1f4e3f87e7,HB 1539,relative to the removal of certain information from the New Hampshire state police website.,['bill'],[],2022,New Hampshire,lower
ocd-bill/56f7d895-ee87-41a8-a22f-b982bd273663,HB 1322,modifying the governmental records exempted from RSA 91-A.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2004cb51-9673-461c-b702-fc5164a42d62,HB 1603,defining certain school information as governmental records under the right to know law.,['bill'],[],2022,New Hampshire,lower
ocd-bill/e18c115c-d337-485c-b6b4-989bb2c34b3e,HB 1485,relative to direct recall elections.,['bill'],[],2022,New Hampshire,lower
ocd-bill/5c060264-1635-4d6b-b697-804ae614d0ac,HB 1666,relative to the application process for driver's licenses and the privacy of motor vehicle records.,['bill'],[],2022,New Hampshire,lower
ocd-bill/00f60f71-4cf9-4bed-b0fb-e4729bcabc72,HB 1161,relative to ethics obligations of elected local and county officials.,['bill'],[],2022,New Hampshire,lower
ocd-bill/048e1045-e97c-496e-914d-7f217e298552,HB 1660,relative to school lunches and establishing the meals for students fund.,['bill'],[],2022,New Hampshire,lower
ocd-bill/4fa2bf84-855c-418a-81fc-116dc24ce58b,HB 1078,relative to budget procedures of the Gunstock Area Commission.,['bill'],[],2022,New Hampshire,lower
ocd-bill/212035b2-39a1-491e-a1ea-2d25d84a7587,HB 1455,relative to state enforcement of federal vaccination mandates.,['bill'],[],2022,New Hampshire,lower
ocd-bill/c1e7a30c-de1d-49be-a344-5c659a20be0d,CACR 23,the New Hampshire constitution. Providing that all references to persons in the New Hampshire constitution be gender-neutral.,['constitutional amendment'],[],2022,New Hampshire,lower
ocd-bill/ed500c8f-451c-439e-87e8-2282eb80987a,HB 1015,relative to school district policies regarding objectionable material.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2f51f4a7-64fd-484f-b976-e2d1fe9cb0bd,HB 1066,requiring the commissioner of the department of environmental services to prepare a plan relative to cyanobacterial blooms in New Hampshire.,['bill'],[],2022,New Hampshire,lower
ocd-bill/97fcb105-aadf-4b9a-a662-f6d55ac58fbe,SB 235,relative to the authority to offer multiple education instruction options.,['bill'],[],2022,New Hampshire,upper
ocd-bill/1c4caef0-0fc1-4365-897a-3033e89e75bd,HB 1049,establishing a committee to study landfill siting criteria and methods for reducing pressure on landfill capacity.,['bill'],[],2022,New Hampshire,lower
ocd-bill/6b268951-6dcd-4f2d-9034-70251f19215e,HB 1530,establishing curricular transfer pathways between the community college system of New Hampshire and the university system of New Hampshire.,['bill'],[],2022,New Hampshire,lower
ocd-bill/13a9a7af-b36b-4c73-8495-cf29b9e31f8f,HB 1588,relative to students attending public schools that mandate the wearing of face masks without an emergency order in place.,['bill'],[],2022,New Hampshire,lower
ocd-bill/58a56a5a-b159-4d41-9e89-befadfa90783,HB 1076,relative to illegal productivity quotas.,['bill'],[],2022,New Hampshire,lower
ocd-bill/a267ad22-7de3-4eea-9008-cd84ccb916e7,HB 1460,relative to minimum age requirements for certain occupational licenses.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2c48f12a-cdf2-419d-a600-a98df6246d6e,HB 1436,relative to appeals of family court decisions.,['bill'],[],2022,New Hampshire,lower
ocd-bill/fd7d2fa8-0687-4e83-8cab-714a55bed273,SB 395,establishing the wireless development initiative and the wireless deployment grant fund.,['bill'],[],2022,New Hampshire,upper
ocd-bill/28b9e0c8-52f1-4b0b-bcdd-afa2879f3645,HB 1506,establishing a revolving clean energy accelerator fund in the department of energy.,['bill'],[],2022,New Hampshire,lower
ocd-bill/488417ff-ca24-429e-9103-6d0c40249425,SB 347,relative to the use of protected health information by employers.,['bill'],[],2022,New Hampshire,upper
ocd-bill/0f52f238-fcbe-4b6d-8f94-615315904a9d,SB 342,relative to the minutes of nonpublic sessions under the right to know law.,['bill'],[],2022,New Hampshire,upper
ocd-bill/80d77cc7-9a6f-44e1-8b5c-23fb47c1b1a2,HB 1351,prohibiting certain employers from requiring a COVID-19 vaccination as a condition of employment.,['bill'],[],2022,New Hampshire,lower
ocd-bill/1d905bef-675d-45da-9841-831861288228,HB 1443,proclaiming the first Monday of March as COVID-19 Victims and Survivors Memorial Day.,['bill'],[],2022,New Hampshire,lower
ocd-bill/90f7e379-0f30-4367-b616-23212c4a57c2,HB 1190,relative to rulemaking by the state board of education for compliance with federal provisions.,['bill'],[],2022,New Hampshire,lower
ocd-bill/74c1f854-4133-4fc6-a0d4-a22795c36d2f,HB 1023,relative to regulation of athlete agents.,['bill'],[],2022,New Hampshire,lower
ocd-bill/78d69787-b810-4090-8d26-efb7742e4e23,HB 1511,relative to submitting officially authorized recordings of hearings for appeal of family court decisions.,['bill'],[],2022,New Hampshire,lower
ocd-bill/e62e893e-9fb0-44a5-a569-86c18e2565a3,HB 1031,prohibiting law enforcement from encrypting public frequencies.,['bill'],[],2022,New Hampshire,lower
ocd-bill/a2329cbc-1b82-4abd-a89d-6b4666bd7de4,SB 431,relative to child support in cases with equal or approximately equal parenting schedules.,['bill'],[],2022,New Hampshire,upper
ocd-bill/d2d8d9b5-bd0a-4a2e-ba33-f5eda25f5054,HB 1068,relative to building codes for tiny houses.,['bill'],[],2022,New Hampshire,lower
ocd-bill/571eecd0-c554-4cdc-b2c4-dcf165eaa035,HB 1323,relative to hike safe cards.,['bill'],[],2022,New Hampshire,lower
ocd-bill/25f8ef1d-3872-4756-b9c2-afceb4bc364e,HB 1340,"relative to the definition of ""domestic violence"" and relative to criminal convictions for domestic violence.",['bill'],[],2022,New Hampshire,lower
ocd-bill/3d847863-f2bf-4579-b13a-cbbe486c0b11,HB 1332,excepting public universities and colleges from requirements under medical freedom in immunizations.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2b8cf2a5-b46e-4fc7-b938-879f15939ebb,SB 323,permitting state trade associations to purchase health insurance offered by their peer national trade associations.,['bill'],[],2022,New Hampshire,upper
ocd-bill/3569d8da-c391-40a6-8afd-353aba96a2bb,SB 404,establishing a supplemental nutrition assistance program.,['bill'],[],2022,New Hampshire,upper
ocd-bill/7017fa1a-61ef-493b-9811-9c66981c58a6,CACR 19,relating to paper ballots. Providing that all elections shall be conducted through paper ballots.,['constitutional amendment'],[],2022,New Hampshire,lower
ocd-bill/2bb6bbeb-3494-4cbd-b91f-880f07259b50,HB 1243,relative to alternative transportation of students for public schools.,['bill'],[],2022,New Hampshire,lower
ocd-bill/f59d271b-f568-4f11-8bef-4bbbde087477,HB 1040,establishing a commission to study revenue alternatives to the road toll for the funding of improvements to the state's highways and bridges and their resulting improvements to the environment.,['bill'],[],2022,New Hampshire,lower
ocd-bill/ca001f3d-8630-4023-bbc8-5475b5cd3256,HB 1115,relative to record of educational attainment under the educational freedom account program.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2b9558ab-b04b-4211-bd8b-6aac16c57736,HB 1412,"relative to gardening, homesteading, and organic food production.",['bill'],[],2022,New Hampshire,lower
ocd-bill/9cbcf597-31c7-4d63-8413-4bfe15669955,HB 1184,authorizing the establishment of revolving funds.,['bill'],[],2022,New Hampshire,lower
ocd-bill/6b08e9e9-27ae-447e-9a30-c7b049faf28b,HB 1433,relative to penalties for poisoning dogs.,['bill'],[],2022,New Hampshire,lower
ocd-bill/66269b64-ce8a-42fd-a960-28e614b3874d,SB 442,relative to the suspension of a vehicle registration as a result of evading toll collection systems.,['bill'],[],2022,New Hampshire,upper
ocd-bill/981accc4-b4f1-4fd5-b34d-6d7579f6b579,HB 1294,requiring the commission on demographic trends to consider data on race and ethnicity for the purpose of increasing racial and ethnic diversity in New Hampshire.,['bill'],[],2022,New Hampshire,lower
ocd-bill/888f1653-141d-4cf9-8cac-39fe29dd437b,HB 1188,establishing a commission to study OHRV use in the state and clarifying certain towing statutes.,['bill'],[],2022,New Hampshire,lower
ocd-bill/829ff0cb-6237-49dd-bd5d-558b61ca6875,HB 1152,relative to verification of eligible students under the education freedom account program.,['bill'],[],2022,New Hampshire,lower
ocd-bill/5b8d25e0-4312-4f0c-ba69-3b1c6a222ffb,SB 321,relative to the purchase of output of limited electrical energy producers in intrastate commerce and including qualifying storage systems.,['bill'],[],2022,New Hampshire,upper
ocd-bill/e8633b0a-bb44-4467-830e-abaf02891bfc,HB 1538,requiring prevailing wages on state-funded public works projects.,['bill'],[],2022,New Hampshire,lower
ocd-bill/271e95d5-1603-4afb-84e0-833f7b95509b,HB 1022,permitting pharmacists to dispense the drug Ivermectin by means of a standing order and establishing a commission to study the use of Ivermectin to treat Covid-19.,['bill'],[],2022,New Hampshire,lower
ocd-bill/0d816e4b-25c4-47a9-8333-06db5bfbcdd7,HB 1051,"relative to state board of education rules for credit for alternative, extended learning, and work-based programs.",['bill'],[],2022,New Hampshire,lower
ocd-bill/bb6d0cab-64f6-45cc-81d9-93c53edd2ad6,HB 1522,requiring the use of ballots with embedded security and relative to chain of custody of absentee ballots.,['bill'],[],2022,New Hampshire,lower
ocd-bill/7894d540-143e-4f50-bd2b-476da757a502,HB 1581,relative to the use of open source software by state agencies.,['bill'],[],2022,New Hampshire,lower
ocd-bill/862f5b9c-2338-4346-92ef-4e876add3f6e,SB 357,relative to mental health training for first responders.,['bill'],[],2022,New Hampshire,upper
ocd-bill/66886b19-9275-4056-9c7f-6dd467e50e61,HB 1267,relative to municipal authority for road and sidewalk closure.,['bill'],[],2022,New Hampshire,lower
ocd-bill/da7302ac-9aab-40fc-94ad-48b21aa1583f,SB 358,relative to the joint legislative committee on administrative rules.,['bill'],[],2022,New Hampshire,upper
ocd-bill/604f624b-3203-4487-ab78-071926fe054f,HB 1203,relative to voter registration and verification of voter identity.,['bill'],[],2022,New Hampshire,lower
ocd-bill/67cb4e62-27f2-4706-b0ba-75ea5f855dc4,HB 1411,relative to transparency of federal agency operations within New Hampshire.,['bill'],[],2022,New Hampshire,lower
ocd-bill/b2657bdd-3b8c-42ec-b5a8-bde27aba9e19,SB 405,relative to fines and penalties for election law violations and relative to consequences resulting from election official misconduct.,['bill'],[],2022,New Hampshire,upper
ocd-bill/0256fc18-b8cd-4e11-a99d-a33670e4977b,HB 1004,relative to penalties for failure to provide information after an animal injury.,['bill'],[],2022,New Hampshire,lower
ocd-bill/27906849-96e4-4a9e-84ab-3eb998cc9ba1,HB 1454,relative to permits for the siting of new landfills.,['bill'],[],2022,New Hampshire,lower
ocd-bill/f34acefa-6439-49e5-8481-5b0914ad1380,HB 1684,limiting education freedom account funding to budgeted amounts.,['bill'],[],2022,New Hampshire,lower
ocd-bill/9be65524-f7d2-4675-beb3-a8e2351bfabc,HB 1006,relative to disclosures required prior to solicitations made on behalf of law enforcement agencies.,['bill'],[],2022,New Hampshire,lower
ocd-bill/2154a5b0-2f12-419a-a5a4-b5923c735c3e,HB 1439,relative to health care facility visitation policies.,['bill'],[],2022,New Hampshire,lower
ocd-bill/9c5cd431-a060-45b2-8477-06e7c17906ab,SB 417,establishing an electric school bus pilot program.,['bill'],[],2022,New Hampshire,upper
ocd-bill/b4ffb29c-52d7-47d8-9bbc-ca6ba5d822fd,SB 408,directing the department of health and human services to make adjustments to the facility fee reimbursement schedule for freestanding birthing centers.,['bill'],[],2022,New Hampshire,upper
ocd-bill/cc9a6341-ac5c-43a0-ab9d-251767be7538,HB 1607,prohibiting unlawful discrimination in public and nonpublic schools.,['bill'],[],2022,New Hampshire,lower
ocd-bill/70273f74-9abb-46a8-a90e-815f552e9ba4,HB 1293,"relative to the design of sewage or waste disposal systems for a person's own domicile, and relative to water well and sewage or waste disposal systems.",['bill'],[],2022,New Hampshire,lower
ocd-bill/6bdf8043-4369-4a3e-bb88-be490b2cf817,HB 1210,relative to exemptions from vaccine mandates.,['bill'],[],2022,New Hampshire,lower
ocd-bill/341b9a96-84f0-4a78-872e-35a5b06ccc6f,CACR 29,relating to the general court. Providing that the number of representatives be no more than 150 and the number of senators be no more than 35.,['constitutional amendment'],[],2022,New Hampshire,lower
ocd-bill/cf368689-034f-42b5-93d4-6cfe8fbd4fe1,HB 1466,relative to the off-label use of prescription drugs and relative to pharmacy prescriptions.,['bill'],[],2022,New Hampshire,lower
ocd-bill/6918d66e-9800-4664-815a-44baba483145,SB 206,relative to consumer guaranty contracts.,['bill'],[],2022,New Hampshire,upper
ocd-bill/d5048339-6dd1-41da-b6a1-a0d8d0816aa7,HB 1299,relative to the process for the importation of wildlife and creating an appeal process for denials of permits.,['bill'],[],2022,New Hampshire,lower
ocd-bill/ac2e8c20-d385-42a1-b42b-8ca5de525764,HB 104,establishing a committee to study the feasibility of personal rapid transit systems and unconventional public transit methods.,['bill'],[],2022,New Hampshire,lower
ocd-bill/711d3b44-1791-490f-9abd-64492eb2f6ce,HB 1195,relative to public comment periods at school district meetings and meetings of the state board of education.,['bill'],[],2022,New Hampshire,lower
ocd-bill/f210f0be-c7ac-468a-9c6b-a2168b60a29e,HB 359,creating a private cause of action for discrimination based on hairstyles relative to a person's ethnicity.,['bill'],[],2022,New Hampshire,lower
ocd-bill/7a9576ef-28c1-48ca-88c3-95d59f75bcb5,HB 1327,including diabetes in the conditions listed for eligibility for a service animal.,['bill'],[],2022,New Hampshire,lower
ocd-bill/826e52b9-4b97-4972-9b1e-c1a023f69158,HB 118,relative to the fish and game commission.,['bill'],[],2022,New Hampshire,lower
